Split group,AGFV feature,Feature index,Baseline AUC,Ablated AUC,Delta AUC,Baseline balanced accuracy,Ablated balanced accuracy,Delta balanced accuracy,Baseline accuracy,Ablated accuracy,Delta accuracy,Baseline F1,Ablated F1,Delta F1,Mean absolute probability change,Mean signed probability change,Feature ablation score
Test,AGFV064,63,0.8859514170040484,0.8834817813765182,0.00246963562753022,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0006402982980944216,0.00029039630317129195,0.0025336654573396623
Heldout,AGFV064,63,0.9048465758992075,0.9023775655354602,0.0024690103637472482,0.8396260922576713,0.8396260922576713,0.0,0.844097995545657,0.844097995545657,0.0,0.8148148148148148,0.8148148148148148,0.0,0.0006079486338421702,0.00023426527332048863,0.002529805227131465
All,AGFV064,63,0.9774329597253476,0.9766918743869368,0.0007410853384107741,0.9502697478506722,0.9502697478506722,0.0,0.9515915119363395,0.9515915119363395,0.0,0.9425649095200629,0.9425649095200629,0.0,0.0002857451909221709,2.6596304451231845e-05,0.0007696598575029912
Train,AGFV065,64,0.9990490054791915,0.9991075282189337,-5.852273974216171e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0003833363007288426,-0.00035686331102624536,-2.018910966927745e-05
Validation,AGFV065,64,0.9247654018767849,0.9259077927376581,-0.0011423908608731992,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.000653852999676019,-0.00030053831869736314,0.0041861523338312615
Test,AGFV065,64,0.8859514170040484,0.8882591093117409,-0.002307692307692455,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0007127766730263829,-0.00038725193007849157,-0.0022364146403898166
Heldout,AGFV065,64,0.9048465758992075,0.9062588904694168,-0.0014123145702092943,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.0006833804654888809,-0.00034399167634546757,0.001287602423708134
All,AGFV065,64,0.9774329597253476,0.9781587184813341,-0.0007257587559864609,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.000472673011245206,-0.0003530308313202113,0.0001076720671506104
Train,AGFV066,65,0.9990490054791915,0.9989612213695784,8.778410961307603e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0002599618164822459,0.0002592865494079888,0.00011378029126130063
Validation,AGFV066,65,0.9247654018767849,0.9219094247246022,0.002855977152182665,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0007981465314514935,0.0006712100584991276,0.008198949700064673
Test,AGFV066,65,0.8859514170040484,0.882834008097166,0.0031174089068825017,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0007824516505934298,0.00070797378430143,0.003195654071941845
Heldout,AGFV066,65,0.9048465758992075,0.901747612273928,0.003098963625279505,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.0007902815705165267,0.000689632841385901,0.005809570729699698
All,AGFV066,65,0.9774329597253476,0.976393456811494,0.0010395029138535739,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.0004178620292805135,0.00038742012111470103,0.0018674526387941759
Train,AGFV067,66,0.9990490054791915,0.999063636164127,-1.4630684935457161e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00014835863839834929,0.00011945061851292849,2.051789043777681e-07
Validation,AGFV067,66,0.9247654018767849,0.9250101999184007,-0.0002447980416158124,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0005058127571828663,0.0003227013803552836,0.005068941128839333
Test,AGFV067,66,0.8859514170040484,0.8883400809716598,-0.002388663967611393,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0005902352859266102,0.00030331872403621674,-0.002329640439018732
Heldout,AGFV067,66,0.9048465758992075,0.9062588904694168,-0.0014123145702092943,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.0005481179687194526,0.0003129884717054665,0.0012740761740311912
All,AGFV067,66,0.9774329597253476,0.9778251399226819,-0.0003921801973343353,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.0002673851267900318,0.00017707559163682163,0.0004207218373572186
Train,AGFV068,67,0.9990490054791915,0.9990087710956188,4.023438357270148e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00015658103802707046,3.6738765629706904e-05,5.589248737540853e-05
Validation,AGFV068,67,0.9247654018767849,0.9263157894736842,-0.0015503875968992942,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.000809769204352051,-0.0005386833800002933,-0.0014694106764640892
Test,AGFV068,67,0.8859514170040484,0.8897975708502025,-0.0038461538461540545,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.0008903699927031994,-0.0005973203806206584,-0.009020274741620593
Heldout,AGFV068,67,0.9048465758992075,0.9074578337736232,-0.00261125787441574,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.0008501593838445842,-0.0005680671893060207,-0.0051578208833996
All,AGFV068,67,0.9774329597253476,0.9781280653164848,-0.0006951055911371684,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.00036309074494056404,-0.000143339391797781,-0.0014449600386557738
Train,AGFV069,68,0.9990490054791915,0.9990051134243849,4.389205480659353e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00015165407967288047,8.9946152002085e-05,5.9057462773881574e-05
Validation,AGFV069,68,0.9247654018767849,0.9208486332109344,0.003916768665850556,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.00042309757554903626,-3.734321580850519e-05,0.0039590784234054596
Test,AGFV069,68,0.8859514170040484,0.8823481781376518,0.0036032388663966852,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.00042449048487469554,-0.00018209079280495644,0.003645687914884155
Heldout,AGFV069,68,0.9048465758992075,0.9008128429181061,0.004033732981101323,0.8396260922576713,0.8396260922576713,0.0,0.844097995545657,0.844097995545657,0.0,0.8148148148148148,0.8148148148148148,0.0,0.0004237955727148801,-0.00010987820132868364,0.004076112538372811
All,AGFV069,68,0.9774329597253476,0.976095039236051,0.0013379204892965957,0.9502697478506722,0.9502697478506722,0.0,0.9515915119363395,0.9515915119363395,0.0,0.9425649095200629,0.9425649095200629,0.0,0.00023268295626621693,3.044937147933524e-05,0.0013611887849232173
Train,AGFV070,69,0.9990490054791915,0.9990453478079576,3.657671233892046e-06,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,9.583634528098628e-05,5.420994421001524e-05,1.3241305761990675e-05
Validation,AGFV070,69,0.9247654018767849,0.9246838025295798,8.159934720508577e-05,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0006223818636499345,0.0002754209272097796,0.005406995428306938
Test,AGFV070,69,0.8859514170040484,0.8873684210526316,-0.001417004048583137,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0006630109273828566,0.0005870648310519755,-0.0013507029558448513
Heldout,AGFV070,69,0.9048465758992075,0.905486689697216,-0.0006401137980085458,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.0006427416228689253,0.0004315899277571589,0.002055739311646887
All,AGFV070,69,0.9774329597253476,0.9775122973284867,-7.933760313905136e-05,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.0002586748742032796,0.0001665730815147981,0.0007326934062938273
Train,AGFV071,70,0.9990490054791915,0.9989685367120462,8.046876714529194e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00016823108308017254,-1.030806470225798e-05,9.72918754533092e-05
Validation,AGFV071,70,0.9247654018767849,0.9207670338637292,0.003998368013055753,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.00035522153484635055,-0.00016323124873451889,0.009297048061277246
Test,AGFV071,70,0.8859514170040484,0.8813765182186234,0.004574898785425052,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0005321769858710468,-0.0003090219688601792,0.004628116484012157
Heldout,AGFV071,70,0.9048465758992075,0.9005689900426742,0.004277585856533261,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.000443896307842806,-0.00023628897906746715,0.006953554434686082
All,AGFV071,70,0.9774329597253476,0.9759012030465639,0.0015317566787836912,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.0002503091236576438,-7.759282743791118e-05,0.002342951113162006
Train,AGFV072,71,0.9990490054791915,0.9989539060271108,9.50994520807491e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0001876982132671401,3.744537752936594e-05,0.00011386927340746311
Validation,AGFV072,71,0.9247654018767849,0.9195430436556509,0.005222358221134038,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0008933445787988603,0.00022637841175310314,0.010574850573750783
Test,AGFV072,71,0.8859514170040484,0.8804858299595143,0.005465587044534148,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0005077258683741093,0.0001609793253010139,0.005516359631371559
Heldout,AGFV072,71,0.9048465758992075,0.899410688884373,0.00543588701483444,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.0007001057965680957,0.00019360604346729815,0.008137476541859789
All,AGFV072,71,0.9774329597253476,0.9754765665570366,0.001956393168310977,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.0003402652218937874,8.394149335799739e-05,0.0027765832125129066
Train,AGFV073,72,0.9990490054791915,0.9990160864380866,3.291904110491739e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,7.521474617533386e-05,1.6057041648309678e-05,4.044051572245077e-05
Validation,AGFV073,72,0.9247654018767849,0.9244390044879641,0.00032639738882078717,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0003690137236844748,9.156980377156287e-05,0.005626456655926093
Test,AGFV073,72,0.8859514170040484,0.8863157894736843,-0.0003643724696358319,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0003243990067858249,0.00020909571321681142,-0.00033193256895724943
Heldout,AGFV073,72,0.9048465758992075,0.9045925624872992,0.0002540134119082271,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.0003466566849965602,0.00015046363114379346,0.0029202580277764233
All,AGFV073,72,0.9774329597253476,0.9774014049968266,3.155472852101049e-05,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.00015603531210217625,5.607598359347321e-05,0.0008333217817437788
Train,AGFV074,73,0.9990490054791915,0.9990490054791915,0.0,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0001125877388403751,-1.3746989679930266e-06,1.125877388403751e-05
Validation,AGFV074,73,0.9247654018767849,0.9215830273357815,0.003182374541003452,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0005558449192903936,-0.00037996325409039855,0.0032379590329324913
Test,AGFV074,73,0.8859514170040484,0.8814574898785426,0.004493927125505892,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.0005331697757355869,-0.00038758444134145975,-0.0007159137916574077
Heldout,AGFV074,73,0.9048465758992075,0.9006909164803901,0.004155659418817348,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.0005444821435958147,-0.0003837823460344225,0.0015785286858086111
All,AGFV074,73,0.9774329597253476,0.9761103658184755,0.0013225939068720605,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.00024118229339364916,-0.00011523479042807594,0.0005605486141987637
Train,AGFV075,74,0.9990490054791915,0.9990124287668527,3.6576712338809436e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00028000594465993345,-8.030868775676936e-05,6.457730680480278e-05
Validation,AGFV075,74,0.9247654018767849,0.927702978376173,-0.0029375764993880837,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0013613257324323058,-0.0010854930151253939,-0.0028014439261448533
Test,AGFV075,74,0.8859514170040484,0.8918218623481781,-0.005870445344129616,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.0014690750977024436,-0.0011517535895109177,-0.010986695729096229
Heldout,AGFV075,74,0.9048465758992075,0.9091241617557407,-0.004277585856533261,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.0014153205556795,-0.001118697109632194,-0.006767632748333629
All,AGFV075,74,0.9774329597253476,0.9788529225087993,-0.0014199627834516892,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.0006180405616760254,-0.0003894840192515403,-0.0021443222492967483
Train,AGFV076,75,0.9990490054791915,0.9990234017805544,2.56036986371333e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00010020700574386865,-4.715715840575285e-05,3.562439921152016e-05
Validation,AGFV076,75,0.9247654018767849,0.9251733986128111,-0.000407996736026206,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.000703497207723558,-0.0005311521235853434,-0.0003376470152538502
Test,AGFV076,75,0.8859514170040484,0.8868016194331984,-0.0008502024291499044,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.000756915716920048,-0.0005792012671008706,-0.006037668752194758
Heldout,AGFV076,75,0.9048465758992075,0.905202194675879,-0.0003556187766715624,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.0007302658632397652,-0.0005552301299758255,-0.002914171137715904
All,AGFV076,75,0.9774329597253476,0.9774681207085569,-3.5160983209325813e-05,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.00028780411230400205,-0.00019843353948090225,-0.0007925440939915874
Train,AGFV077,76,0.9990490054791915,0.99903803246549,1.0973013701565115e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0001817808806663379,-7.856135198380798e-05,2.9151101768198905e-05
Validation,AGFV077,76,0.9247654018767849,0.9249286005711954,-0.0001631986944105046,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0005422988906502724,-0.00021239016496110708,-0.00010896880534547738
Test,AGFV077,76,0.8859514170040484,0.885748987854251,0.00020242914979740068,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.00048465110012330115,-0.0003016890841536224,0.0002508942598097308
Heldout,AGFV077,76,0.9048465758992075,0.9047957732168257,5.080268238177865e-05,0.8396260922576713,0.8396260922576713,0.0,0.844097995545657,0.844097995545657,0.0,0.8148148148148148,0.8148148148148148,0.0,0.000513410777784884,-0.0002571390650700778,0.00010214376016026705
All,AGFV077,76,0.9774329597253476,0.9774645144538687,-3.155472852112151e-05,0.9502697478506722,0.9502697478506722,0.0,0.9515915119363395,0.9515915119363395,0.0,0.9425649095200629,0.9425649095200629,0.0,0.00028052215930074453,-0.00013173204206395894,-3.5025125910470565e-06
Train,AGFV078,77,0.9990490054791915,0.9985040124653435,0.0005449930138480275,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0005895852227695286,-0.00042189675150439143,0.0006039515361249803
Validation,AGFV078,77,0.9247654018767849,0.9070583435332517,0.017707058343533255,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0016074234154075384,-0.0012571436818689108,0.017867800685074008
Test,AGFV078,77,0.8859514170040484,0.8704453441295547,0.015506072874493793,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.0015839369734749198,-0.0006052273674868047,0.010401308677104426
Heldout,AGFV078,77,0.9048465758992075,0.887624466571835,0.017222109327372448,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.001595654059201479,-0.0009304595878347754,0.014750095785924278
All,AGFV078,77,0.9774329597253476,0.9713167517742773,0.006116207951070263,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.0008891375036910176,-0.0005733189755119383,0.005418958179426702
Train,AGFV079,78,0.9990490054791915,0.9990563208216592,-7.315342467673069e-06,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00011746623204089701,-7.199352694442496e-06,4.4312807364166325e-06
Validation,AGFV079,78,0.9247654018767849,0.9256629946960424,-0.0008975928192574978,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0006739259697496891,-0.000408501538913697,-0.0008302002222825289
Test,AGFV079,78,0.8859514170040484,0.8889878542510121,-0.0030364372469636747,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.0006798753747716546,-0.00027097263955511153,-0.008231607604223368
Heldout,AGFV079,78,0.9048465758992075,0.9070310912416175,-0.0021845153424100427,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.000676907307934016,-0.0003395839303266257,-0.004748403558984959
All,AGFV079,78,0.9774329597253476,0.9780370073856096,-0.0006040476602620082,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.000284037203527987,-0.00010616531653795391,-0.0013618074619218712
Train,AGFV080,79,0.9990490054791915,0.9991404472600385,-9.144178084696808e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0003136351879220456,-0.00025526827084831893,-6.007826205476352e-05
Validation,AGFV080,79,0.9247654018767849,0.9272949816401469,-0.0025295797633619888,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0008341986685991287,-0.0005236296565271914,-0.002446159896502076
Test,AGFV080,79,0.8859514170040484,0.8919838056680162,-0.006032388663967714,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0007448913529515266,-0.0005253144190646708,-0.0059578995286725615
Heldout,AGFV080,79,0.9048465758992075,0.9094899410688885,-0.004643365169681002,0.8396260922576713,0.8396260922576713,0.0,0.844097995545657,0.844097995545657,0.0,0.8148148148148148,0.8148148148148148,0.0,0.0007894455338828266,-0.0005244739004410803,-0.00456442061629272
All,AGFV080,79,0.9774329597253476,0.9793433731463852,-0.0019104134210375934,0.9502697478506722,0.9502697478506722,0.0,0.9515915119363395,0.9515915119363395,0.0,0.9425649095200629,0.9425649095200629,0.0,0.00045530550414696336,-0.0003354230138938874,-0.0018648828706228971
Train,AGFV081,80,0.9990490054791915,0.9990234017805544,2.56036986371333e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00010566036507952958,3.2729876693338156e-05,3.616973514508626e-05
Validation,AGFV081,80,0.9247654018767849,0.9245206038351694,0.00024479804161547936,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0003139541659038514,-0.00012323122064117342,0.005539351352942723
Test,AGFV081,80,0.8859514170040484,0.8846963562753036,0.0012550607287448168,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.00034276669612154365,-0.00018175839795731008,0.001289337398356971
Heldout,AGFV081,80,0.9048465758992075,0.9039626092257672,0.0008839666734402618,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.00032839251798577607,-0.00015255999460350722,0.0035483848726073795
All,AGFV081,80,0.9774329597253476,0.9771318374588887,0.000301122266458953,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.00017197782290168107,-2.243932249257341e-05,0.0011044835707616717
Train,AGFV082,81,0.9990490054791915,0.9990819245202964,-3.291904110491739e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00018124061170965433,5.2684248657897115e-05,-1.4794979933951957e-05
Validation,AGFV082,81,0.9247654018767849,0.9241942064463485,0.0005711954304363775,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0007697130786255002,-0.0004325608897488564,0.0006481667382989276
Test,AGFV082,81,0.8859514170040484,0.8852631578947369,0.0006882591093115842,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0006026687915436924,-0.00021774203923996538,0.0007485259884659534
Heldout,AGFV082,81,0.9048465758992075,0.9040032513716723,0.0008433245275352164,0.8396260922576713,0.8396260922576713,0.0,0.844097995545657,0.844097995545657,0.0,0.8148148148148148,0.8148148148148148,0.0,0.0006860049325041473,-0.00032491228193975985,0.0009119250207856311
All,AGFV082,81,0.9774329597253476,0.9772571548093011,0.00017580491604651804,0.9502697478506722,0.9502697478506722,0.0,0.9515915119363395,0.9515915119363395,0.0,0.9425649095200629,0.9425649095200629,0.0,0.0003315318317618221,-5.9743368183262646e-05,0.00020895809922270026
Train,AGFV083,82,0.9990490054791915,0.9989319599997074,0.00011704547948410138,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00026921657263301313,0.00026655427063815296,0.00014396713674740268
Validation,AGFV083,82,0.9247654018767849,0.9250917992656059,-0.0003263973888210092,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.00045219791354611516,0.00039287429535761476,-0.0002811775974663977
Test,AGFV083,82,0.8859514170040484,0.8860323886639675,-8.097165991904909e-05,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0004927455447614193,0.00040666130371391773,-3.169710544290716e-05
