Split group,AGFV feature,Feature index,Baseline AUC,Ablated AUC,Delta AUC,Baseline balanced accuracy,Ablated balanced accuracy,Delta balanced accuracy,Baseline accuracy,Ablated accuracy,Delta accuracy,Baseline F1,Ablated F1,Delta F1,Mean absolute probability change,Mean signed probability change,Feature ablation score
Validation,AGFV032,31,0.9247654018767849,0.9251733986128111,-0.000407996736026206,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.00029997705132700503,-9.516807040199637e-06,-0.0003779990308935055
Test,AGFV032,31,0.8859514170040484,0.8897975708502025,-0.0038461538461540545,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.00043787332833744586,-0.0001473894517403096,-0.00380236651332031
Heldout,AGFV032,31,0.9048465758992075,0.9069091648039017,-0.0020625889046942403,0.8396260922576713,0.8396260922576713,0.0,0.844097995545657,0.844097995545657,0.0,0.8148148148148148,0.8148148148148148,0.0,0.00036907874164171517,-7.860666664782912e-05,-0.0020256810305300686
All,AGFV032,31,0.9774329597253476,0.9781506044082857,-0.0007176446829381122,0.9502697478506722,0.9502697478506722,0.0,0.9515915119363395,0.9515915119363395,0.0,0.9425649095200629,0.9425649095200629,0.0,0.0002191093226429075,-9.0304427430965e-05,-0.0006957337506738215
Train,AGFV033,32,0.9990490054791915,0.9990307171230222,1.8288356169349207e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00013396720169112086,-1.1259516213613097e-05,3.1685076338461295e-05
Validation,AGFV033,32,0.9247654018767849,0.9227254181966544,0.002039983680130475,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0009818632388487458,-0.0007018268806859851,0.0021381700040153497
Test,AGFV033,32,0.8859514170040484,0.8836437246963562,0.002307692307692233,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.0011442523682489991,-0.0009020465076901019,-0.0028410403502197256
Heldout,AGFV033,32,0.9048465758992075,0.9022149969518392,0.002631578947368318,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.0010632387129589915,-0.0008021597168408334,0.00010632387129589916
All,AGFV033,32,0.9774329597253476,0.9766440915123191,0.0007888682130284819,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.00041065344703383744,-0.0002467463491484523,4.3770035719203904e-05
Train,AGFV034,33,0.9990490054791915,0.9989941404106832,5.4865068508269665e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,7.509011629736051e-05,4.588175215758383e-05,6.237408013800571e-05
Validation,AGFV034,33,0.9247654018767849,0.9249286005711955,-0.00016319869441061563,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0004103672399651259,0.0002978935663122684,0.005140995924322755
Test,AGFV034,33,0.8859514170040484,0.8878542510121457,-0.0019028340080972095,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0003338120295666158,0.00029608269687741995,-0.001869452805140548
Heldout,AGFV034,33,0.9048465758992075,0.905893111156269,-0.0010465352570615538,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.0003720044041983783,0.0002969861088786274,0.0016222441307268242
All,AGFV034,33,0.9774329597253476,0.9776538428249958,-0.00022088309964818365,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.00016349497309420258,0.0001206469169119373,0.0005816299196737873
Train,AGFV035,34,0.9990490054791915,0.9991038705476997,-5.486506850815864e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00038614985533058643,-4.028337571071461e-05,-1.62500829751e-05
Validation,AGFV035,34,0.9247654018767849,0.9198694410444717,0.004895960832313251,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0030626265797764063,0.002478455426171422,0.01046538138502775
Test,AGFV035,34,0.8859514170040484,0.8826720647773278,0.0032793522267206,0.8283400809716599,0.823076923076923,0.0052631578947368585,0.8311111111111111,0.8266666666666667,0.004444444444444473,0.8020833333333334,0.7958115183246073,0.006271815008726089,0.0032012308947741985,0.0021530799567699432,0.008862633210934879
Heldout,AGFV035,34,0.9048465758992075,0.9003048160942898,0.004541759804917667,0.8396260922576713,0.8343629343629344,0.0052631578947368585,0.844097995545657,0.8396436525612472,0.0044543429844098315,0.8148148148148148,0.8085106382978723,0.0063041765169424835,0.0031320827547460794,0.002315405523404479,0.010118125975129132
All,AGFV035,34,0.9774329597253476,0.9762221597138077,0.0012108000115399475,0.9502697478506722,0.948697420806647,0.0015723270440252124,0.9515915119363395,0.9502652519893899,0.0013262599469495706,0.9425649095200629,0.9408983451536643,0.0016665643663985596,0.0012037387350574136,0.0006611120770685375,0.002903500929070901
Train,AGFV036,35,0.9990490054791915,0.9990855821915303,-3.6576712338809436e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00018252729205414653,-0.00015741653623990715,-1.8323983133394783e-05
Validation,AGFV036,35,0.9247654018767849,0.9257445940432477,-0.0009791921664628056,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.001023456803523004,-0.0006572729325853288,-0.0008768464861105052
Test,AGFV036,35,0.8859514170040484,0.8896761133603238,-0.00372469635627537,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.0011170257348567247,-0.0010217460803687572,-0.008876151677526556
Heldout,AGFV036,35,0.9048465758992075,0.9073663889453362,-0.002519813046128694,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.0010703455191105604,-0.000839915475808084,-0.005044357441585956
All,AGFV036,35,0.9774329597253476,0.9783886172177024,-0.0009556574923548222,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.0004468710394576192,-0.0003606273967307061,-0.001697133910421722
Train,AGFV037,36,0.9990490054791915,0.9990124287668527,3.6576712338809436e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00022215224453248084,-0.00018354177882429212,5.879193679205752e-05
Validation,AGFV037,36,0.9247654018767849,0.9251733986128111,-0.000407996736026206,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0013434129068627954,-0.0010057365288957953,-0.00027365544533992643
Test,AGFV037,36,0.8859514170040484,0.8865587044534413,-0.0006072874493928682,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.001500522717833519,-0.0010640877299010754,-0.005720393072346374
Heldout,AGFV037,36,0.9048465758992075,0.9049176996545417,-7.112375533424586e-05,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.0014221426099538803,-0.0010349771473556757,-0.002560488441707176
All,AGFV037,36,0.9774329597253476,0.9771958484796031,0.0002371112457445479,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.000579443818423897,-0.0004370527167338878,-0.0004911078944257241
Train,AGFV038,37,0.9990490054791915,0.9991075282189336,-5.852273974205069e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00026876592892222106,-0.0002484014257788658,-3.164614684982858e-05
Validation,AGFV038,37,0.9247654018767849,0.9255813953488372,-0.000815993472052301,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0005040187388658524,-0.0002295308659086004,0.004497566296571142
Test,AGFV038,37,0.8859514170040484,0.8890688259109312,-0.0031174089068827238,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0005070935585536063,-0.0004610568576026708,-0.003066699551027363
Heldout,AGFV038,37,0.9048465758992075,0.9070107701686648,-0.0021641942694573535,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.0005055595538578928,-0.0003455516998656094,0.000517940633296976
All,AGFV038,37,0.9774329597253476,0.9782560873579135,-0.0008231276325658676,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.00033927010372281075,-0.00027732746093533933,-3.037100181035869e-06
Train,AGFV039,38,0.9990490054791915,0.9988770949311991,0.00017191054799237104,0.9972476023965062,0.9961265261633223,0.0011210762331839152,0.9971671388101983,0.996222851746931,0.0009442870632672129,0.9966405375139977,0.9955156950672646,0.0011248424467331652,0.0005454804049804807,0.00030609668465331197,0.0013475348216743343
Validation,AGFV039,38,0.9247654018767849,0.9250101999184006,-0.0002447980416157014,0.850999592003264,0.8496124031007752,0.0013871889024887896,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8260869565217391,0.0018700327255727345,0.004618425853550434,0.0042354329489171505,0.0016042334462281315
Test,AGFV039,38,0.8859514170040484,0.8853441295546558,0.0006072874493926461,0.8283400809716599,0.823076923076923,0.0052631578947368585,0.8311111111111111,0.8266666666666667,0.004444444444444473,0.8020833333333334,0.7958115183246073,0.006271815008726089,0.005255795083940029,0.004933041986078024,0.006396024852523508
Heldout,AGFV039,38,0.9048465758992075,0.9046535257061572,0.00019305019305027038,0.8396260922576713,0.8362934362934363,0.003332655964234932,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8106666666666666,0.004148148148148123,0.004937820136547089,0.0045850141905248165,0.004019488170939911
All,AGFV039,38,0.9774329597253476,0.9780189761121688,-0.0005860163868212087,0.9502697478506722,0.9484846517800474,0.0017850960706248253,0.9515915119363395,0.9502652519893899,0.0013262599469495706,0.9425649095200629,0.9408050513022889,0.001759858217774024,0.0018532791873440146,0.0015801244881004095,0.001384407602538018
Train,AGFV040,39,0.9990490054791915,0.999001455753151,4.7549726040485574e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0004899969208054245,-0.00046536893933080137,9.654941812102802e-05
Validation,AGFV040,39,0.9247654018767849,0.9250917992656059,-0.0003263973888210092,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0020469289738684893,-0.0019439953612163663,-0.00012170449143416028
Test,AGFV040,39,0.8859514170040484,0.8868016194331984,-0.0008502024291499044,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.002162877470254898,-0.002003292553126812,-0.005897072576861273
Heldout,AGFV040,39,0.9048465758992075,0.9049176996545418,-7.112375533435689e-05,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.0021050323266535997,-0.0019737102556973696,-0.002492199470037315
All,AGFV040,39,0.9774329597253476,0.9775032816917661,-7.03219664185406e-05,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.0009708661236800253,-0.0009144705254584551,-0.0007593988760631997
Train,AGFV041,40,0.9990490054791915,0.9989795097257478,6.949575344372683e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0002188975631725043,0.0001821938785724342,9.138550976097725e-05
Validation,AGFV041,40,0.9247654018767849,0.9237046103631171,0.0010607915136677804,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0005134980892762542,0.00018327267025597394,0.0011121413225954058
Test,AGFV041,40,0.8859514170040484,0.8834008097165993,0.002550607287449158,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0005468166782520711,0.00020216769189573824,0.002605288955274365
Heldout,AGFV041,40,0.9048465758992075,0.9030075187969926,0.0018390571022148805,0.8396260922576713,0.8396260922576713,0.0,0.844097995545657,0.844097995545657,0.0,0.8148148148148148,0.8148148148148148,0.0,0.000530194491147995,0.0001927412231452763,0.00189207655132968
All,AGFV041,40,0.9774329597253476,0.9767865385725002,0.0006464211528474095,0.9502697478506722,0.9502697478506722,0.0,0.9515915119363395,0.9515915119363395,0.0,0.9425649095200629,0.9425649095200629,0.0,0.00031158479396253824,0.0001853343128459528,0.0006775796322436633
Train,AGFV042,41,0.9990490054791915,0.9990234017805543,2.560369863724432e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0002575378166511655,7.551156886620447e-05,5.1357480302360875e-05
Validation,AGFV042,41,0.9247654018767849,0.9267237862097103,-0.001958384332925389,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0021560073364526033,0.0015447335317730904,0.0035203742954567296
Test,AGFV042,41,0.8859514170040484,0.8900404858299594,-0.00408906882591098,0.8283400809716599,0.823076923076923,0.0052631578947368585,0.8311111111111111,0.8266666666666667,0.004444444444444473,0.8020833333333334,0.7958115183246073,0.006271815008726089,0.002550344681367278,0.0013129631988704205,0.0014291235369626066
Heldout,AGFV042,41,0.9048465758992075,0.9080065027433448,-0.0031599268441373507,0.8396260922576713,0.8343629343629344,0.0052631578947368585,0.844097995545657,0.8396436525612472,0.0044543429844098315,0.8148148148148148,0.8085106382978723,0.0063041765169424835,0.002353615127503872,0.001428590272553265,0.002338592563349895
All,AGFV042,41,0.9774329597253476,0.9786383503548555,-0.0012053906295078631,0.9502697478506722,0.948697420806647,0.0015723270440252124,0.9515915119363395,0.9502652519893899,0.0013262599469495706,0.9425649095200629,0.9408983451536643,0.0016665643663985596,0.0008816351182758808,0.00047838446334935725,0.0004550999263449373
Train,AGFV043,42,0.9990490054791915,0.9989904827394493,5.852273974216171e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00028889323584735394,-0.0002802013186737895,8.741206332689711e-05
Validation,AGFV043,42,0.9247654018767849,0.9275397796817626,-0.00277437780497769,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.0006691144080832601,-0.0005760007770732045,-0.0027074663641693643
Test,AGFV043,42,0.8859514170040484,0.8921457489878543,-0.006194331983805812,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.00072150444611907,-0.0006454417016357183,-0.011385339433930764
Heldout,AGFV043,42,0.9048465758992075,0.909286730339362,-0.004440154440154553,0.8396260922576713,0.8422576712050396,-0.002631578947368318,0.844097995545657,0.8463251670378619,-0.00222717149220486,0.8148148148148148,0.8179419525065963,-0.003127137691781523,0.0006953677511774004,-0.0006107985391281545,-0.007002196612405131
All,AGFV043,42,0.9774329597253476,0.9788123521435578,-0.001379392418210168,0.9502697478506722,0.9510559113726849,-0.0007861635220126617,0.9515915119363395,0.9522546419098143,-0.0006631299734748408,0.9425649095200629,0.9433962264150944,-0.0008313168950314642,0.00040991915739141405,-0.0003786351007875055,-0.0021245640244836883
Train,AGFV044,43,0.9990490054791915,0.9990051134243849,4.389205480659353e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0004730562795884907,-1.0047269825008698e-05,9.11976827654426e-05
Validation,AGFV044,43,0.9247654018767849,0.9252549979600163,-0.0004895960832314028,0.850999592003264,0.8548755609955121,-0.003875968992248069,0.8571428571428571,0.8616071428571429,-0.0044642857142858094,0.8279569892473119,0.8324324324324325,-0.004475443185120609,0.004572264384478331,0.0022747702896595,-0.003908338637031638
Test,AGFV044,43,0.8859514170040484,0.8848582995951416,0.0010931174089068296,0.8283400809716599,0.823076923076923,0.0052631578947368585,0.8311111111111111,0.8266666666666667,0.004444444444444473,0.8020833333333334,0.7958115183246073,0.006271815008726089,0.004727521445602179,0.003631927538663149,0.006829027448203906
Heldout,AGFV044,43,0.9048465758992075,0.9043487096118674,0.0004978662873400541,0.8396260922576713,0.8389250152408048,0.0007010770168665026,0.844097995545657,0.844097995545657,0.0,0.8148148148148148,0.8138297872340425,0.0009850275807722353,0.004650065675377846,0.002954859985038638,0.0016639498717443413
All,AGFV044,43,0.9774329597253476,0.9773400986671281,9.286105821948443e-05,0.9502697478506722,0.9500569788240725,0.00021276902659972396,0.9515915119363395,0.9515915119363395,0.0,0.9425649095200629,0.9424743892829,9.052023716293878e-05,0.0017167414771392941,0.0008727402309887111,0.00047730423253313783
Train,AGFV045,44,0.9990490054791915,0.9990636361641271,-1.4630684935568183e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00011198700667591766,-8.354497549589723e-05,-3.4319842679764165e-06
Validation,AGFV045,44,0.9247654018767849,0.9259077927376581,-0.0011423908608731992,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.00022381424787454307,-0.00010902442591032013,0.004143148458651114
Test,AGFV045,44,0.8859514170040484,0.8879352226720648,-0.0019838056680163696,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.00027770447195507586,-8.278077439172193e-05,-0.001956035220820862
Heldout,AGFV045,44,0.9048465758992075,0.9061979272505588,-0.0013513513513513375,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.00025081937201321125,-9.587337262928486e-05,0.0013053095332185237
All,AGFV045,44,0.9774329597253476,0.9779180009809013,-0.0004850412555537087,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.00015332369366660714,-8.721570338821039e-05,0.0003164546358255027
Train,AGFV046,45,0.9990490054791915,0.9989026986298364,0.00014630684935512672,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0006917910068295896,-0.0001304790348513052,0.0002154859500380857
Validation,AGFV046,45,0.9247654018767849,0.9233782129742962,0.0013871889024886785,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.003381106536835432,0.0019397480646148324,0.00698845745090908
Test,AGFV046,45,0.8859514170040484,0.8866396761133604,-0.0006882591093119172,0.8283400809716599,0.823076923076923,0.0052631578947368585,0.8311111111111111,0.8266666666666667,0.004444444444444473,0.8020833333333334,0.7958115183246073,0.006271815008726089,0.002784260082989931,0.0011281908955425024,0.004853324793723935
Heldout,AGFV046,45,0.9048465758992075,0.9044909571225359,0.0003556187766715624,0.8396260922576713,0.8343629343629344,0.0052631578947368585,0.844097995545657,0.8396436525612472,0.0044543429844098315,0.8148148148148148,0.8085106382978723,0.0063041765169424835,0.003082018345594406,0.001533065689727664,0.005926978505967862
All,AGFV046,45,0.9774329597253476,0.9768433370838382,0.000589622641509413,0.9502697478506722,0.948697420806647,0.0015723270440252124,0.9515915119363395,0.9502652519893899,0.0013262599469495706,0.9425649095200629,0.9408983451536643,0.0016665643663985596,0.001403470290824771,0.0003648337151389569,0.0023022967146171026
Train,AGFV047,46,0.9990490054791915,0.9990819245202964,-3.291904110491739e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00013132623280398548,-4.43470235040877e-05,-1.9786417824518843e-05
Validation,AGFV047,46,0.9247654018767849,0.9208486332109344,0.003916768665850556,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0005982934380881488,0.00037717170198448,0.00923975590439623
Test,AGFV047,46,0.8859514170040484,0.8852631578947369,0.0006882591093115842,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0004642215499188751,0.00022179986990522593,0.0007346812643034717
Heldout,AGFV047,46,0.9048465758992075,0.9025604551920342,0.002286120707173267,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.0005311081768013537,0.0002993127563968301,0.004970810472221943
All,AGFV047,46,0.9774329597253476,0.9767144134787376,0.0007185462466100523,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.00025035947328433394,5.7976085372501984e-05,0.0015297457159510364
Train,AGFV048,47,0.9990490054791915,0.9990855821915303,-3.6576712338809436e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.0003445471520535648,0.00026559451362118125,-2.1219971334529575e-06
Validation,AGFV048,47,0.9247654018767849,0.9244390044879641,0.00032639738882078717,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0016849043313413858,0.0014580091228708625,0.005758045716691784
Test,AGFV048,47,0.8859514170040484,0.8871255060728744,-0.0011740890688259897,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.0024507087655365467,0.0009270415757782757,-0.000929018192272335
Heldout,AGFV048,47,0.9048465758992075,0.9052834789676896,-0.00043690306848209737,0.8396260922576713,0.8369945133103027,0.0026315789473685403,0.844097995545657,0.8418708240534521,0.00222717149220486,0.8148148148148148,0.8116710875331565,0.0031437272816582373,0.0020686592906713486,0.0011919339885935187,0.002401541807953578
All,AGFV048,47,0.9774329597253476,0.9775736036581847,-0.0001406439328370812,0.9502697478506722,0.9494835843286596,0.0007861635220125507,0.9515915119363395,0.9509283819628647,0.0006631299734748408,0.9425649095200629,0.9417322834645669,0.0008326260554959442,0.0008578935521654785,0.0005414077895693481,0.0007313089443920173
Train,AGFV049,48,0.9990490054791915,0.999063636164127,-1.4630684935457161e-05,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,8.491337212035432e-05,3.275923154433258e-05,-6.139347723421729e-06
Validation,AGFV049,48,0.9247654018767849,0.925499796001632,-0.0007343941248471042,0.850999592003264,0.850999592003264,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8279569892473119,0.8279569892473119,0.0,0.00023665869957767427,-0.00011016575444955379,-0.0007107282548893367
Test,AGFV049,48,0.8859514170040484,0.8880971659919028,-0.0021457489878543567,0.8283400809716599,0.8283400809716599,0.0,0.8311111111111111,0.8311111111111111,0.0,0.8020833333333334,0.8020833333333334,0.0,0.00019005722424481064,-4.860034096054733e-05,-0.0021267432654298755
Heldout,AGFV049,48,0.9048465758992075,0.9061166429587483,-0.0012700670595408026,0.8396260922576713,0.8396260922576713,0.0,0.844097995545657,0.844097995545657,0.0,0.8148148148148148,0.8148148148148148,0.0,0.0002133060770574957,-7.931448635645211e-05,-0.001248736451835053
All,AGFV049,48,0.9774329597253476,0.9779062806531648,-0.00047332092781715573,0.9502697478506722,0.9502697478506722,0.0,0.9515915119363395,0.9515915119363395,0.0,0.9425649095200629,0.9425649095200629,0.0,0.0001231416972586885,-6.101953999859688e-07,-0.00046100675809128687
Train,AGFV050,49,0.9990490054791915,0.998917329314772,0.00013167616441955854,0.9972476023965062,0.9972476023965062,0.0,0.9971671388101983,0.9971671388101983,0.0,0.9966405375139977,0.9966405375139977,0.0,0.00014630438818130642,4.149417691223789e-06,0.00014630660323768918
Validation,AGFV050,49,0.9247654018767849,0.9212566299469606,0.0035087719298243503,0.850999592003264,0.8457364341085272,0.0052631578947368585,0.8571428571428571,0.8526785714285714,0.004464285714285698,0.8279569892473119,0.8216216216216217,0.0063353676256902025,0.0005005671409890056,2.018976374529302e-05,0.00882198653866011
Test,AGFV050,49,0.8859514170040484,0.8794331983805669,0.006518218623481564,0.8283400809716599,0.8336032388663968,-0.0052631578947368585,0.8311111111111111,0.8355555555555556,-0.004444444444444473,0.8020833333333334,0.8082901554404145,-0.0062068221070811225,0.0006943652406334877,-0.00010643230780260637,0.0013244972528080544
Heldout,AGFV050,49,0.9048465758992075,0.8994310099573258,0.005415565941881639,0.8396260922576713,0.8396260922576713,0.0,0.844097995545657,0.844097995545657,0.0,0.8148148148148148,0.8148148148148148,0.0,0.0005976819666102529,-4.3262276449240744e-05,0.005475334138542664
All,AGFV050,49,0.9774329597253476,0.9755261525589983,0.001906807166349278,0.9502697478506722,0.9502697478506722,0.0,0.9515915119363395,0.9515915119363395,0.0,0.9425649095200629,0.9425649095200629,0.0,0.0002806999837048352,-9.9671933639911e-06,0.0019348771647197615
