Region label,Region name,hemisphere,acronyms,subcortex,RSN,BraakStage,AGFV feature,Mean absolute AGFV feature change,Mean signed AGFV feature change,MNI.x,MNI.y,MNI.z
4,Left-Lateral-Ventricle,,,,,,AGFV070,0.03139769932183113,0.021236092346149253,,,
4,Left-Lateral-Ventricle,,,,,,AGFV071,0.022536851424538627,-0.011543750762939453,,,
4,Left-Lateral-Ventricle,,,,,,AGFV072,0.027474419234413138,0.0021251473442049315,,,
4,Left-Lateral-Ventricle,,,,,,AGFV073,0.04701489718497129,0.02540389226121797,,,
4,Left-Lateral-Ventricle,,,,,,AGFV074,0.04266746564464675,-0.02233441725620249,,,
4,Left-Lateral-Ventricle,,,,,,AGFV075,0.045446587880836664,-0.021841945960212147,,,
4,Left-Lateral-Ventricle,,,,,,AGFV076,0.050369499827534456,-0.02214927385813294,,,
4,Left-Lateral-Ventricle,,,,,,AGFV077,0.07616273811838245,0.03782477176321145,,,
4,Left-Lateral-Ventricle,,,,,,AGFV078,0.01605343427611978,-0.009160528813607125,,,
4,Left-Lateral-Ventricle,,,,,,AGFV079,0.024105677247376733,-0.0050842741823328135,,,
4,Left-Lateral-Ventricle,,,,,,AGFV080,0.03072886856386016,0.021046233214232143,,,
4,Left-Lateral-Ventricle,,,,,,AGFV081,0.0660584779219568,0.00983735603069403,,,
4,Left-Lateral-Ventricle,,,,,,AGFV082,0.04588989559458106,0.0299261057574446,,,
4,Left-Lateral-Ventricle,,,,,,AGFV083,0.0584541614584172,0.02521467464075563,,,
4,Left-Lateral-Ventricle,,,,,,AGFV084,0.03182670036176456,-0.01608240206659005,,,
4,Left-Lateral-Ventricle,,,,,,AGFV085,0.036969094141000546,-0.019364069787095924,,,
4,Left-Lateral-Ventricle,,,,,,AGFV086,0.04187585096497562,0.01618744395879092,,,
4,Left-Lateral-Ventricle,,,,,,AGFV087,0.039861158658210084,-0.009071972807714952,,,
4,Left-Lateral-Ventricle,,,,,,AGFV088,0.0330903115708031,0.005613626953399642,,,
4,Left-Lateral-Ventricle,,,,,,AGFV089,0.024311716549962923,0.007319499280571279,,,
4,Left-Lateral-Ventricle,,,,,,AGFV090,0.04430345841040269,-0.001745396638443457,,,
4,Left-Lateral-Ventricle,,,,,,AGFV091,0.026514130999534827,-0.013474231534405967,,,
4,Left-Lateral-Ventricle,,,,,,AGFV092,0.06726470326191812,-0.034619356140247366,,,
4,Left-Lateral-Ventricle,,,,,,AGFV093,0.05481079661220477,-0.023829920845137118,,,
4,Left-Lateral-Ventricle,,,,,,AGFV094,0.026664228904066164,0.013346278360782407,,,
4,Left-Lateral-Ventricle,,,,,,AGFV095,0.02635848405899593,0.01792804304592682,,,
4,Left-Lateral-Ventricle,,,,,,AGFV096,0.042259459666784294,0.01812073045014018,,,
4,Left-Lateral-Ventricle,,,,,,AGFV097,0.0404932565205005,-0.010610574804946205,,,
4,Left-Lateral-Ventricle,,,,,,AGFV098,0.01752700636070736,0.008803805017339591,,,
4,Left-Lateral-Ventricle,,,,,,AGFV099,0.039514928521043026,-0.02479386136182764,,,
4,Left-Lateral-Ventricle,,,,,,AGFV100,0.052933585763142256,0.022951083062268094,,,
4,Left-Lateral-Ventricle,,,,,,AGFV101,0.04764203165364529,0.013060820798353596,,,
4,Left-Lateral-Ventricle,,,,,,AGFV102,0.03910160484564239,0.019071946157276302,,,
4,Left-Lateral-Ventricle,,,,,,AGFV103,0.040802883714931446,0.01884861405712465,,,
4,Left-Lateral-Ventricle,,,,,,AGFV104,0.06874087098883001,-0.03638038664891575,,,
4,Left-Lateral-Ventricle,,,,,,AGFV105,0.06620915991495986,-0.02901689535346479,,,
4,Left-Lateral-Ventricle,,,,,,AGFV106,0.038783210087876295,-0.009561837460454655,,,
4,Left-Lateral-Ventricle,,,,,,AGFV107,0.028266893957036635,0.011082315045661031,,,
4,Left-Lateral-Ventricle,,,,,,AGFV108,0.07012434795663501,-0.039083162456421565,,,
4,Left-Lateral-Ventricle,,,,,,AGFV109,0.038238056292191396,-0.017563786295896076,,,
4,Left-Lateral-Ventricle,,,,,,AGFV110,0.0490234540723964,0.030868456467409818,,,
4,Left-Lateral-Ventricle,,,,,,AGFV111,0.029437699514693317,0.01598341966778534,,,
4,Left-Lateral-Ventricle,,,,,,AGFV112,0.05823249721807011,0.036557009680330425,,,
4,Left-Lateral-Ventricle,,,,,,AGFV113,0.049268228732543426,0.029564815336704582,,,
4,Left-Lateral-Ventricle,,,,,,AGFV114,0.05737080441489404,0.031369493214300326,,,
4,Left-Lateral-Ventricle,,,,,,AGFV115,0.07677604628531313,0.03551933235226415,,,
