Split group,Region label,Region name,hemisphere,acronyms,subcortex,RSN,BraakStage,"Subjects, n",Mean mask voxels in 64^3,Baseline AUC,Ablated AUC,Delta AUC,Baseline balanced accuracy,Ablated balanced accuracy,Delta balanced accuracy,Baseline accuracy,Ablated accuracy,Delta accuracy,Baseline F1,Ablated F1,Delta F1,Mean absolute probability change,Median absolute probability change,Mean signed probability change,"Prediction changed, n","Prediction changed, fraction",Mean AGFV L2 change,Mean AGFV absolute change,Mean top AGFV absolute delta,MNI.x,MNI.y,MNI.z,Region ablation score
Heldout,13,Left-Pallidum,L,Pall,1.0,Subcortical,,362,76.0,0.9060267307218526,0.90290096082779,0.0031257698940625467,0.8276361172702636,0.8245873367824588,0.0030487804878048808,0.8314917127071824,0.8287292817679558,0.002762430939226568,0.8087774294670846,0.8050314465408805,0.0037459829262040945,0.007723344576117989,2.1070241928100586e-05,-0.002752042299609899,3,0.008287292817679558,0.21108773140524878,0.015327792627320789,0.047124857134417275,-19.83226,-3.87881100000001,-3.32515799999999,0.030054416867074163
Validation,13,Left-Pallidum,L,Pall,1.0,Subcortical,,181,76.0,0.9307711258930772,0.9284306479428431,0.0023404779502340656,0.8397388519339739,0.8386917960088691,0.0010470559251047895,0.8453038674033149,0.8453038674033149,0.0,0.8205128205128205,0.8181818181818182,0.002331002331002252,0.007179317483935732,1.5151221305131912e-05,-0.003603587814642744,2,0.011049723756906077,0.18336274461352486,0.013317735389438432,0.04029386410314734,-19.83226,-3.87881100000001,-3.32515799999999,0.024989559124403628
Test,13,Left-Pallidum,L,Pall,1.0,Subcortical,,181,76.0,0.8814363143631436,0.8775560482877556,0.0038802660753880502,0.8155333826065534,0.8104828775560483,0.005050505050505083,0.8176795580110497,0.8121546961325967,0.0055248618784530246,0.7975460122699386,0.7926829268292683,0.004863085440670267,0.008267371668300248,2.9271934181451797e-05,-0.0019004967845770535,1,0.0055248618784530384,0.23881271819697272,0.017337849865203148,0.053955850165687214,-19.83226,-3.87881100000001,-3.32515799999999,0.03508847884724183
Heldout,14,3rd-Ventricle,,,,,,362,9.0,0.9060267307218526,0.9056725794530673,0.00035415126878524106,0.8276361172702636,0.8306848977580685,-0.0030487804878048808,0.8314917127071824,0.8342541436464088,-0.0027624309392264568,0.8087774294670846,0.8125,-0.003722570532915359,0.006286541033453869,1.636054366827011e-05,-0.0023841611161128265,3,0.008287292817679558,0.13289041582042177,0.009587123281436906,0.030169113688376728,,,,0.01400776437763909
Validation,14,3rd-Ventricle,,,,,,181,9.0,0.9307711258930772,0.9264597191426459,0.00431140675043129,0.8397388519339739,0.8397388519339739,0.0,0.8453038674033149,0.8453038674033149,0.0,0.8205128205128205,0.8205128205128205,0.0,0.00528918828516787,1.3947486877441406e-05,-0.0003770473927712243,2,0.011049723756906077,0.13374632255570418,0.009679210618124164,0.02998739666207719,,,,0.02038477802941393
Test,14,3rd-Ventricle,,,,,,181,9.0,0.8814363143631436,0.8853165804385317,-0.0038802660753880502,0.8155333826065534,0.8216309435821632,-0.0060975609756097615,0.8176795580110497,0.8232044198895028,-0.0055248618784530246,0.7975460122699386,0.8048780487804879,-0.007332036510549256,0.007283893781739869,2.0563602447509766e-05,-0.004391274839454428,1,0.0055248618784530384,0.13203450908513936,0.009495035944749647,0.03035083071467626,,,,0.007353588863337008
Heldout,15,4th-Ventricle,,,,,,362,39.0,0.9060267307218526,0.9067812269031781,-0.0007544961813255036,0.8276361172702636,0.8292067011579207,-0.0015705838876570732,0.8314917127071824,0.8314917127071824,0.0,0.8087774294670846,0.8123076923076923,-0.0035302628406076453,0.015111023064918858,6.261467933654785e-05,-0.01452737422634266,6,0.016574585635359115,0.36993502252362154,0.02666558519691404,0.08543463440313524,,,,0.04110898675638623
Validation,15,4th-Ventricle,,,,,,181,39.0,0.9307711258930772,0.9316334072431633,-0.000862281350086147,0.8397388519339739,0.8407859078590786,-0.0010470559251046785,0.8453038674033149,0.8453038674033149,0.0,0.8205128205128205,0.8227848101265823,-0.002271989613761849,0.012297959797578292,5.1588285714387894e-05,-0.012000162653542685,2,0.011049723756906077,0.3153350022377045,0.02274187469568093,0.07271445384094728,,,,0.034235469593759005
Test,15,4th-Ventricle,,,,,,181,39.0,0.8814363143631436,0.8829761024882976,-0.0015397881251539847,0.8155333826065534,0.8176274944567627,-0.002094111850209357,0.8176795580110497,0.8176795580110497,0.0,0.7975460122699386,0.8023952095808383,-0.004849197310899722,0.01792408633225942,7.230043411254883e-05,-0.017054585799142635,4,0.022099447513812154,0.4245350428095386,0.030589295698147143,0.09815481496532319,,,,0.04708942680642444
Heldout,16,Brain-Stem,,,,,,362,878.0,0.9060267307218526,0.8992978566149298,0.0067288741069228,0.8276361172702636,0.8021988174427199,0.025437299827543725,0.8314917127071824,0.8093922651933702,0.02209944751381221,0.8087774294670846,0.7752442996742671,0.03353312979281753,0.038647965495912,0.00012193014845252037,0.03143424750048441,12,0.03314917127071823,1.0572768946670932,0.0767995625070569,0.23932972815896267,,,,0.15092861906450725
Validation,16,Brain-Stem,,,,,,181,878.0,0.9307711258930772,0.9283074648928307,0.002463661000246531,0.8397388519339739,0.8203991130820398,0.019339738851934074,0.8453038674033149,0.8287292817679558,0.016574585635359074,0.8205128205128205,0.7947019867549668,0.025810833757853646,0.03521372463801124,8.4693543612957e-05,0.02632816709598619,5,0.027624309392265192,0.9823502105794518,0.07141430741298213,0.22293406498530952,,,,0.1311938628424005
Test,16,Brain-Stem,,,,,,181,878.0,0.8814363143631436,0.8710273466371027,0.01040896772604094,0.8155333826065534,0.7839985218033998,0.0315348608031536,0.8176795580110497,0.7900552486187845,0.027624309392265234,0.7975460122699386,0.7564102564102564,0.04113575585968221,0.042082206353812754,0.00014438247308135033,0.03654032790498263,7,0.03867403314917127,1.1322035787547347,0.08218481760113165,0.2557253913326158,,,,0.17007825579905606
Heldout,17,Left-Hippocampus,L,Hipp,1.0,Subcortical,2.0,362,164.0,0.9060267307218526,0.8854397634885439,0.020586967233308662,0.8276361172702636,0.7766691303276669,0.050966986942596715,0.8314917127071824,0.7900552486187845,0.04143646408839785,0.8087774294670846,0.7323943661971831,0.07638306326990152,0.09791462056632076,0.00019601895473897457,0.09547698273302895,35,0.09668508287292818,2.2312856241156998,0.16280268446581878,0.4987105107686138,-26.408388,-23.61168,-13.447874,0.3419397674953377
Validation,17,Left-Hippocampus,L,Hipp,1.0,Subcortical,2.0,181,164.0,0.9307711258930772,0.9108154717910815,0.019955654101995735,0.8397388519339739,0.7928677014042869,0.046871150529687045,0.8453038674033149,0.8066298342541437,0.03867403314917117,0.8205128205128205,0.75177304964539,0.06873977086743044,0.09137799295221162,0.00015730969607830048,0.08772076046588259,15,0.08287292817679558,2.1860729142173208,0.1593479236338007,0.48903125355750815,-26.408388,-23.61168,-13.447874,0.32584001403537466
Test,17,Left-Hippocampus,L,Hipp,1.0,Subcortical,2.0,181,164.0,0.8814363143631436,0.8605567873860556,0.02087952697708806,0.8155333826065534,0.760470559251047,0.055062823355506385,0.8176795580110497,0.7734806629834254,0.04419889502762431,0.7975460122699386,0.7132867132867133,0.08425929898322526,0.1044512481804299,0.00024131499230861664,0.1032332050001753,20,0.11049723756906077,2.2764983340140783,0.16625744529783684,0.5083897679797194,-26.408388,-23.61168,-13.447874,0.35770076756776725
Heldout,18,Left-Amygdala,L,Amy,1.0,Subcortical,3.0,362,57.0,0.9060267307218526,0.9023312392214831,0.003695491500369519,0.8276361172702636,0.8077728504557773,0.019863266814486358,0.8314917127071824,0.8149171270718232,0.016574585635359185,0.8087774294670846,0.7817589576547231,0.0270184718123615,0.033462910869194826,6.642192602157593e-05,0.03177893972693227,14,0.03867403314917127,0.7469236107428303,0.05412716623043541,0.16938344535330382,-22.828484,-3.84904800000001,-20.793736,0.11501623872940324
Validation,18,Left-Amygdala,L,Amy,1.0,Subcortical,3.0,181,57.0,0.9307711258930772,0.9292313377679231,0.0015397881251540957,0.8397388519339739,0.8203991130820398,0.019339738851934074,0.8453038674033149,0.8287292817679558,0.016574585635359074,0.8205128205128205,0.7947019867549668,0.025810833757853646,0.03188406223770828,4.494190216064453e-05,0.03071131496510124,5,0.027624309392265192,0.7861647522578644,0.05712464097430621,0.17706527630927155,-22.828484,-3.84904800000001,-20.793736,0.11265066112832918
Test,18,Left-Amygdala,L,Amy,1.0,Subcortical,3.0,181,57.0,0.8814363143631436,0.8753387533875338,0.0060975609756098725,0.8155333826065534,0.7951465878295146,0.020386794777038753,0.8176795580110497,0.8011049723756906,0.016574585635359185,0.7975460122699386,0.7692307692307693,0.028315243039169324,0.03504175950068136,9.328778833150864e-05,0.03284656448876331,9,0.049723756906077346,0.7076824692277963,0.05112969148656461,0.1617016143973361,-22.828484,-3.84904800000001,-20.793736,0.11762818243050234
Heldout,24,CSF,,,,,,362,40.0,0.9060267307218526,0.9030241438778025,0.0030025868440500814,0.8276361172702636,0.8240638088199064,0.0035723084503572755,0.8314917127071824,0.8287292817679558,0.002762430939226568,0.8087774294670846,0.8037974683544303,0.0049799611126543075,0.013532100255647416,4.5176828280091286e-05,0.012944099971849615,3,0.008287292817679558,0.33591577306695963,0.024309687664377303,0.07631977623873983,,,,0.04524541249620004
Validation,24,CSF,,,,,,181,40.0,0.9307711258930772,0.9302783936930279,0.0004927322000493062,0.8397388519339739,0.8275437299827544,0.012195121951219523,0.8453038674033149,0.8342541436464088,0.011049723756906049,0.8205128205128205,0.8051948051948052,0.015318015318015243,0.01574323859930203,4.467647522687912e-05,0.015200338943845988,2,0.011049723756906077,0.3486164159820678,0.02518539165226403,0.07856793448493625,,,,0.054721456778525496
Test,24,CSF,,,,,,181,40.0,0.8814363143631436,0.8775560482877556,0.0038802660753880502,0.8155333826065534,0.8205838876570584,-0.005050505050504972,0.8176795580110497,0.8232044198895028,-0.0055248618784530246,0.7975460122699386,0.8024691358024691,-0.004923123532530549,0.011320961911992803,4.887580871582031e-05,0.010687860999853242,1,0.0055248618784530384,0.3232151301518515,0.023433983676490574,0.07407161799254339,,,,0.03413719280121176
Heldout,26,Left-Accumbens-area,L,Accu,1.0,Subcortical,,362,32.0,0.9060267307218526,0.9045485341217049,0.0014781966001476965,0.8276361172702636,0.8296378418329637,-0.0020017245627000912,0.8314917127071824,0.8342541436464088,-0.0027624309392264568,0.8087774294670846,0.810126582278481,-0.0013491528113963591,0.0054643523354515515,1.2268777936697006e-05,0.0041435091107960235,5,0.013812154696132596,0.14946288677021374,0.010803228564247185,0.033474537507934464,-9.296836,10.51656,-9.05611200000001,0.0171252684067596
Validation,26,Left-Accumbens-area,L,Accu,1.0,Subcortical,,181,32.0,0.9307711258930772,0.9307711258930771,1.1102230246251565e-16,0.8397388519339739,0.8386917960088691,0.0010470559251047895,0.8453038674033149,0.8453038674033149,0.0,0.8205128205128205,0.8181818181818182,0.002331002331002252,0.003777039270765709,9.922310709953308e-06,0.003367489674617408,2,0.011049723756906077,0.13175703530839467,0.00954957662738129,0.02935796344230847,-9.296836,10.51656,-9.05611200000001,0.015478644198942508
Test,26,Left-Accumbens-area,L,Accu,1.0,Subcortical,,181,32.0,0.8814363143631436,0.8797117516629712,0.001724562700172405,0.8155333826065534,0.8205838876570584,-0.005050505050504972,0.8176795580110497,0.8232044198895028,-0.0055248618784530246,0.7975460122699386,0.8024691358024691,-0.004923123532530549,0.007151665400137394,1.6808509826660156e-05,0.0049195285469746395,3,0.016574585635359115,0.1671687382320328,0.01205688050111308,0.03759111157356046,-9.296836,10.51656,-9.05611200000001,0.01754006211445382
Heldout,28,Left-VentralDC,,,,,,362,152.0,0.9060267307218526,0.8982815964523282,0.00774513426952439,0.8276361172702636,0.8118686868686869,0.0157674304015768,0.8314917127071824,0.8176795580110497,0.013812154696132617,0.8087774294670846,0.7884615384615384,0.020315891005546205,0.0189295899423961,4.13781963288784e-05,0.014503858158961762,9,0.024861878453038673,0.4245592804882259,0.030730369981511456,0.09602960900439578,,,,0.07565871244031261
Validation,28,Left-VentralDC,,,,,,181,152.0,0.9307711258930772,0.9226410445922639,0.008130081300813274,0.8397388519339739,0.8214461690071446,0.018292682926829285,0.8453038674033149,0.8287292817679558,0.016574585635359074,0.8205128205128205,0.7973856209150327,0.02312719959778775,0.012227783543032012,3.515463322401047e-05,0.007526443152076138,5,0.027624309392265192,0.35582129131084134,0.025721442994233273,0.08027312564998042,,,,0.06713442170413436
Test,28,Left-VentralDC,,,,,,181,152.0,0.8814363143631436,0.8743532889874355,0.007083025375708152,0.8155333826065534,0.8022912047302291,0.013242177876324313,0.8176795580110497,0.8066298342541437,0.011049723756906049,0.7975460122699386,0.779874213836478,0.01767179843346056,0.025631396341760183,4.547834396362305e-05,0.021481273165847387,4,0.022099447513812154,0.4932972696656104,0.035739296968789636,0.11178609235881112,,,,0.0839058413139635
Heldout,30,Left-vessel,,,,,,362,3.0,0.9060267307218526,0.9060421286031043,-1.539788125171082e-05,0.8276361172702636,0.8276361172702636,0.0,0.8314917127071824,0.8314917127071824,0.0,0.8087774294670846,0.8087774294670846,0.0,0.003022743126593571,6.7730434238910675e-06,0.001628963451688461,0,0.0,0.06913168258228254,0.00499759344388898,0.015651169567476978,,,,0.00800493868923084
Validation,30,Left-vessel,,,,,,181,3.0,0.9307711258930772,0.931140675043114,-0.00036954915003684086,0.8397388519339739,0.8397388519339739,0.0,0.8453038674033149,0.8453038674033149,0.0,0.8205128205128205,0.8205128205128205,0.0,0.0024490319372499516,4.789792001247406e-06,0.0013643816880140845,0,0.0,0.06312988793479989,0.004576530950549136,0.014087484562923896,,,,0.006656013737762246
Test,30,Left-vessel,,,,,,181,3.0,0.8814363143631436,0.8817442719881745,-0.00030795762503088575,0.8155333826065534,0.8155333826065534,0.0,0.8176795580110497,0.8176795580110497,0.0,0.7975460122699386,0.7975460122699386,0.0,0.003596454315937191,7.927417755126953e-06,0.0018935452153628373,0,0.0,0.0751334772297652,0.0054186559372288255,0.017214854572030064,,,,0.00870715262813513
Heldout,31,Left-choroid-plexus,,,,,,362,75.0,0.9060267307218526,0.903270509977827,0.002756220744025595,0.8276361172702636,0.808819906380882,0.01881621088938168,0.8314917127071824,0.8149171270718232,0.016574585635359185,0.8087774294670846,0.7845659163987139,0.02421151306837077,0.021979603284805273,5.5388081818819046e-05,0.02126754886336954,8,0.022099447513812154,0.6026804839361856,0.04370461378298965,0.1357764721493036,,,,0.08946659345258341
Validation,31,Left-choroid-plexus,,,,,,181,75.0,0.9307711258930772,0.9242424242424242,0.0065287016506530016,0.8397388519339739,0.8092510470559251,0.030487804878048808,0.8453038674033149,0.8176795580110497,0.027624309392265123,0.8205128205128205,0.7814569536423841,0.039055866870436384,0.024752134786537996,4.431232810020447e-05,0.024402057330088062,5,0.027624309392265192,0.7124940871379405,0.05189225247653345,0.15884224039332642,,,,0.11642332473099978
Test,31,Left-choroid-plexus,,,,,,181,75.0,0.8814363143631436,0.8833456516383346,-0.0019093372751909365,0.8155333826065534,0.8083887657058388,0.007144616900714551,0.8176795580110497,0.8121546961325967,0.0055248618784530246,0.7975460122699386,0.7875,0.01004601226993862,0.019207071783072547,6.338488310575485e-05,0.018133040396651017,3,0.016574585635359115,0.4928668807344305,0.035516975089445846,0.11271070390528078,,,,0.06161678506157792
Heldout,41,Right-Cerebral-White-Matter,,,,,,362,8756.0,0.9060267307218526,0.8857477211135748,0.020279009608277776,0.8276361172702636,0.8181510224193151,0.009485094850948506,0.8314917127071824,0.8176795580110497,0.013812154696132617,0.8087774294670846,0.8035714285714286,0.005206000895656038,0.05107361572352109,0.0002360353246331215,-0.04864353162895126,17,0.04696132596685083,1.3450219265303642,0.0975743346192838,0.3014797371251313,,,,0.18310818739871626
Validation,41,Right-Cerebral-White-Matter,,,,,,181,8756.0,0.9307711258930772,0.896649421039665,0.03412170485341215,0.8397388519339739,0.8338260655333826,0.005912786400591341,0.8453038674033149,0.8342541436464088,0.011049723756906049,0.8205128205128205,0.8192771084337349,0.0012357120790855713,0.05578952504435132,0.00014573335647583008,-0.05519193133020269,10,0.055248618784530384,1.5300804553604916,0.11123065481950319,0.3378559037713715,,,,0.21257953299631105
Test,41,Right-Cerebral-White-Matter,,,,,,181,8756.0,0.8814363143631436,0.8737373737373737,0.007698940625769923,0.8155333826065534,0.8024759793052476,0.013057403301305781,0.8176795580110497,0.8011049723756906,0.016574585635359185,0.7975460122699386,0.788235294117647,0.009310718152291564,0.046357706402690865,0.0002772589214146137,-0.04209513192769984,7,0.03867403314917127,1.1599633977002366,0.08391801441906442,0.26510357047889116,,,,0.1548994680637481
Heldout,43,Right-Lateral-Ventricle,,,,,,362,215.0,0.9060267307218526,0.9073663463907367,-0.0013396156688840755,0.8276361172702636,0.8306848977580685,-0.0030487804878048808,0.8314917127071824,0.8342541436464088,-0.0027624309392264568,0.8087774294670846,0.8125,-0.003722570532915359,0.012556809040547982,5.0187576562166214e-05,-0.00918679614294094,5,0.013812154696132596,0.375361480795166,0.027180972982304766,0.08493815793640376,,,,0.036730601335777054
Validation,43,Right-Lateral-Ventricle,,,,,,181,215.0,0.9307711258930772,0.9268292682926829,0.003941857600394338,0.8397388519339739,0.8346883468834688,0.005050505050505083,0.8453038674033149,0.8397790055248618,0.0055248618784530246,0.8205128205128205,0.8152866242038217,0.005226196308998787,0.01157038152289901,4.9114227294921875e-05,-0.007695738954253454,1,0.0055248618784530384,0.36116544033004516,0.026141970958985204,0.08171030140137145,,,,0.04725720132062894
Test,43,Right-Lateral-Ventricle,,,,,,181,215.0,0.8814363143631436,0.8885193397388519,-0.007083025375708263,0.8155333826065534,0.8266814486326681,-0.011148066026114734,0.8176795580110497,0.8287292817679558,-0.011049723756906049,0.7975460122699386,0.8098159509202454,-0.012269938650306789,0.013543236558196952,5.078315734863281e-05,-0.010677853331628425,4,0.022099447513812154,0.38955752126028687,0.028219975005624332,0.08816601447143607,,,,0.025742064913379503
Heldout,44,Right-Inf-Lat-Vent,,,,,,362,13.0,0.9060267307218526,0.9065040650406504,-0.0004773343187978174,0.8276361172702636,0.8276361172702636,0.0,0.8314917127071824,0.8314917127071824,0.0,0.8087774294670846,0.8087774294670846,0.0,0.0032088287439691263,1.018773764371872e-05,0.0025344114732614702,0,0.0,0.09064697334466493,0.006552236844203113,0.020543743079291524,,,,0.009283731269374422
Validation,44,Right-Inf-Lat-Vent,,,,,,181,13.0,0.9307711258930772,0.9312638580931264,-0.0004927322000491952,0.8397388519339739,0.8397388519339739,0.0,0.8453038674033149,0.8453038674033149,0.0,0.8205128205128205,0.8205128205128205,0.0,0.003543424304286584,7.3909759521484375e-06,0.0028401005894810125,0,0.0,0.10097776151915692,0.007317338969564266,0.022503179883923977,,,,0.010368031073801656
Test,44,Right-Inf-Lat-Vent,,,,,,181,13.0,0.8814363143631436,0.8822370041882237,-0.0008006898250800809,0.8155333826065534,0.8155333826065534,0.0,0.8176795580110497,0.8176795580110497,0.0,0.7975460122699386,0.7975460122699386,0.0,0.0028742331836516684,1.621246337890625e-05,0.002228722357041928,0,0.0,0.08031618517017293,0.005787134718841961,0.018584306274659068,,,,0.007860678077413549
Heldout,46,Right-Cerebellum-White-Matter,,,,,,362,795.0,0.9060267307218526,0.8996366100024636,0.0063901207193889364,0.8276361172702636,0.8251108647450112,0.002525252525252486,0.8314917127071824,0.8287292817679558,0.002762430939226568,0.8087774294670846,0.80625,0.0025274294670846187,0.00813857220288222,3.135204315185547e-05,0.003000456212057593,3,0.008287292817679558,0.2378423219039851,0.017157904915826767,0.05354321786094436,,,,0.035040579645118364
Validation,46,Right-Cerebellum-White-Matter,,,,,,181,795.0,0.9307711258930772,0.9223946784922394,0.008376447400837761,0.8397388519339739,0.8346883468834688,0.005050505050505083,0.8453038674033149,0.8397790055248618,0.0055248618784530246,0.8205128205128205,0.8152866242038217,0.005226196308998787,0.007646928049973856,2.7190428227186203e-05,0.001615769366183169,1,0.0055248618784530384,0.2134874761966443,0.015351145134310016,0.04777070344811645,,,,0.03697751182347202
Test,46,Right-Cerebellum-White-Matter,,,,,,181,795.0,0.8814363143631436,0.8780487804878049,0.003387533875338744,0.8155333826065534,0.8155333826065534,0.0,0.8176795580110497,0.8176795580110497,0.0,0.7975460122699386,0.7975460122699386,0.0,0.008630216355790584,4.432443529367447e-05,0.004385143057932017,2,0.011049723756906077,0.2621971676113259,0.018964664697343515,0.05931573227377228,,,,0.03208738730416345
Heldout,47,Right-Cerebellum-Cortex,R,Cerebell,,Cerebellum,,362,1932.0,0.9060267307218526,0.9069660014781966,-0.000939270756344035,0.8276361172702636,0.8281596452328159,-0.0005235279625522837,0.8314917127071824,0.8314917127071824,0.0,0.8087774294670846,0.8099688473520249,-0.0011914178849402601,0.016353840988582176,7.206201553344727e-05,-0.003291880791667252,6,0.016574585635359115,0.4443154437673273,0.03215163953701042,0.09986877671406907,23.79782,-62.115081,-36.420925,0.04870014037023219
Validation,47,Right-Cerebellum-Cortex,R,Cerebell,,Cerebellum,,181,1932.0,0.9307711258930772,0.9285538309928554,0.0022172949002218223,0.8397388519339739,0.8296378418329637,0.010101010101010166,0.8453038674033149,0.8342541436464088,0.011049723756906049,0.8205128205128205,0.810126582278481,0.010386238234339484,0.017391797824047546,6.532669067382812e-05,-0.008295025450090018,4,0.022099447513812154,0.41812216575149425,0.030201483913600825,0.09429784353760724,23.79782,-62.115081,-36.420925,0.062121531490261575
Test,47,Right-Cerebellum-Cortex,R,Cerebell,,Cerebellum,,181,1932.0,0.8814363143631436,0.8833456516383345,-0.0019093372751908255,0.8155333826065534,0.8266814486326681,-0.011148066026114734,0.8176795580110497,0.8287292817679558,-0.011049723756906049,0.7975460122699386,0.8098159509202454,-0.012269938650306789,0.015315884153116802,7.575750350952148e-05,0.0017112638667555146,2,0.011049723756906077,0.47050872178316033,0.034101795160420015,0.10543970989053092,23.79782,-62.115081,-36.420925,0.03746524838792187
Heldout,49,Right-Thalamus-Proper,R,Th,1.0,Subcortical,,362,400.0,0.9060267307218526,0.9002217294900222,0.0058050012318303645,0.8276361172702636,0.8204915003695492,0.00714461690071444,0.8314917127071824,0.8259668508287292,0.005524861878453136,0.8087774294670846,0.7987220447284346,0.010055384738650086,0.02048780367251753,7.724761962890625e-05,0.01820526811299403,6,0.016574585635359115,0.5562388885352061,0.04026313438760413,0.12623247697702428,9.390652,-18.661101,4.48351299999999,0.07535801475620238
Validation,49,Right-Thalamus-Proper,R,Th,1.0,Subcortical,,181,400.0,0.9307711258930772,0.9283074648928307,0.002463661000246531,0.8397388519339739,0.8214461690071446,0.018292682926829285,0.8453038674033149,0.8287292817679558,0.016574585635359074,0.8205128205128205,0.7973856209150327,0.02312719959778775,0.019349781886381173,5.0902366638183594e-05,0.017352058590796277,3,0.016574585635359115,0.525788915060584,0.03803778861926545,0.11845649988776412,9.390652,-18.661101,4.48351299999999,0.07980137299625835
Test,49,Right-Thalamus-Proper,R,Th,1.0,Subcortical,,181,400.0,0.8814363143631436,0.8750923872875092,0.00634392707563447,0.8155333826065534,0.8195368317319537,-0.0040034491254002935,0.8176795580110497,0.8232044198895028,-0.0055248618784530246,0.7975460122699386,0.8,-0.0024539877300614465,0.021625825458653887,9.429454803466797e-05,0.019058477635191785,3,0.016574585635359115,0.5866888620098281,0.04248848015594281,0.13400845406628445,9.390652,-18.661101,4.48351299999999,0.06811224212836678
Heldout,50,Right-Caudate,R,Cau,1.0,Subcortical,,362,180.0,0.9060267307218526,0.9061653116531164,-0.00013858093126384308,0.8276361172702636,0.8286831731953683,-0.0010470559251046785,0.8314917127071824,0.8314917127071824,0.0,0.8087774294670846,0.8111455108359134,-0.0023680813688287117,0.007615608511780754,2.389657311141491e-05,-0.0070352759276573335,4,0.011049723756906077,0.18074101709454574,0.013021916994655849,0.041403759414978446,12.688444,7.91725799999998,7.65424699999997,0.02055686102575869
Validation,50,Right-Caudate,R,Cau,1.0,Subcortical,,181,180.0,0.9307711258930772,0.9269524513426952,0.003818674550381984,0.8397388519339739,0.8296378418329637,0.010101010101010166,0.8453038674033149,0.8342541436464088,0.011049723756906049,0.8205128205128205,0.810126582278481,0.010386238234339484,0.007049094970487264,2.0682811737060547e-05,-0.006025255104598913,2,0.011049723756906077,0.1855891309151148,0.013369602869967133,0.04217065860471014,12.688444,7.91725799999998,7.65424699999997,0.035443354867537157
Test,50,Right-Caudate,R,Cau,1.0,Subcortical,,181,180.0,0.8814363143631436,0.8843311160384332,-0.002894801675289549,0.8155333826065534,0.8277285045577728,-0.012195121951219412,0.8176795580110497,0.8287292817679558,-0.011049723756906049,0.7975460122699386,0.8121212121212121,-0.014575199851273535,0.008182122053074245,2.6464462280273438e-05,-0.008045296750715754,2,0.011049723756906077,0.17589290327397664,0.012674231119344567,0.040636860225246756,12.688444,7.91725799999998,7.65424699999997,0.006871401921600458
Heldout,51,Right-Putamen,R,Put,1.0,Subcortical,,362,255.0,0.9060267307218526,0.9023158413402317,0.0037108893816208965,0.8276361172702636,0.8245873367824588,0.0030487804878048808,0.8314917127071824,0.8287292817679558,0.002762430939226568,0.8087774294670846,0.8050314465408805,0.0037459829262040945,0.005866971724918781,1.9910745322704315e-05,0.0050134515423245355,1,0.0027624309392265192,0.15690227984051988,0.011341386380845305,0.035633994400171946,25.198652,1.37931899999998,-1.995813,0.024244271069112512
Validation,51,Right-Putamen,R,Put,1.0,Subcortical,,181,255.0,0.9307711258930772,0.9228874106922886,0.007883715200788566,0.8397388519339739,0.8397388519339739,0.0,0.8453038674033149,0.8453038674033149,0.0,0.8205128205128205,0.8205128205128205,0.0,0.0067086421102491205,1.6450881958007812e-05,0.00578557508251532,0,0.0,0.17199099404179075,0.01244919278011889,0.03864808170670304,25.198652,1.37931899999998,-1.995813,0.027041550091156573
Test,51,Right-Putamen,R,Put,1.0,Subcortical,,181,255.0,0.8814363143631436,0.8817442719881744,-0.00030795762503077473,0.8155333826065534,0.8094358216309436,0.0060975609756097615,0.8176795580110497,0.8121546961325967,0.0055248618784530246,0.7975460122699386,0.7901234567901234,0.007422555479815185,0.005025301339588442,2.3938249796628952e-05,0.0042413280021337514,1,0.0055248618784530384,0.141813565639249,0.010233579981571723,0.03261990709364085,25.198652,1.37931899999998,-1.995813,0.021600970859584456
Heldout,52,Right-Pallidum,R,Pall,1.0,Subcortical,,362,80.0,0.9060267307218526,0.9060421286031042,-1.53978812515998e-05,0.8276361172702636,0.8306848977580685,-0.0030487804878048808,0.8314917127071824,0.8342541436464088,-0.0027624309392264568,0.8087774294670846,0.8125,-0.003722570532915359,0.003213823537563504,7.71298073232174e-06,0.001320067385355659,1,0.0027624309392265192,0.08020773358985225,0.005789062778950406,0.018413455570271003,19.478588,-3.561339,-2.65556200000003,0.0062149510413800815
Validation,52,Right-Pallidum,R,Pall,1.0,Subcortical,,181,80.0,0.9307711258930772,0.9304015767430402,0.0003695491500369519,0.8397388519339739,0.8397388519339739,0.0,0.8453038674033149,0.8453038674033149,0.0,0.8205128205128205,0.8205128205128205,0.0,0.0031889251134878034,5.900859832763672e-06,0.0017343360997571801,0,0.0,0.07263206325931917,0.0052209041503937246,0.016816566476999726,19.478588,-3.561339,-2.65556200000003,0.00877937841391848
Test,52,Right-Pallidum,R,Pall,1.0,Subcortical,,181,80.0,0.8814363143631436,0.8826065533382607,-0.0011702389751170328,0.8155333826065534,0.8216309435821632,-0.0060975609756097615,0.8176795580110497,0.8232044198895028,-0.0055248618784530246,0.7975460122699386,0.8048780487804879,-0.007332036510549256,0.003238721961639204,1.0073184967041016e-05,0.0009057986709541379,1,0.0055248618784530384,0.08778340392038535,0.0063572214075070885,0.02001034466354228,19.478588,-3.561339,-2.65556200000003,0.0028806296062648023
