Split group,Region label,Region name,hemisphere,acronyms,subcortex,RSN,BraakStage,"Subjects, n",Mean mask voxels in 64^3,Baseline AUC,Ablated AUC,Delta AUC,Baseline balanced accuracy,Ablated balanced accuracy,Delta balanced accuracy,Baseline accuracy,Ablated accuracy,Delta accuracy,Baseline F1,Ablated F1,Delta F1,Mean absolute probability change,Median absolute probability change,Mean signed probability change,"Prediction changed, n","Prediction changed, fraction",Mean AGFV L2 change,Mean AGFV absolute change,Mean top AGFV absolute delta,MNI.x,MNI.y,MNI.z,Region ablation score
Validation,7,Left-Cerebellum-White-Matter,,,,,,181,867.0,0.9307711258930772,0.9283074648928307,0.002463661000246531,0.8397388519339739,0.8407859078590786,-0.0010470559251046785,0.8453038674033149,0.8453038674033149,0.0,0.8205128205128205,0.8227848101265823,-0.002271989613761849,0.011723147970186906,9.111780673265457e-05,-0.007881363398441787,2,0.011049723756906077,0.5092527855558125,0.03688272998992415,0.11410094690586321,,,,0.05112745541094352
Test,7,Left-Cerebellum-White-Matter,,,,,,181,867.0,0.8814363143631436,0.8951712244395171,-0.013734910076373508,0.8155333826065534,0.811529933481153,0.0040034491254004045,0.8176795580110497,0.8121546961325967,0.0055248618784530246,0.7975460122699386,0.7951807228915663,0.002365289378372326,0.01796434787539405,8.977344259619713e-05,-0.011314809962963038,3,0.016574585635359115,0.5080320839126959,0.03676443219407415,0.11671437323093414,,,,0.04665477768203101
Heldout,8,Left-Cerebellum-Cortex,L,Cerebell,,Cerebellum,,362,1901.0,0.9060267307218526,0.8965570337521557,0.009469696969696906,0.8276361172702636,0.8358277900960828,-0.008191672825819118,0.8314917127071824,0.8370165745856354,-0.0055248618784530246,0.8087774294670846,0.8206686930091185,-0.011891263542033848,0.029513262194267458,0.00013295374810695648,-0.025968284001419557,10,0.027624309392265192,0.782017867767782,0.05646887475345541,0.177106155509654,-25.289668,-62.60121,-35.09158,0.09002259203082717
Validation,8,Left-Cerebellum-Cortex,L,Cerebell,,Cerebellum,,181,1901.0,0.9307711258930772,0.9207932988420793,0.009977827050997923,0.8397388519339739,0.852981029810298,-0.01324217787632409,0.8453038674033149,0.856353591160221,-0.01104972375690616,0.8205128205128205,0.8375,-0.016987179487179538,0.023132823816711567,0.00012294109910726547,-0.016993792174456034,4,0.022099447513812154,0.6477400517677734,0.04664028841791191,0.14656652754059482,-25.289668,-62.60121,-35.09158,0.06871870616067852
Test,8,Left-Cerebellum-Cortex,L,Cerebell,,Cerebellum,,181,1901.0,0.8814363143631436,0.8732446415373244,0.00819167282581923,0.8155333826065534,0.8186745503818674,-0.0031411677753140355,0.8176795580110497,0.8176795580110497,0.0,0.7975460122699386,0.8047337278106509,-0.007187715540712292,0.03589370057182335,0.0001543150283396244,-0.03494277582838308,6,0.03314917127071823,0.9162956837677906,0.06629746108899891,0.20764578347871318,-25.289668,-62.60121,-35.09158,0.11055658383839928
Heldout,10,Left-Thalamus-Proper,L,Th,1.0,Subcortical,,362,404.0,0.9060267307218526,0.8985587583148559,0.0074679724069967035,0.8276361172702636,0.8210150283321015,0.006621088938162156,0.8314917127071824,0.8259668508287292,0.005524861878453136,0.8087774294670846,0.8,0.008777429467084596,0.017352502310689723,4.833284765481949e-05,0.014283837916494157,6,0.016574585635359115,0.4448598157234994,0.0323027401731783,0.100206325715665,-12.604356,-19.633359,4.65091200000001,0.06540176239256279
Validation,10,Left-Thalamus-Proper,L,Th,1.0,Subcortical,,181,404.0,0.9307711258930772,0.9259669869425967,0.0048041389504804854,0.8397388519339739,0.8214461690071446,0.018292682926829285,0.8453038674033149,0.8287292817679558,0.016574585635359074,0.8205128205128205,0.7973856209150327,0.02312719959778775,0.015865108021406345,4.435097798705101e-05,0.012180613937854603,5,0.027624309392265192,0.37939298509115876,0.02745405911742607,0.0857403971954604,-12.604356,-19.633359,4.65091200000001,0.0691784199553687
Test,10,Left-Thalamus-Proper,L,Th,1.0,Subcortical,,181,404.0,0.8814363143631436,0.8729982754372998,0.008438038925843827,0.8155333826065534,0.8205838876570584,-0.005050505050504972,0.8176795580110497,0.8232044198895028,-0.0055248618784530246,0.7975460122699386,0.8024691358024691,-0.004923123532530549,0.018839896599973104,6.427150219678879e-05,0.01638706189513371,1,0.0055248618784530384,0.51032664635584,0.03715142122893054,0.11467225423586962,-12.604356,-19.633359,4.65091200000001,0.0599313378920878
Heldout,11,Left-Caudate,L,Cau,1.0,Subcortical,,362,158.0,0.9060267307218526,0.9072431633407243,-0.0012164326188717212,0.8276361172702636,0.8276361172702636,0.0,0.8314917127071824,0.8314917127071824,0.0,0.8087774294670846,0.8087774294670846,0.0,0.0057337686023289,2.1818093955516815e-05,-0.00019506341134563335,6,0.016574585635359115,0.13788964506045745,0.009911341565334398,0.03148170679972317,-13.46042,6.607686,8.33368999999999,0.01608613611232749
Validation,11,Left-Caudate,L,Cau,1.0,Subcortical,,181,158.0,0.9307711258930772,0.9320029563932003,-0.001231830500123099,0.8397388519339739,0.8397388519339739,0.0,0.8453038674033149,0.8453038674033149,0.0,0.8205128205128205,0.8205128205128205,0.0,0.006288207766409573,1.823902130126953e-05,-0.000663621070696998,4,0.022099447513812154,0.14357239454830303,0.010314090376962954,0.03259719239331741,-13.46042,6.607686,8.33368999999999,0.017580412394630644
Test,11,Left-Caudate,L,Cau,1.0,Subcortical,,181,158.0,0.8814363143631436,0.8822370041882237,-0.0008006898250800809,0.8155333826065534,0.8155333826065534,0.0,0.8176795580110497,0.8176795580110497,0.0,0.7975460122699386,0.7975460122699386,0.0,0.0051793294382482275,2.647610381245613e-05,0.00027349424800573134,2,0.011049723756906077,0.1322068955726119,0.00950859275370584,0.030366221206128925,-13.46042,6.607686,8.33368999999999,0.014992204742564595
Heldout,12,Left-Putamen,L,Put,1.0,Subcortical,,362,245.0,0.9060267307218526,0.9069660014781966,-0.000939270756344035,0.8276361172702636,0.813870411431387,0.013765705838876596,0.8314917127071824,0.8204419889502762,0.01104972375690616,0.8087774294670846,0.7896440129449838,0.019133416522100877,0.025475605446279297,5.703023634850979e-05,0.023739294425548358,10,0.027624309392265192,0.605138586156806,0.04386357195033481,0.13651846663110492,-25.824708,0.0598259999999868,-2.212447,0.08492804341837318
Validation,12,Left-Putamen,L,Put,1.0,Subcortical,,181,245.0,0.9307711258930772,0.9333579699433358,-0.002586844050258552,0.8397388519339739,0.8315471791081548,0.008191672825819118,0.8453038674033149,0.8397790055248618,0.0055248618784530246,0.8205128205128205,0.8079470198675497,0.012565800645270797,0.023551167837904962,4.450138658285141e-05,0.022367767557419465,5,0.027624309392265192,0.642411607762706,0.046720710603291304,0.14445781755101614,-25.824708,0.0598259999999868,-2.212447,0.07863913815598335
Test,12,Left-Putamen,L,Put,1.0,Subcortical,,181,245.0,0.8814363143631436,0.8814979058881497,-6.159152500606613e-05,0.8155333826065534,0.7961936437546193,0.019339738851934074,0.8176795580110497,0.8011049723756906,0.016574585635359185,0.7975460122699386,0.7721518987341772,0.025394113535761376,0.02740004305465363,7.011368870735168e-05,0.02511082129367725,5,0.027624309392265192,0.567865564550906,0.04100643329737831,0.1285791157111937,-25.824708,0.0598259999999868,-2.212447,0.09044705461818647
