config,epoch,train_loss,train_auc,train_balanced_accuracy,validation_auc,validation_balanced_accuracy,generalization_gap,selection_score
mlp_64_do020_wd001_lr0003,18,0.02326222903588239,0.9984491473968353,0.9950054499301384,0.9261933904528764,0.8390860873113015,0.2281751195627958,1.7310532098297586
mlp_64_do020_wd001_lr0003,19,0.023942142177154038,0.9985369315064485,0.9950054499301384,0.9271317829457365,0.8390860873113015,0.22732451117954888,1.732119193580106
mlp_64_do020_wd001_lr0003,20,0.022442305186653837,0.9985735082187872,0.9950054499301384,0.9274581803345573,0.8443492452060384,0.22177153260832994,1.738541695649346
mlp_64_do020_wd001_lr0003,21,0.022666667752406177,0.9986100849311261,0.9950054499301384,0.9278661770705834,0.8443492452060384,0.22140011258464276,1.7390054053889255
mlp_64_do020_wd001_lr0003,22,0.023712885538663936,0.9986686076708681,0.9961265261633223,0.9272133822929417,0.8443492452060384,0.2232325063352103,1.7380777515486987
mlp_64_do020_wd001_lr0003,23,0.021801998510080224,0.9987381034243118,0.9961265261633223,0.9273765809873521,0.8443492452060384,0.22313880339424363,1.738255005684254
mlp_64_do020_wd001_lr0003,24,0.02281375223880305,0.998880752602433,0.9961265261633223,0.9283557731538148,0.8443492452060384,0.22230226040590217,1.7393596792989678
mlp_64_do020_wd001_lr0003,25,0.01995537761489258,0.9989283023284736,0.9972476023965062,0.9276213790289677,0.8457364341085272,0.222818091587485,1.7399350993993723
mlp_64_do020_wd001_lr0003,26,0.02530560894485782,0.9988624642462637,0.9972476023965062,0.9234598123215013,0.8457364341085272,0.22691382021274142,1.735159173398117
mlp_64_do020_wd001_lr0003,27,0.021466443506891236,0.9990563208216592,0.9972476023965062,0.927702978376173,0.8457364341085272,0.22286451073346525,1.7400097358746804
mlp_64_do020_wd001_lr0003,28,0.01800545521409196,0.9990490054791915,0.9972476023965062,0.9247654018767849,0.850999592003264,0.2205316139956488,1.7426852517807017
mlp_64_do020_wd001_lr0003,29,0.019974409164313006,0.9990563208216593,0.9972476023965062,0.9215014279885761,0.850999592003264,0.22380290322632534,1.7389305845078915
mlp_64_do020_wd001_lr0003,30,0.016776747782440746,0.9990599784928932,0.9972476023965062,0.9205222358221135,0.850999592003264,0.22478575306402193,1.7378039648657742
mlp_64_do020_wd001_lr0003,31,0.018278952934505308,0.999155077944974,0.9972476023965062,0.9208486332109344,0.850999592003264,0.2245544551272819,1.738165056945106
mlp_64_do020_wd001_lr0003,32,0.024210246553754106,0.9991002128764659,0.9972476023965062,0.9181558547531621,0.850999592003264,0.227192368516546,1.735076591478944
mlp_64_do020_wd001_lr0003,33,0.017195755067993614,0.999305042465563,0.9972476023965062,0.9233782129742963,0.847123623011016,0.22605080887675688,1.736594214653799
mlp_64_do020_wd001_lr0003,34,0.017025727422579247,0.9992538350682888,0.9972476023965062,0.9172582619339045,0.847123623011016,0.2321195525198746,1.7295639520669392
mlp_64_do020_wd001_lr0003,35,0.016509194447494605,0.999305042465563,0.9972476023965062,0.9189718482252142,0.8523867809057528,0.2251940157311022,1.7375795267713017
mlp_64_do020_wd001_lr0003,36,0.018417626071502182,0.9993635652053051,0.9972476023965062,0.9197062423500613,0.8523867809057528,0.22451814434599726,1.7384153016039146
mlp_64_do020_wd001_lr0003,37,0.01643731158829349,0.9993269884929663,0.9972476023965062,0.9156262749898,0.8523867809057528,0.22856153499391973,1.733728825646465
mlp_64_do020_wd001_lr0003,38,0.016335197560050908,0.9993233308217324,0.9972476023965062,0.9131782945736435,0.8523867809057528,0.2310058577388423,1.73091419681857
mlp_64_do020_wd001_lr0003,39,0.016335052533951754,0.9993489345203695,0.9972476023965062,0.9126886984904121,0.8523867809057528,0.23152105752071084,1.7303473207680584
mlp_64_do020_wd001_lr0003,40,0.01869742583264323,0.9994184302738134,0.9972476023965062,0.9143206854345165,0.8523867809057528,0.2299585663300503,1.7322136813907618
mlp_64_do020_wd001_lr0003,41,0.017288461163201752,0.9994330609587487,0.9972476023965062,0.9110567115463076,0.8523867809057528,0.2332371709031945,1.7284579168165815
mlp_64_do020_wd001_lr0003,42,0.017248112119405586,0.9994440339724504,0.9972476023965062,0.9099959200326396,0.8523867809057528,0.2343089354305642,1.7272363606238077
mlp_64_do020_wd001_lr0003,43,0.01660048746613457,0.9995062143834264,0.9972476023965062,0.91374949000408,0.8523867809057528,0.23061754587009975,1.7315436390293177
mlp_64_do020_wd001_lr0003,44,0.016259379534269956,0.9994732953423215,0.9972476023965062,0.9101591187270501,0.8523867809057528,0.23417499810602482,1.7274196499168992
mlp_64_do020_wd001_lr0003,45,0.017403742024565443,0.9995281604108296,0.9972476023965062,0.9123623011015911,0.8523867809057528,0.2320266807999919,1.7299450798873452
mlp_64_do020_wd001_lr0003,46,0.015798869761912263,0.9995391334245313,0.9972476023965062,0.907874337005304,0.8523867809057528,0.23652561790998072,1.7247822752245596
mlp_64_do020_wd001_lr0003,47,0.013435034067643917,0.9995647371231684,0.9972476023965062,0.9099959200326397,0.8523867809057528,0.23442963858128207,1.7272182551512003
mlp_64_do020_wd001_lr0003,48,0.014801261850687511,0.9995793678081039,0.9972476023965062,0.910077519379845,0.8523867809057528,0.23436266991901222,1.7273098997977459
mlp_64_do020_wd001_lr0003,49,0.014277743956293254,0.9995720524656362,0.9972476023965062,0.9085271317829459,0.8523867809057528,0.23590574217344373,1.7255280513626823
mlp_64_do020_wd001_lr0003,50,0.015110613586490644,0.9995683947944023,0.9972476023965062,0.90640554875561,0.8523867809057528,0.23802366752954573,1.723088779531931
mlp_64_do020_wd001_lr0003,51,0.01341644165051334,0.9995866831505715,0.9972476023965062,0.9104039167686659,0.8523867809057528,0.234043587872659,1.72768415949352
mlp_64_do020_wd001_lr0003,52,0.01817559156402507,0.9995976561642733,0.9972476023965062,0.9129334965320277,0.8523867809057528,0.23152498112299902,1.7305915302693307
mlp_64_do020_wd001_lr0003,53,0.016263454892289114,0.9995391334245313,0.9972476023965062,0.9025703794369646,0.8523867809057528,0.24182957547832007,1.7186827240209694
mlp_64_do020_wd001_lr0003,54,0.013834691305151758,0.9995793678081039,0.9972476023965062,0.908608731130151,0.8523867809057528,0.23583145816870632,1.7256207933105978
mlp_64_do020_wd001_lr0003,55,0.01732774530811345,0.9995757101368701,0.9980632630816612,0.906487148102815,0.8523867809057528,0.23876504420996336,1.7230591723770732
mlp_64_do020_wd001_lr0003,56,0.014764845097327934,0.9996159445204428,0.9972476023965062,0.9135862913096695,0.8523867809057528,0.23089047470152668,1.7313395010101933
mlp_64_do020_wd001_lr0003,57,0.02093750750645995,0.9996525212327815,0.9972476023965062,0.9149734802121583,0.847123623011016,0.23480302040611345,1.7268766501622572
mlp_64_do020_wd001_lr0003,58,0.0157229120240492,0.999637890547846,0.9972476023965062,0.9060791513667891,0.8523867809057528,0.23841956067181036,1.7227029981717705
mlp_64_do020_wd001_lr0003,59,0.015505818581646857,0.9996013138355072,0.9980632630816612,0.902733578131375,0.847123623011016,0.2478073757747774,1.7126860947761744
mlp_64_do020_wd001_lr0003,60,0.015537190675625907,0.9996854402738864,0.9972476023965062,0.9108935128518971,0.847123623011016,0.23891590680747954,1.7221797498417912
mlp_64_do020_wd001_lr0003,61,0.014153975418166202,0.9997110439725235,0.9972476023965062,0.9121175030599755,0.847123623011016,0.23771752029803828,1.7235834980262856
mlp_64_do020_wd001_lr0003,62,0.01329237617114011,0.9997147016437574,0.9972476023965062,0.9095063239494084,0.8418604651162791,0.2455955149745761,1.714527461819501
mlp_64_do020_wd001_lr0003,63,0.015393312965684077,0.9997256746574591,0.9972476023965062,0.9083639330885351,0.8418604651162791,0.2467488788491511,1.7132120663774415
mlp_64_do020_wd001_lr0003,64,0.015115955378860235,0.9997183593149913,0.9980632630816612,0.907955936352509,0.8418604651162791,0.24796522092786433,1.7126216183296084
mlp_64_do020_wd001_lr0003,65,0.013637177413329482,0.999700070958822,0.9980632630816612,0.904936760505916,0.8418604651162791,0.25096610841828804,1.7091523093594518
mlp_64_do020_wd001_lr0003,66,0.014848856926512192,0.9997256746574591,0.9972476023965062,0.9081191350469195,0.8418604651162791,0.24699367689076668,1.7129305486295836
mlp_64_do020_wd001_lr0003,67,0.014586820020614302,0.9997403053423947,0.9980632630816612,0.9100775193798449,0.8418604651162791,0.24586558392793179,1.7150581469069344
mlp_64_do020_wd001_lr0003,68,0.013147799585781553,0.9997147016437574,0.9980632630816612,0.9055079559363525,0.8418604651162791,0.250409543672787,1.7098069895017136
mlp_64_do020_wd001_lr0003,69,0.013967106242061537,0.999729332328693,0.9980632630816612,0.909424724602203,0.8418604651162791,0.24650740569187202,1.7143090788647013
mlp_64_do020_wd001_lr0003,70,0.015684161376317635,0.9997549360273301,0.9980632630816612,0.9106487148102814,0.8418604651162791,0.24530901918243075,1.715712827049196
mlp_64_do020_wd001_lr0003,71,0.015488397186238538,0.9997549360273301,0.9980632630816612,0.9077927376580988,0.8418604651162791,0.24816499633461342,1.7124284533241858
mlp_64_do020_wd001_lr0003,72,0.01447880147572826,0.9997622513697978,0.9980632630816612,0.9113015095879232,0.8418604651162791,0.24466353974725663,1.7164624437421137
mlp_64_do020_wd001_lr0003,73,0.018600747126209384,0.9997659090410317,0.9980632630816612,0.9083639330885352,0.8418604651162791,0.2476047739178785,1.7130836821171325
mlp_64_do020_wd001_lr0003,74,0.013885004952659501,0.999758593698564,0.9980632630816612,0.9127702978376173,0.8418604651162791,0.24319109382632875,1.718152098879947
mlp_64_do020_wd001_lr0003,75,0.013373799978152794,0.9997695667122656,0.9980632630816612,0.9113831089351285,0.8418604651162791,0.2445892557425191,1.7165551856900298
mlp_64_do020_wd001_lr0003,76,0.014532931669450858,0.9997768820547334,0.9980632630816612,0.9086903304773561,0.8418604651162791,0.24728934954275927,1.7134573931622215
mlp_64_do020_wd001_lr0003,77,0.013853694106835653,0.9997878550684349,0.9980632630816612,0.9042839657282742,0.8418604651162791,0.2517066873055428,1.7083884277487218
mlp_64_do020_wd001_lr0003,78,0.014442527666687965,0.999787855068435,0.9980632630816612,0.9015911872705018,0.8418604651162791,0.2543994657633153,1.7052917325222836
mlp_64_do020_wd001_lr0003,79,0.014377492274541189,0.9997915127396689,0.9980632630816612,0.8949816401468789,0.8418604651162791,0.2610126705581721,1.6976902046794322
mlp_64_do020_wd001_lr0003,80,0.013035772628534366,0.9997988280821366,0.9980632630816612,0.8944104447164424,0.8418604651162791,0.2615911813310763,1.69703223263306
mlp_64_do020_wd001_lr0003,81,0.014146326233030242,0.9997988280821366,0.9980632630816612,0.8922888616891065,0.8418604651162791,0.2637127643584122,1.6945924121516238
mlp_64_do020_wd001_lr0003,82,0.014398865771534689,0.9997951704109027,0.9980632630816612,0.8922072623419012,0.8418604651162791,0.2637907060343836,1.6944991215530227
mlp_64_do020_wd001_lr0003,83,0.012599148623207036,0.9997988280821366,0.9980632630816612,0.8943288453692371,0.8418604651162791,0.2616727806782816,1.6969383933837738
mlp_64_do020_wd001_lr0003,84,0.01311383764122558,0.9997988280821366,0.9980632630816612,0.8935944512443901,0.8418604651162791,0.2624071748031286,1.6960938401402
mlp_64_do020_wd001_lr0003,85,0.016206043169778937,0.9998024857533705,0.9980632630816612,0.8955528355773155,0.8418604651162791,0.2604524481414371,1.698345433472379
mlp_64_do020_wd001_lr0003,86,0.01551820884239586,0.9998098010958383,0.9980632630816612,0.8915952672378621,0.8418604651162791,0.26441733182335825,1.6937931325806372
mlp_64_do020_wd001_lr0003,87,0.013890772147158928,0.9998098010958383,0.9980632630816612,0.8905752753977968,0.8418604651162791,0.26543732366342354,1.6926201419645626
mlp_64_do020_wd001_lr0003,88,0.014489910941954483,0.9998171164383061,0.9980632630816612,0.8950632394940841,0.8418604651162791,0.26095667490960406,1.6977802033739227
mlp_64_do020_wd001_lr0003,89,0.014238126774537651,0.9998171164383061,0.9980632630816612,0.8975928192574459,0.8418604651162791,0.2584270951462422,1.700689220101789
mlp_64_do020_wd001_lr0003,90,0.014359613058759886,0.9998171164383061,0.9980632630816612,0.8929416564667483,0.8432476540187679,0.26169106903445105,1.6969356501303485
mlp_64_do020_wd001_lr0003,91,0.01454718699952697,0.99982077410954,0.9980632630816612,0.8903304773561811,0.847123623011016,0.26042993682400406,1.6983896098435964
mlp_64_do020_wd001_lr0003,92,0.01316479590776212,0.9998244317807738,0.9980632630816612,0.8916360669114648,0.8418604651162791,0.2643911628346911,1.6938378576025401
mlp_64_do020_wd001_lr0003,93,0.014472036088323769,0.9998171164383061,0.9980632630816612,0.9017543859649123,0.8432476540187679,0.252878339536287,1.7070702890532372
mlp_64_do020_wd001_lr0003,94,0.013929304892799872,0.9998171164383061,0.9980632630816612,0.8978376172990616,0.8432476540187679,0.2567951082021377,1.7025660050875089
mlp_64_do020_wd001_lr0003,95,0.015112065381425269,0.9998244317807738,0.9980632630816612,0.8947368421052632,0.8432476540187679,0.25990319873840395,1.6989990163132707
mlp_64_do020_wd001_lr0003,96,0.01458740861648146,0.9998244317807738,0.9980632630816612,0.893186454508364,0.8432476540187679,0.26145358633530313,1.6972160705768362
mlp_64_do020_wd001_lr0003,97,0.014199161977397607,0.9998354047944755,0.9980632630816612,0.8926152590779273,0.8418604651162791,0.2634229436819303,1.6949622826419168
mlp_64_do020_wd001_lr0003,98,0.01714692004572819,0.9998390624657094,0.9980632630816612,0.8989800081599347,0.8418604651162791,0.25706185227115674,1.7022811954355401
mlp_64_do035_wd002_lr0003,1,0.32074299191727357,0.9969056101361385,0.9917428071895186,0.9063239494084047,0.8208078335373317,0.2615166343799208,1.687904287788748
mlp_64_do035_wd002_lr0003,2,0.11045843713423785,0.9968544027388642,0.9950054499301384,0.9058343533251734,0.8285597715218278,0.2574657278220014,1.695774265673701
mlp_64_do035_wd002_lr0003,3,0.07480161900029463,0.9969348715060096,0.9950054499301384,0.9077111383108935,0.8285597715218278,0.2556694116034267,1.6979204980922074
mlp_64_do035_wd002_lr0003,4,0.06223732408355264,0.9970775206841308,0.9950054499301384,0.9099959200326397,0.8285597715218278,0.25352727905980166,1.7005265996954972
mlp_64_do035_wd002_lr0003,5,0.058261454543646646,0.9970958090403002,0.9950054499301384,0.9119543043655651,0.8285597715218278,0.2515871830830456,1.702775998424936
mlp_64_do035_wd002_lr0003,6,0.050132693284574675,0.9971726201362117,0.9950054499301384,0.9132598939208486,0.8285597715218278,0.25035840462367365,1.7042659047491255
mlp_64_do035_wd002_lr0003,7,0.04710296256577268,0.9971726201362117,0.9950054499301384,0.91374949000408,0.8285597715218278,0.24986880854044224,1.7048289402448413
mlp_64_do035_wd002_lr0003,8,0.04012590350911898,0.9971982238348488,0.9950054499301384,0.9153814769481845,0.8285597715218278,0.2482624252949749,1.706701884675766
mlp_64_do035_wd002_lr0003,9,0.03925104329691214,0.9972494312321232,0.9950054499301384,0.9177478580171359,0.8285597715218278,0.2459472516232979,1.709415541795469
mlp_64_do035_wd002_lr0003,10,0.03620031421237132,0.9973079539718651,0.9950054499301384,0.9185638514891881,0.8285597715218278,0.24518978089098764,1.7103451558773677
mlp_64_do035_wd002_lr0003,11,0.037485267912202025,0.9973335576705024,0.9950054499301384,0.9199510403916769,0.8285597715218278,0.2438281956871361,1.7119365825604342
mlp_64_do035_wd002_lr0003,12,0.0350035751128898,0.9975932523281077,0.9950054499301384,0.9220726234190126,0.8285597715218278,0.24196630731740565,1.7143374488432297
mlp_64_do035_wd002_lr0003,13,0.028055713512003422,0.9977102978075918,0.9950054499301384,0.9217462260301917,0.8285597715218278,0.24240975018571065,1.713944535024163
mlp_64_do035_wd002_lr0003,14,0.029967503676957944,0.9978675776706486,0.9950054499301384,0.9226438188494492,0.8285597715218278,0.24166943722950995,1.7149531747868505
mlp_64_do035_wd002_lr0003,15,0.029012700488023898,0.9979882808213667,0.9950054499301384,0.9237046103631171,0.8285597715218278,0.24072934886656017,1.7161549795549609
mlp_64_do035_wd002_lr0003,16,0.0336373331682647,0.9981199569857864,0.9950054499301384,0.9256629946960424,0.8285597715218278,0.23890264069805456,1.718387370113162
mlp_64_do035_wd002_lr0003,17,0.028292744913521933,0.9984564627393031,0.9950054499301384,0.9250101999184006,0.8285597715218278,0.2398919412292131,1.7175861802558465
mlp_64_do035_wd002_lr0003,18,0.02494488623650635,0.9984820664379402,0.9950054499301384,0.9259893920848633,0.8338229294165647,0.23367519486665067,1.7247610422714303
mlp_64_do035_wd002_lr0003,19,0.027236091301721686,0.9985698505475533,0.9950054499301384,0.927702978376173,0.8390860873113015,0.2267862347902172,1.732771130468942
mlp_64_do035_wd002_lr0003,20,0.026176556123091894,0.9986430039722309,0.9950054499301384,0.9278661770705834,0.8390860873113015,0.22669618952048443,1.7329478359538122
mlp_64_do035_wd002_lr0003,21,0.024864649317939493,0.9986905536982713,0.9950054499301384,0.9277845777233782,0.8390860873113015,0.22682533859373,1.7328468642456203
mlp_64_do035_wd002_lr0003,22,0.025363356368068385,0.998763707122949,0.9950054499301384,0.9275397796817625,0.8443492452060384,0.22188013216528657,1.738607005063008
mlp_64_do035_wd002_lr0003,23,0.024980885962791303,0.9988039415065215,0.9950054499301384,0.9270501835985312,0.8443492452060384,0.22240996263209034,1.738037934409756
mlp_64_do035_wd002_lr0003,24,0.02264738011666957,0.9988734372599652,0.9950054499301384,0.9286005711954305,0.8443492452060384,0.22092907078863477,1.7398104557831735
mlp_64_do035_wd002_lr0003,25,0.021729851607233286,0.9988734372599652,0.9961265261633223,0.9278661770705835,0.8443492452060384,0.22278454114666568,1.7387977411046218
mlp_64_do035_wd002_lr0003,26,0.029310626196948922,0.9988405182188604,0.9972476023965062,0.9254997960016319,0.8457364341085272,0.2248518905052076,1.7375084465343777
mlp_64_do035_wd002_lr0003,27,0.02354709174045745,0.9990124287668527,0.9972476023965062,0.927702978376173,0.8457364341085272,0.22282061867865877,1.7400163196829013
mlp_64_do035_wd002_lr0003,28,0.017288151416270173,0.9989904827394493,0.9972476023965062,0.9259893920848633,0.8457364341085272,0.2245122589425651,1.7380489873520057
mlp_64_do035_wd002_lr0003,29,0.02209030538249542,0.9990197441093205,0.9972476023965062,0.9265605875152999,0.8457364341085272,0.22397032488199964,1.7387014728915273
mlp_64_do035_wd002_lr0003,30,0.01808438992456478,0.9990563208216593,0.9972476023965062,0.9253365973072215,0.8457364341085272,0.22523089180241684,1.7372883976453861
mlp_64_do035_wd002_lr0003,31,0.019765810986213824,0.9991038705476998,0.9972476023965062,0.9228886168910647,0.8457364341085272,0.22772642194461412,1.7344660877078997
mlp_64_do035_wd002_lr0003,32,0.025621034643229318,0.9990746091778288,0.9972476023965062,0.9204406364749081,0.8457364341085272,0.23014514099089967,1.7316552994348005
mlp_64_do035_wd002_lr0003,33,0.01919675601975006,0.9991953123285467,0.9972476023965062,0.9217462260301917,0.8457364341085272,0.22896025458633407,1.733138621950769
mlp_64_do035_wd002_lr0003,34,0.019386184073108083,0.9992026276710144,0.9972476023965062,0.9169318645450837,0.8418604651162791,0.23765790040615786,1.7231436446004391
mlp_64_do035_wd002_lr0003,35,0.01793600687318865,0.999272123424458,0.9972476023965062,0.9188902488780091,0.8523867809057528,0.22524269603720237,1.7374906253781814
mlp_64_do035_wd002_lr0003,36,0.020577027106328923,0.9993379615066679,0.9972476023965062,0.9214198286413708,0.8523867809057528,0.22277895435605044,1.740389766393716
mlp_64_do035_wd002_lr0003,37,0.01778566060752115,0.9993196731504985,0.9972476023965062,0.9170950632394941,0.8523867809057528,0.22708543140175785,1.7354190294349832
mlp_64_do035_wd002_lr0003,38,0.01750097534728839,0.9993562498628373,0.9972476023965062,0.9149734802121584,0.8523867809057528,0.22924359114143233,1.7329737224466966
mlp_64_do035_wd002_lr0003,39,0.017107065383564022,0.9993489345203697,0.9972476023965062,0.9130150958792331,0.847123623011016,0.2364578180266268,1.724670046186255
mlp_64_do035_wd002_lr0003,40,0.020597874091061598,0.9994074572601116,0.9972476023965062,0.9130966952264382,0.8418604651162791,0.2416978993139005,1.7187024754456324
mlp_64_do035_wd002_lr0003,41,0.017538309330120683,0.9994037995888777,0.9972476023965062,0.9109751121991023,0.847123623011016,0.23855266677526565,1.7223158351938284
mlp_64_do035_wd002_lr0003,42,0.019306015319136137,0.9994294032875148,0.9972476023965062,0.9085271317829458,0.847123623011016,0.24102625089005936,1.7194968171604528
mlp_64_do035_wd002_lr0003,43,0.017441079143763465,0.9994732953423214,0.9972476023965062,0.9157894736842106,0.847123623011016,0.2338078010436011,1.7278419265386864
mlp_64_do035_wd002_lr0003,44,0.01631081333000432,0.9994330609587487,0.9972476023965062,0.9136678906568748,0.8523867809057528,0.23062599179262733,1.7314607727937337
mlp_64_do035_wd002_lr0003,45,0.01768897323156981,0.9994769530135554,0.9972476023965062,0.9152998776009792,0.8523867809057528,0.22903789690332965,1.7333309739712326
mlp_64_do035_wd002_lr0003,46,0.015970366212594157,0.9994806106847892,0.9972476023965062,0.9130966952264382,0.8523867809057528,0.2312447369491044,1.7307967655898255
mlp_64_do035_wd002_lr0003,47,0.017014207071898615,0.999517187397128,0.9972476023965062,0.9164422684618523,0.8523867809057528,0.22793574042602915,1.7346386883037008
mlp_64_do035_wd002_lr0003,48,0.016399279113530237,0.9995354757532974,0.9972476023965062,0.9150550795593635,0.8523867809057528,0.2293412176846873,1.7330406778124132
mlp_64_do035_wd002_lr0003,49,0.015761497307240087,0.9995427910957652,0.9972476023965062,0.9119543043655651,0.8523867809057528,0.23244930822095344,1.729473689038175
mlp_64_do035_wd002_lr0003,50,0.016187711098395726,0.9995354757532974,0.9972476023965062,0.9109751121991024,0.8523867809057528,0.23342118504494835,1.728348715348113
mlp_64_do035_wd002_lr0003,51,0.014521325924707687,0.999546448766999,0.9972476023965062,0.9134230926152591,0.8523867809057528,0.23098417764249335,1.731162246874638
mlp_64_do035_wd002_lr0003,52,0.019938592251171085,0.9995793678081039,0.9972476023965062,0.9152182782537739,0.8523867809057528,0.22922191104508338,1.733221772502764
mlp_64_do035_wd002_lr0003,53,0.01800747081527815,0.9995427910957652,0.9972476023965062,0.9042023663810691,0.8523867809057528,0.24020124620544947,1.7205589603560043
mlp_64_do035_wd002_lr0003,54,0.015610768418649541,0.9995720524656362,0.9972476023965062,0.9073847409220727,0.8523867809057528,0.23704813303431693,1.724214301872678
mlp_64_do035_wd002_lr0003,55,0.01730345667558996,0.9995245027395958,0.9972476023965062,0.9040391676866585,0.8523867809057528,0.24034615654369074,1.720374025110858
mlp_64_do035_wd002_lr0003,56,0.014663823784383781,0.9995830254793378,0.9972476023965062,0.907221542227662,0.847123623011016,0.24248546263716597,1.7179723458431033
mlp_64_do035_wd002_lr0003,57,0.019603428499334875,0.9996159445204427,0.9972476023965062,0.9111383108935129,0.847123623011016,0.23860161301242,1.722471691952666
mlp_64_do035_wd002_lr0003,58,0.01596424851895255,0.999608629177975,0.9972476023965062,0.9059975520195839,0.8523867809057528,0.23847189864914453,1.722613548127965
mlp_64_do035_wd002_lr0003,59,0.01492548464140033,0.9995720524656362,0.9972476023965062,0.9038759689922482,0.8523867809057528,0.2405569049641414,1.7201792141533798
mlp_64_do035_wd002_lr0003,60,0.015954930773552728,0.9996305752053782,0.9972476023965062,0.9085271317829455,0.8523867809057528,0.23596426491318612,1.7255192729517204
mlp_64_do035_wd002_lr0003,61,0.015557315679924452,0.9996488635615477,0.9972476023965062,0.9091799265605875,0.8523867809057528,0.23532975849171356,1.7262672436925834
mlp_64_do035_wd002_lr0003,62,0.011778443873695591,0.9996561789040154,0.9972476023965062,0.9073031415748674,0.8523867809057528,0.23721385881990142,1.724107843657635
mlp_64_do035_wd002_lr0003,63,0.016424400471698714,0.9996927556163542,0.9972476023965062,0.9085271317829458,0.8523867809057528,0.23602644532416184,1.7255099458900742
mlp_64_do035_wd002_lr0003,64,0.015459321904927492,0.9996854402738864,0.9972476023965062,0.9091799265605875,0.847123623011016,0.24062949309878912,1.720209125606785
mlp_64_do035_wd002_lr0003,65,0.014385350938776837,0.9996561789040154,0.9972476023965062,0.9058343533251734,0.8523867809057528,0.2386826470695954,1.7224187371704869
mlp_64_do035_wd002_lr0003,66,0.015356610309990013,0.9996781249314186,0.9972476023965062,0.9085271317829458,0.8523867809057528,0.23601181463922627,1.7255121404928147
mlp_64_do035_wd002_lr0003,67,0.016473934835042146,0.999667151917717,0.9972476023965062,0.911219910240718,0.847123623011016,0.2385712210624893,1.7225578500923604
mlp_64_do035_wd002_lr0003,68,0.014088005347944358,0.9996488635615477,0.9980632630816612,0.9074663402692777,0.847123623011016,0.24312216336291514,1.7181216387758564
mlp_64_do035_wd002_lr0003,69,0.014288500348544297,0.9996781249314186,0.9980632630816612,0.9118727050183598,0.847123623011016,0.238745059983704,1.7231845690318204
mlp_64_do035_wd002_lr0003,70,0.018459278035580236,0.9997147016437574,0.9980632630816612,0.9143206854345165,0.847123623011016,0.23633365627988612,1.7259942600035496
