Config,Best epoch,Selection score,Train AUC,Train balanced accuracy,Validation AUC,Validation balanced accuracy,Test AUC,Test balanced accuracy
mlp_64_do020_wd001_lr0003,28,1.7426852517807017,0.9990490054791915,0.9972476023965062,0.9247654018767849,0.850999592003264,0.8859514170040484,0.8283400809716599
mlp_64_do035_wd002_lr0003,36,1.740389766393716,0.9993379615066679,0.9972476023965062,0.9214198286413708,0.8523867809057528,0.8867611336032388,0.8336032388663968
mlp_128_do035_wd002_lr0002,42,1.7350392632502214,0.9987234727393763,0.9972476023965062,0.9180742554059568,0.850999592003264,0.8816194331983805,0.8283400809716599
mlp_64_32_do035_wd002_lr0003,30,1.7168568436561396,0.9968726910950335,0.9958211106152934,0.91374949000408,0.8390860873113015,0.8875303643724696,0.825506072874494
mlp_128_64_do040_wd003_lr0002,23,1.7240382894799446,0.9976700634240191,0.9950054499301384,0.9147286821705427,0.8443492452060384,0.8736842105263158,0.825506072874494
