Gene symbol,Probe ID / feature ID,LocusLink,limma logFC AD vs CN,Average expression,Moderated t statistic,Raw P value,FDR-adjusted P value,B statistic,Rank by raw P value,Selected for 464-gene panel,Direction in AD,Final GE branch panel,Final GE branch panel size,Final GE branch selection rule,Selected probe panel label,Selected probe panel size,Approximate unique gene symbols in selected panel
SNX22,11756217_x_at,LOC79856,-0.2157794751317,7.11932781456954,-2.41328781529922,0.0164085095989809,0.738741218915707,-3.15417440405506,1087,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
KAZN,11754962_a_at,LOC23254,0.133691327816848,3.91324834437086,2.41313434970847,0.0164152853185529,0.738741218915707,-3.15450343427796,1088,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CRISPLD2,11758338_s_at,LOC83716,0.198835481298002,9.08215231788079,2.41283849901401,0.0164283545104312,0.738741218915707,-3.15513768157644,1089,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CFLAR,11753152_x_at,LOC8837,0.113764378855741,8.40327814569536,2.41267883876136,0.0164354113110878,0.738741218915707,-3.15547993166097,1090,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
BCAS4,11726969_x_at,LOC55653,-0.149291228728534,7.47862582781457,-2.41264491442844,0.0164369110724971,0.738741218915707,-3.15555264956851,1091,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MRPL22,11736672_a_at,LOC29093,0.0566545435951569,2.58513907284768,2.41186679886482,0.0164713439804163,0.738741218915707,-3.15722029653907,1092,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MKRN1,11757664_s_at,LOC23608,-0.0724584695244368,11.860178807947,-2.41168641873118,0.0164793351872332,0.738741218915707,-3.15760681125466,1093,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FAM104A,11730202_a_at,LOC84923,-0.157634062420596,5.94230463576159,-2.41145453212012,0.0164896132636154,0.738741218915707,-3.1581036522592,1094,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FHAD1,11735436_at,LOC114827,-0.0852438814631621,2.72750993377483,-2.41143895524667,0.0164903038913244,0.738741218915707,-3.15813702567783,1095,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ANKRD34B,11737167_at,LOC340120,0.206082228129348,3.0903642384106,2.41110534139838,0.01650510137097,0.738741218915707,-3.15885174305458,1096,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
DGAT2,11722641_s_at,LOC84649,0.131424018027023,9.52819867549669,2.41025698168949,0.0165427832747134,0.738741218915707,-3.1606687989636,1097,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CDH19,11745100_a_at,LOC28513,-0.0454900117841662,1.99134105960265,-2.41012452550239,0.0165486734781467,0.738741218915707,-3.1609524444202,1098,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MANSC1,11746248_x_at,LOC54682,0.186958706557836,5.77717549668874,2.40969071341885,0.0165679776597012,0.738741218915707,-3.16188131740576,1099,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CD22,11726290_a_at,LOC933,-0.221888972398188,7.59890728476821,-2.40899724898102,0.0165988773792732,0.738741218915707,-3.16336582194065,1100,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TRIM25,11758537_s_at,LOC7706,0.108045047090238,10.2415562913907,2.40887477432374,0.0166043399450624,0.738741218915707,-3.16362796181436,1101,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PPFIA1,11717878_x_at,LOC8500,0.108043039554545,7.52108940397351,2.40864894081071,0.0166144166413986,0.738741218915707,-3.1641112933725,1102,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SPIDR,11749411_a_at,LOC23514,0.0785663642032604,3.06916225165563,2.40863818053627,0.0166148968997549,0.738741218915707,-3.16413432155533,1103,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ATP5G1,11715988_x_at,LOC516,-0.0818565180593939,7.94396026490066,-2.40861679679914,0.0166158513465795,0.738741218915707,-3.164180084836,1104,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
,11762415_a_at,,0.056415243576989,2.47814569536424,2.40846891030909,0.016622453472072,0.738741218915707,-3.16449656567397,1105,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
BCL2L14,11759226_at,,-0.0497609330902189,2.07443708609272,-2.40819258760867,0.0166347956048777,0.738741218915707,-3.16508785335064,1106,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SLC6A6,11721992_a_at,LOC6533,0.209354328040459,6.28386754966887,2.40819187039374,0.0166348276502681,0.738741218915707,-3.16508938799468,1107,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TTC26,11729421_x_at,LOC79989,0.0956076947525135,2.68378145695364,2.40808094511528,0.0166397844827388,0.738741218915707,-3.16532673251126,1108,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SVIL,11757106_s_at,LOC6840,0.149468374390624,4.48950993377483,2.40800917321893,0.0166429923926925,0.738741218915707,-3.16548029576562,1109,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RBM18,11748889_a_at,LOC92400,0.0949788888094833,4.9049701986755,2.40762007517775,0.0166603929837791,0.738741218915707,-3.16631273415172,1110,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
C1QTNF9 || C1QTNF9B,11737566_s_at,,-0.0562351927888552,2.63244701986755,-2.40750603724473,0.0166654958385323,0.738741218915707,-3.16655668307275,1111,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RTN3,11753333_x_at,LOC10313,0.120681359489532,8.44855960264901,2.40724322838632,0.0166772609972634,0.738741218915707,-3.16711883925035,1112,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
VHL,11748633_a_at,LOC7428,-0.0812329998185002,3.21288741721854,-2.4067898920809,0.016697572720715,0.738741218915707,-3.16808840122251,1113,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
LMAN1,11724210_at,LOC3998,0.180277192989844,3.91320529801325,2.40636563119257,0.0167166014916673,0.738741218915707,-3.1689956203164,1114,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
NTRK2,11739679_a_at,LOC4915,-0.0464817587196335,1.96853311258278,-2.40633674504801,0.016717897776358,0.738741218915707,-3.16905738348593,1115,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MAPKAP1,11719298_x_at,LOC79109,-0.068884804321858,5.48554304635762,-2.40592329896671,0.0167364611629085,0.738741218915707,-3.169941319067,1116,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PHC2,11745433_a_at,LOC1912,0.154941193444586,6.8458178807947,2.40549318442349,0.0167557922494235,0.738741218915707,-3.1708607368304,1117,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TECPR2,11754281_a_at,LOC9895,0.127068788153577,3.6273642384106,2.40545302061036,0.016757598378865,0.738741218915707,-3.1709465834133,1118,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
EIF4G3,11746537_x_at,LOC8672,0.100674990176084,6.72892715231788,2.40498824829872,0.0167785112570527,0.738741218915707,-3.17193989300925,1119,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FLCN,11735305_a_at,LOC201163,-0.276647550278324,5.65216556291391,-2.40477289766496,0.0167882089702802,0.738741218915707,-3.17240007718438,1120,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PDLIM7,11726736_a_at,LOC9260,0.175065854389733,7.87682781456954,2.40448085401648,0.0168013682391882,0.738741218915707,-3.17302408406069,1121,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CARD8,11747703_x_at,LOC22900,0.12253068526341,5.80424834437086,2.40447925445111,0.0168014403394611,0.738741218915707,-3.17302750163673,1122,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ADAM8,11748684_a_at,LOC101,0.0822635622616363,4.81981456953642,2.40442924168779,0.0168036947982083,0.738741218915707,-3.17313435607748,1123,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FOXR1,11730698_a_at,LOC283150,0.0630427911449468,3.47867218543046,2.40421465722982,0.0168133707945826,0.738741218915707,-3.17359280091146,1124,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
BCL11A,11732339_at,LOC53335,-0.13845240136102,7.63323841059603,-2.40328176997383,0.0168554935056344,0.739933690906011,-3.17558539405707,1125,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MCTP1,11752379_a_at,LOC79772,0.122622979686492,7.8347417218543,2.40257974663017,0.0168872533652956,0.740468305626012,-3.17708438645737,1126,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ENSG00000230551,11763317_x_at,,0.132075463810091,7.72079470198675,2.40059531569628,0.0169773156182819,0.740468305626012,-3.18131936374743,1127,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CDH8,11739319_at,LOC1006,-0.0495655470550569,3.22497682119205,-2.40004276033618,0.0170024683051273,0.740468305626012,-3.18249797596257,1128,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
BEST1,11752261_a_at,LOC7439,0.1759121555107,6.82827152317881,2.39973809994904,0.0170163506990693,0.740468305626012,-3.1831477117406,1129,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CDK1,11745843_a_at,LOC983,-0.0738427874535947,2.48213245033113,-2.39933295555486,0.0170348273107497,0.740468305626012,-3.18401162283613,1130,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
EFCAB11,11760377_a_at,LOC90141,0.0891791944745457,2.36561258278146,2.39908714268524,0.0170460462291386,0.740468305626012,-3.18453571462573,1131,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
GIPC3,11729083_at,LOC126326,0.106946840644495,3.00822847682119,2.39894700341636,0.0170524451119217,0.740468305626012,-3.18483447919767,1132,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CNOT8,11742949_a_at,LOC9337,0.0665121806038355,8.01641721854305,2.39847215944325,0.0170741426581409,0.740468305626012,-3.18584668030921,1133,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RTN3,11744540_x_at,LOC10313,0.121683593924676,8.83708609271523,2.39845216028994,0.0170750570345511,0.740468305626012,-3.18588930728676,1134,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ABI2,11727021_a_at,LOC10152,-0.0939753948094832,2.93340728476821,-2.39843742323487,0.0170757308514836,0.740468305626012,-3.18592071820426,1135,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
APEX1,11715398_a_at,LOC328,-0.0670114080232643,9.01114569536424,-2.39810686564922,0.0170908509765761,0.740468305626012,-3.18662522805729,1136,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ZNF117,11759332_x_at,,0.246224195070206,5.50005298013245,2.39759679450984,0.0171142054436516,0.740468305626012,-3.1877121483991,1137,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SVIL,11728497_s_at,LOC6840,0.153469005509805,4.93393046357616,2.39727876360908,0.0171287812625957,0.740468305626012,-3.18838973433133,1138,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TRIM58,11731997_at,LOC25893,-0.293992419710868,8.76136754966887,-2.39620685742463,0.0171779889292366,0.740468305626012,-3.19067286684741,1139,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FCRL1,11736881_a_at,LOC115350,-0.147711158748811,4.0202880794702,-2.39565661107233,0.0172032972951083,0.740468305626012,-3.19184449710889,1140,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
AQP8,11726764_at,LOC343,0.0554150805319741,2.89888410596026,2.39525509305846,0.0172217856983618,0.740468305626012,-3.19269927981698,1141,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PISD,11749074_a_at,LOC23761,0.129805187989675,3.34439072847682,2.39511608513545,0.0172281905740425,0.740468305626012,-3.19299517865841,1142,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CAMKK2,11729542_a_at,LOC10645,0.0917439902479046,9.96776158940397,2.3949612327919,0.0172353279635741,0.740468305626012,-3.19332478529498,1143,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
AGO4,11758237_s_at,LOC192670,0.137996163128471,6.21788741721854,2.39484869544437,0.0172405166233677,0.740468305626012,-3.1935643107062,1144,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MSL1,11756433_a_at,LOC339287,0.21133220703958,5.12787417218543,2.39447205049236,0.017257892276111,0.740468305626012,-3.19436588640086,1145,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
VCAM1,11757425_s_at,LOC7412,0.0836250937792625,2.37430463576159,2.39445696308666,0.017258588620484,0.740468305626012,-3.19439799289572,1146,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CLIC1,11746251_x_at,LOC1192,0.0389587697831472,11.4581953642384,2.39428561758873,0.0172664986414697,0.740468305626012,-3.19476260813283,1147,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TRIM31,11728409_a_at,LOC11074,-0.0655085177500259,2.60603311258278,-2.39427942540761,0.0172667845581302,0.740468305626012,-3.19477578433735,1148,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TNFSF8,11737778_at,LOC944,0.137943802712176,4.54638079470199,2.39427872236719,0.0172668170204563,0.740468305626012,-3.19477728031937,1149,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
IFNA21,11732979_at,LOC3452,-0.0555000912112019,2.18778145695364,-2.3939164163862,0.0172835533670163,0.740468305626012,-3.19554816605809,1150,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
KBTBD6,11749713_a_at,LOC89890,0.10114333083404,2.74891059602649,2.39371712949206,0.0172927653114485,0.740468305626012,-3.19597214511273,1151,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FOSL2,11763170_s_at,,0.147009640581386,7.76681456953642,2.3936941736343,0.0172938267132654,0.740468305626012,-3.1960209810871,1152,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
GK,11732432_a_at,LOC2710,0.258864746807799,6.88581125827815,2.39302425540832,0.0173248267838764,0.740468305626012,-3.19744595807547,1153,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
DDAH1,11757504_a_at,LOC23576,0.0606623836670074,1.88762251655629,2.39240468016444,0.0173535408473164,0.740468305626012,-3.1987635105276,1154,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CD72,11744567_a_at,LOC971,-0.258503890468416,5.58410927152318,-2.39226690216036,0.0173599318330166,0.740468305626012,-3.19905645670324,1155,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CCT3,11716382_a_at,LOC7203,-0.0755498526171158,9.84948675496689,-2.39183713021954,0.0173798806108063,0.740468305626012,-3.19997014192206,1156,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MAPK13,11748676_a_at,LOC5603,0.114084075038337,5.98914569536424,2.39162763547709,0.0173896120764749,0.740468305626012,-3.20041546583607,1157,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MAEA,11717241_a_at,LOC10296,0.0641354761382763,9.50306291390728,2.39154290208927,0.0173935494819452,0.740468305626012,-3.20059557335467,1158,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ABCC6,11727730_a_at,LOC368,0.111848482878788,2.49705298013245,2.39141970678958,0.0173992755436296,0.740468305626012,-3.2008574237935,1159,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MME,11761628_a_at,,0.1736322848823,2.8992119205298,2.39117794471582,0.0174105173642448,0.740468305626012,-3.20137124918375,1160,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
GTF2E1,11749079_a_at,LOC2960,0.090936564667342,2.3958178807947,2.39096530526265,0.0174204102871952,0.740468305626012,-3.20182313807369,1161,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CNNM1,11730605_a_at,LOC26507,-0.0744685665818559,2.29749006622517,-2.39079046533445,0.0174285483206557,0.740468305626012,-3.20219466876026,1162,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CIR1,11724806_s_at,LOC9541,0.0912973463682278,8.62133774834437,2.38983289225768,0.0174731786030172,0.740468305626012,-3.20422902663965,1163,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TMEM184B,11716861_s_at,LOC25829,0.0967717398375011,6.99967549668874,2.38961763370876,0.0174832251621519,0.740468305626012,-3.20468623445744,1164,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ACPL2,11738629_a_at,LOC92370,0.212709308418846,5.21067218543046,2.38961648953078,0.0174832785768872,0.740468305626012,-3.20468866457882,1165,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
HECW2,11730581_a_at,LOC57520,0.105998876494324,3.66059271523179,2.38893873192866,0.0175149442527398,0.740468305626012,-3.20612795889487,1166,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PFKFB4,11722405_at,LOC5210,0.128426959885072,3.56184105960265,2.38890866801781,0.0175163500456694,0.740468305626012,-3.20619179391344,1167,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ZNF440,11734026_at,LOC126070,-0.122650065240041,2.36870529801325,-2.38815186265142,0.0175517711421301,0.740468305626012,-3.20779847291118,1168,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ABTB2,11720878_at,LOC25841,-0.134877023045618,3.98266887417219,-2.38813164475167,0.0175527182742574,0.740468305626012,-3.20784138831452,1169,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
DNAH11,11729910_at,LOC8701,-0.150781198511602,8.35486754966887,-2.38811522788212,0.0175534873756234,0.740468305626012,-3.20787623522767,1170,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SIN3B,11746239_a_at,LOC23309,-0.0582139200058267,2.39394370860927,-2.38720018350594,0.0175964025634097,0.740468305626012,-3.20981817109888,1171,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
NR4A1,11749726_x_at,LOC3164,-0.0696997022481367,3.07828145695364,-2.38666434853497,0.0176215758799152,0.740468305626012,-3.21095500550803,1172,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FAM19A1,11728432_a_at,LOC407738,-0.0628715778276933,2.5993178807947,-2.38593478507494,0.0176559014842532,0.740468305626012,-3.21250246327492,1173,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
LPGAT1,11723468_at,LOC9926,0.0888310398823535,7.72631125827815,2.38588024199372,0.0176584700742,0.740468305626012,-3.21261813493226,1174,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
LCE3E,11742174_x_at,LOC353145,-0.0869646485228214,3.30244039735099,-2.38574282040693,0.017664943109829,0.740468305626012,-3.21290955905065,1175,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RIPPLY3,11738832_x_at,LOC53820,0.040026992386606,1.97511920529801,2.38564051427628,0.0176697634421965,0.740468305626012,-3.21312650485908,1176,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
GYG1,11737814_a_at,LOC2992,0.0941762907871956,9.17240066225166,2.38553634002028,0.0176746729850486,0.740468305626012,-3.21334740296155,1177,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
KRTAP5-11,11741937_at,LOC440051,-0.0468568452984854,2.26741721854305,-2.38552269443135,0.0176753161657829,0.740468305626012,-3.21337633730122,1178,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
HMHA1,11749002_a_at,LOC23526,0.0969387729453534,4.0183940397351,2.38548018137786,0.0176773201379555,0.740468305626012,-3.21346648168768,1179,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TTLL1,11725400_a_at,LOC25809,-0.113155049050767,5.83746688741722,-2.38472746858742,0.017712834523716,0.740496218059396,-3.21506227355295,1180,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TPM4,11748401_x_at,LOC7171,0.0939571263491072,6.77897350993377,2.38462194169297,0.0177178184976965,0.740496218059396,-3.2152859576741,1181,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
USF2,11730889_x_at,LOC7392,-0.0575364888049408,9.12349006622517,-2.38411679815741,0.0177416932449227,0.740496218059396,-3.21635657300167,1182,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MID1,11756082_a_at,LOC4281,-0.0520217817943978,2.19490397350993,-2.38399937402368,0.0177472471532562,0.740496218059396,-3.21660541382773,1183,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ERAL1,11756662_a_at,LOC26284,-0.102285466264065,7.30872516556291,-2.38387869190813,0.017752956752568,0.740496218059396,-3.21686114659675,1184,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
POFUT1,11743155_a_at,LOC23509,-0.0939074419295432,5.37940397350993,-2.38344179439546,0.0177736403704304,0.7407333361469,-3.21778685524057,1185,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SREBF2,11752012_a_at,LOC6721,-0.0742500456265663,5.65264569536424,-2.38217909274798,0.0178335385875066,0.741889894555674,-3.22046138201337,1186,False,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CARD8,11746906_s_at,LOC22900,0.115583569119369,10.2762748344371,2.38194443966957,0.0178446892858886,0.741889894555674,-3.22095825060418,1187,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ANKRD22,11732425_at,LOC118932,0.311689760827494,6.29571523178808,2.38190722257133,0.017846458403842,0.741889894555674,-3.22103705202031,1188,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PISD,11749075_x_at,LOC23761,0.142293714970412,4.56648675496689,2.38076941399113,0.0179006188191495,0.743515526494969,-3.22344561466238,1189,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RAP1A,11716099_s_at,LOC5906,0.0809362969996696,7.30495695364238,2.3803404947102,0.0179210731798586,0.743739596689495,-3.22435328310791,1190,False,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
