probe_id,locus_link,gene_symbol
11720985_at,LOC79693,YRDC
11720986_at,LOC79693,YRDC
11720987_at,LOC26984,SEC22A
11720988_at,LOC26984,SEC22A
11720989_a_at,LOC9056,SLC7A7
11720990_a_at,LOC112950,MED8
11720991_s_at,LOC6657,SOX2
11720992_a_at,LOC6657,SOX2
11720993_at,LOC6657,SOX2
11720994_x_at,LOC6348,CCL3
11720995_at,LOC108,ADCY2
11720996_at,LOC108,ADCY2
11720997_a_at,LOC108,ADCY2
11720998_a_at,LOC51411,BIN2
11720999_a_at,LOC51411,BIN2
11721000_at,LOC10614,HEXIM1
11721001_at,LOC10614,HEXIM1
11721002_s_at,LOC10614,HEXIM1
11721003_at,LOC10614,HEXIM1
11721004_x_at,LOC10614,HEXIM1
11721005_a_at,LOC55002,TMCO3
11721006_s_at,LOC55002,TMCO3
11721007_a_at,LOC5469,MED1
11721008_a_at,LOC5469,MED1
11721009_at,LOC5469,MED1
11721010_a_at,LOC81544,GDPD5
11721011_at,LOC64093,SMOC1
11721012_at,LOC64093,SMOC1
11721013_a_at,LOC9589,WTAP
11721014_s_at,LOC9589,WTAP
11721015_s_at,LOC9589,WTAP
11721016_a_at,LOC8078,USP5
11721017_at,LOC57666,FBRSL1
11721018_at,LOC57666,FBRSL1
11721019_a_at,LOC8897,MTMR3
11721020_a_at,LOC8897,MTMR3
11721021_a_at,LOC8897,MTMR3
11721022_a_at,LOC11083,DIDO1
11721023_a_at,LOC11083,DIDO1
11721024_a_at,LOC3590,IL11RA
11721025_a_at,LOC79090,TRAPPC6A
11721026_a_at,LOC79629,OCEL1
11721027_a_at,LOC2580,GAK
11721028_at,LOC23417,MLYCD
11721029_a_at,LOC8395,PIP5K1B
11721030_a_at,LOC8395,PIP5K1B
11721031_a_at,LOC6450,SH3BGR
11721032_s_at,LOC11170,FAM107A
11721033_a_at,LOC11170,FAM107A
11721034_at,LOC79660,PPP1R3B
11721035_x_at,LOC79660,PPP1R3B
11721036_at,LOC51684,SUFU
11721037_a_at,LOC51684,SUFU
11721038_at,LOC51684,SUFU
11721039_a_at,LOC6650,CAPN15
11721040_a_at,LOC60684,TRAPPC11
11721041_a_at,LOC60684,TRAPPC11
11721042_at,LOC286053,NSMCE2
11721043_at,LOC90459,ERI1
11721044_a_at,LOC90459,ERI1
11721045_x_at,LOC25972,UNC50
11721046_a_at,LOC347735,SERINC2
11721047_at,LOC23176,8-Sep
11721048_s_at,LOC221143,N6AMT2
11721049_at,LOC10344,CCL26
11721050_a_at,LOC85378,TUBGCP6
11721051_at,LOC285636,C5ORF51
11721052_at,LOC57542,KLHL42
11721053_s_at,LOC57542,KLHL42
11721054_at,LOC57542,KLHL42
11721055_x_at,LOC5613,PRKX
11721056_x_at,LOC5613,PRKX
11721057_a_at,LOC55129,ANO10
11721058_a_at,LOC7743,ZNF189
11721059_a_at,LOC7743,ZNF189
11721060_a_at,LOC84513,PPAPDC1B
11721061_a_at,LOC10788,IQGAP2
11721062_s_at,LOC10564,ARFGEF2
11721063_a_at,LOC10564,ARFGEF2
11721064_a_at,LOC26610,ELP4
11721065_at,LOC115,ADCY9
11721066_at,LOC115,ADCY9
11721067_s_at,LOC23295,MGRN1
11721068_a_at,LOC80206,FHOD3
11721069_a_at,LOC8527,DGKD
11721070_a_at,LOC54849,DEF8
11721071_s_at,LOC54849,DEF8
11721072_a_at,LOC10291,SF3A1
11721073_a_at,LOC10291,SF3A1
11721074_a_at,LOC81887,LAS1L
11721075_a_at,LOC23788,MTCH2
11721076_at,LOC23788,MTCH2
11721077_a_at,LOC2098,ESD
11721078_s_at,LOC25957,PNISR
11721079_a_at,LOC25957,PNISR
11721080_at,LOC55742,PARVA
11721081_at,LOC55742,PARVA
11721082_at,LOC55017,C14ORF119
11721083_x_at,LOC55017,C14ORF119
11721084_a_at,LOC4591,TRIM37
11721085_a_at,LOC4591,TRIM37
11721086_a_at,LOC56252,YLPM1
11721087_x_at,LOC56252,YLPM1
11721088_a_at,LOC56252,YLPM1
11721089_a_at,LOC56252,YLPM1
11721090_at,LOC7057,THBS1
11721091_a_at,LOC7057,THBS1
11721092_a_at,LOC7057,THBS1
11721093_a_at,LOC7057,THBS1
11721094_a_at,LOC7922,SLC39A7
11721095_x_at,LOC7922,SLC39A7
11721096_a_at,LOC81542,TMX1
11721097_at,LOC81542,TMX1
11721098_x_at,LOC81542,TMX1
11721099_at,LOC719,C3AR1
11721100_a_at,LOC6448,SGSH
11721101_x_at,LOC6448,SGSH
11721102_a_at,LOC6448,SGSH
11721103_a_at,LOC84271,POLDIP3
11721104_x_at,LOC84271,POLDIP3
11721105_s_at,LOC22930,RAB3GAP1
11721106_a_at,LOC22930,RAB3GAP1
11721107_a_at,LOC80305,TRABD
11721108_at,LOC199692,ZNF627
11721109_a_at,LOC4675,NAP1L3
11721110_s_at,LOC4675,NAP1L3
11721111_a_at,LOC55856,ACOT13
11721112_a_at,LOC51205,ACP6
11721113_x_at,LOC6171,RPL41
11721114_a_at,LOC51071,DERA
11721115_at,LOC60559,SPCS3
11721116_x_at,LOC60559,SPCS3
11721117_at,LOC60559,SPCS3
11721118_a_at,,ANKHD1-EIF4EBP3 || EIF4EBP3
11721119_a_at,,ANKHD1-EIF4EBP3 || ANKHD1
11721120_a_at,LOC11164,NUDT5
11721121_a_at,LOC83985,SPNS1
11721122_x_at,LOC83985,SPNS1
11721123_a_at,LOC4320,MMP11
11721124_s_at,LOC4320,MMP11
11721125_at,LOC84888,SPPL2A
11721126_a_at,LOC2028,ENPEP
11721127_at,LOC2028,ENPEP
11721128_a_at,LOC27000,DNAJC2
11721129_at,LOC3054,HCFC1
11721130_at,LOC3054,HCFC1
11721131_x_at,LOC3054,HCFC1
11721132_at,LOC3054,HCFC1
11721133_at,LOC9945,GFPT2
11721134_at,LOC9945,GFPT2
11721135_s_at,LOC3486,IGFBP3
11721136_a_at,LOC56942,CMC2
11721137_a_at,LOC11157,LSM6
11721138_x_at,LOC11157,LSM6
11721139_a_at,LOC54963,UCKL1
11721140_a_at,LOC6920,TCEA3
11721141_x_at,LOC6920,TCEA3
11721142_a_at,LOC4288,MKI67
11721143_a_at,LOC4288,MKI67
11721144_a_at,LOC4288,MKI67
11721145_s_at,LOC4288,MKI67
11721146_a_at,LOC4288,MKI67
11721147_at,LOC9145,SYNGR1
11721148_at,LOC9145,SYNGR1
11721149_a_at,LOC256586,LYSMD2
11721150_at,,LOC101929253 || RAB40C
11721151_s_at,,LOC101929253 || RAB40C
11721152_a_at,LOC6788,STK3
11721153_a_at,LOC6788,STK3
11721154_a_at,LOC6788,STK3
11721155_a_at,LOC84640,USP38
11721156_a_at,LOC84640,USP38
11721157_at,LOC4913,NTHL1
11721158_a_at,LOC128338,DRAM2
11721159_x_at,LOC128338,DRAM2
11721160_a_at,LOC6895,TARBP2
11721161_a_at,LOC10217,CTDSPL
11721162_a_at,LOC10217,CTDSPL
11721163_a_at,LOC23351,KHNYN
11721164_a_at,LOC23351,KHNYN
11721165_a_at,LOC23351,KHNYN
11721166_a_at,LOC55937,APOM
11721167_a_at,LOC2036,EPB41L1
11721168_a_at,LOC2036,EPB41L1
11721169_a_at,LOC29108,PYCARD
11721170_a_at,LOC22954,TRIM32
11721171_at,LOC22954,TRIM32
11721172_at,LOC22954,TRIM32
11721173_a_at,LOC23355,VPS8
11721174_a_at,LOC84305,WIBG
11721175_at,LOC5918,RARRES1
11721176_at,LOC9858,PPP1R26
11721177_at,LOC5307,PITX1
11721178_a_at,LOC5307,PITX1
11721179_at,LOC23172,FAM175B
11721180_at,LOC23172,FAM175B
11721181_a_at,LOC7436,VLDLR
11721182_a_at,LOC9890,LPR4*
11721183_at,LOC9890,LPR4*
11721184_at,LOC340348,TSPAN33
11721185_at,LOC1954,MEGF8
11721186_a_at,LOC5875,RABGGTA
11721187_a_at,LOC23229,ARHGEF9
11721188_a_at,LOC23229,ARHGEF9
11721189_at,LOC245812,CNPY4
11721190_a_at,LOC283237,TTC9C
11721191_at,LOC9469,CHST3
11721192_at,LOC9469,CHST3
11721193_at,LOC9469,CHST3
11721194_a_at,LOC23076,RRP1B
11721195_s_at,LOC23076,RRP1B
11721196_a_at,LOC116843,SLC18B1
11721197_s_at,LOC8642,DCHS1
11721198_a_at,LOC338773,TMEM119
11721199_a_at,LOC55764,IFT122
11721200_at,LOC55223,TRIM62
11721201_x_at,LOC55223,TRIM62
11721202_at,LOC6039,RNASE6
11721203_at,LOC91179,SCARF2
11721204_a_at,LOC288,ANK3
11721205_a_at,LOC288,ANK3
11721206_x_at,LOC288,ANK3
11721207_s_at,LOC57700,FAM160B1
11721208_at,LOC126917,IFFO2
11721209_a_at,LOC9156,EXO1
11721210_a_at,LOC23513,SCRIB
11721211_x_at,LOC23513,SCRIB
11721212_a_at,LOC7060,THBS4
11721213_a_at,LOC7461,CLIP2
11721214_a_at,LOC54664,TMEM106B
11721215_a_at,LOC54664,TMEM106B
11721216_s_at,LOC54664,TMEM106B
11721217_s_at,LOC54664,TMEM106B
11721218_a_at,LOC253827,MSRB3
11721219_a_at,LOC1373,CPS1
11721220_s_at,LOC24149,ZNF318
11721221_at,LOC24149,ZNF318
11721222_s_at,LOC54531,MIER2
11721223_at,LOC8309,ACOX2
11721224_at,LOC744,MPPED2
11721225_a_at,LOC92154,MTSS1L
11721226_x_at,LOC92154,MTSS1L
11721227_at,LOC23592,LEMD3
11721228_s_at,LOC23592,LEMD3
11721229_at,LOC23592,LEMD3
11721230_a_at,LOC222389,BEND7
11721231_a_at,LOC79609,VCPKMT
11721232_s_at,LOC79609,VCPKMT
11721233_a_at,LOC7626,ZNF75D
11721234_a_at,LOC7626,ZNF75D
11721235_at,LOC1101,CHAD
11721236_a_at,LOC10184,LHFPL2
11721237_a_at,LOC10184,LHFPL2
11721238_s_at,LOC10632,ATP5L
11721239_x_at,LOC10632,ATP5L
11721240_at,LOC126208,ZNF787
11721241_at,LOC116448,OLIG1
11721242_s_at,LOC2222,FDFT1
11721243_a_at,LOC51056,LAP3
11721244_a_at,LOC633,BGN
11721245_s_at,LOC633,BGN
11721246_x_at,LOC633,BGN
11721247_a_at,LOC116535,MRGPRF
11721248_s_at,LOC54331,GNG2
11721249_a_at,LOC54331,GNG2
11721250_s_at,,LOC150776 || SMPD4
11721251_at,LOC4236,MFAP1
11721252_a_at,LOC29895,MYLPF
11721253_at,LOC29895,MYLPF
11721254_s_at,LOC51566,ARMCX3
11721255_at,LOC595,CCND1
11721256_a_at,LOC595,CCND1
11721257_at,LOC595,CCND1
11721258_a_at,LOC3852,KRT5
11721259_a_at,LOC22911,WDR47
11721260_a_at,LOC22911,WDR47
11721261_a_at,LOC55224,ETNK2
11721262_at,LOC54534,MRPL50
11721263_at,LOC2891,GRIA2
11721264_a_at,LOC2891,GRIA2
11721265_s_at,LOC5188,PET112
11721266_at,LOC56649,TMPRSS4
11721267_s_at,LOC56649,TMPRSS4
11721268_s_at,LOC56649,TMPRSS4
11721269_a_at,LOC29106,SCG3
11721270_at,LOC29106,SCG3
11721271_a_at,LOC55379,LRRC59
11721272_at,LOC55379,LRRC59
11721273_at,LOC7181,NR2C1
11721274_a_at,LOC7181,NR2C1
11721275_a_at,LOC117143,TADA1
11721276_s_at,LOC117143,TADA1
11721277_a_at,LOC6839,SUV39H1
11721278_s_at,LOC6839,SUV39H1
11721279_x_at,LOC6839,SUV39H1
11721280_a_at,LOC10136,CELA3A
11721281_x_at,LOC10136,CELA3A
11721282_a_at,LOC5437,POLR2H
11721283_a_at,LOC8760,CDS2
11721284_a_at,LOC8760,CDS2
11721285_a_at,LOC9519,TBPL1
11721286_at,LOC5550,PREP
11721287_a_at,LOC51741,WWOX
11721288_a_at,LOC51741,WWOX
11721289_at,LOC7170,TPM3
11721290_a_at,LOC2152,F3
11721291_a_at,LOC2152,F3
11721292_a_at,LOC9815,GIT2
11721293_x_at,LOC9815,GIT2
11721294_a_at,LOC9815,GIT2
11721295_a_at,LOC8027,STAM
11721296_a_at,LOC4707,NDUFB1
11721297_at,LOC58527,ABRACL
11721298_a_at,LOC54460,MRPS21
11721299_x_at,LOC54460,MRPS21
11721300_a_at,LOC140823,ROMO1
11721301_a_at,LOC5867,RAB4A
11721302_a_at,LOC9976,CLEC2B
11721303_at,LOC9976,CLEC2B
11721304_at,LOC10267,RAMP1
11721305_a_at,LOC22822,PHLDA1
11721306_at,LOC22822,PHLDA1
11721307_at,LOC22822,PHLDA1
11721308_at,LOC22822,PHLDA1
11721309_x_at,,LOC100996657 || SRSF10
11721310_s_at,,LOC100996657 || SRSF10
11721311_s_at,,LOC100996657 || SRSF10
11721312_a_at,LOC475,ATOX1
11721313_a_at,LOC57488,ESYT2
11721314_at,LOC57488,ESYT2
11721315_s_at,LOC26234,FBXL5
11721316_a_at,LOC5957,RCVRN
11721317_at,LOC25849,PARM1
11721318_at,LOC25849,PARM1
11721319_s_at,LOC57128,LYRM4
11721320_s_at,LOC57128,LYRM4
11721321_x_at,LOC57128,LYRM4
11721322_at,LOC81622,UNC93B1
11721323_a_at,LOC26000,TBC1D10B
11721324_a_at,LOC26000,TBC1D10B
11721325_a_at,LOC23464,GCAT
11721326_at,LOC57415,C3ORF14
11721327_a_at,LOC25861,DFNB31
11721328_a_at,LOC8732,RNGTT
11721329_a_at,LOC8732,RNGTT
11721330_s_at,LOC8732,RNGTT
11721331_x_at,LOC8732,RNGTT
11721332_s_at,LOC9577,BRE
11721333_a_at,LOC5352,PLOD2
11721334_a_at,LOC5352,PLOD2
11721335_x_at,LOC5352,PLOD2
11721336_at,LOC23641,LDOC1
11721337_a_at,LOC80232,WDR26
11721338_a_at,LOC80232,WDR26
11721339_a_at,LOC8648,NCOA1
11721340_s_at,LOC8648,NCOA1
11721341_s_at,LOC8648,NCOA1
11721342_a_at,LOC8648,NCOA1
11721343_a_at,LOC8648,NCOA1
11721344_a_at,LOC11330,CTRC
11721345_at,LOC26499,PLEK2
11721346_a_at,LOC219972,MPEG1
11721347_a_at,LOC219972,MPEG1
11721348_a_at,LOC54961,SSH3
11721349_s_at,LOC11274,USP18
11721350_s_at,LOC51529,ANAPC11
11721351_at,LOC6505,SLC1A1
11721352_at,LOC6505,SLC1A1
11721353_at,LOC2591,GALNT3
11721354_at,LOC2591,GALNT3
11721355_a_at,LOC83719,YPEL3
11721356_s_at,LOC83719,YPEL3
11721357_at,LOC4828,NMB
11721358_a_at,LOC3697,ITIH1
11721359_a_at,LOC3697,ITIH1
11721360_at,LOC83989,FAM172A
11721361_a_at,LOC83989,FAM172A
11721362_a_at,LOC8491,MAP4K3
11721363_x_at,LOC3658,IREB2
11721364_s_at,LOC3658,IREB2
11721365_a_at,LOC3658,IREB2
11721366_at,LOC91107,TRIM47
11721367_a_at,LOC84292,WDR83
11721368_at,LOC9244,CRLF1
11721369_a_at,LOC83696,TRAPPC9
11721370_at,LOC83439,TCF7L1
11721371_x_at,LOC83439,TCF7L1
11721372_at,LOC83439,TCF7L1
11721373_at,LOC219738,C10ORF35
11721374_a_at,LOC596,BCL2
11721375_a_at,LOC596,BCL2
11721376_at,LOC596,BCL2
11721377_x_at,LOC596,BCL2
11721378_at,LOC23194,FBXL7
11721379_a_at,LOC10536,LEPREL2
11721380_x_at,LOC79158,GNPTAB
11721381_at,LOC79158,GNPTAB
11721382_at,LOC55102,ATG2B
11721383_s_at,LOC55102,ATG2B
11721384_at,LOC55102,ATG2B
11721385_a_at,LOC9820,CUL7
11721386_s_at,LOC9820,CUL7
11721387_at,LOC114294,LACTB
11721388_a_at,LOC5026,P2RX5
11721389_a_at,LOC10590,SCGN
11721390_at,LOC94031,HTRA3
11721391_at,LOC9755,TBKBP1
11721392_a_at,LOC84695,LOXL3
11721393_at,LOC4815,NINJ2
11721394_a_at,LOC84062,DTNBP1
11721395_a_at,LOC84939,MUM1
11721396_at,LOC84939,MUM1
11721397_at,LOC84444,DOT1L
11721398_a_at,LOC84444,DOT1L
11721399_a_at,LOC9353,SLIT2
11721400_a_at,LOC84337,ELOF1
11721401_a_at,LOC8202,NCOA3
11721402_a_at,LOC8202,NCOA3
11721403_s_at,LOC8202,NCOA3
11721404_s_at,LOC8202,NCOA3
11721405_s_at,LOC8202,NCOA3
11721406_at,LOC84256,FLYWCH1
11721407_a_at,LOC84256,FLYWCH1
11721408_a_at,LOC196743,PAOX
11721409_a_at,LOC8576,STK16
11721410_s_at,LOC8576,STK16
11721411_a_at,LOC54836,BSPRY
11721412_a_at,LOC54836,BSPRY
11721413_at,LOC54799,MBTD1
11721414_s_at,LOC80021,TMEM62
11721415_at,LOC80021,TMEM62
11721416_a_at,LOC51111,SUV420H1
11721417_at,LOC6338,SCNN1B
11721418_at,LOC344558,SH3RF3
11721419_at,LOC11201,POLI
11721420_a_at,LOC23108,RAP1GAP2
11721421_s_at,LOC23108,RAP1GAP2
11721422_s_at,LOC79582,SPAG16
11721423_a_at,LOC51321,AMZ2
11721424_at,LOC7855,FZD5
11721425_at,LOC7855,FZD5
11721426_at,LOC7855,FZD5
11721427_at,LOC7855,FZD5
11721428_a_at,LOC6926,TBX3
11721429_a_at,LOC6926,TBX3
11721430_a_at,LOC55638,SYBU
11721431_a_at,LOC55638,SYBU
11721432_a_at,LOC55201,MAP1S
11721433_a_at,LOC51185,CRBN
11721434_a_at,LOC51185,CRBN
11721435_at,LOC8614,STC2
11721436_a_at,LOC8614,STC2
11721437_a_at,LOC8614,STC2
11721438_s_at,,DEFA1 || DEFA3 || DEFA1B
11721439_a_at,LOC26092,TOR1AIP1
11721440_at,LOC26092,TOR1AIP1
11721441_x_at,LOC57035,C1ORF63
11721442_at,LOC84153,RNASEH2C
11721443_a_at,LOC84153,RNASEH2C
11721444_a_at,LOC8697,CDC23
11721445_x_at,LOC2065,ERBB3
11721446_a_at,LOC8723,SNX4
11721447_at,LOC8723,SNX4
11721448_a_at,LOC2107,ETF1
11721449_a_at,LOC2107,ETF1
11721450_x_at,LOC2107,ETF1
11721451_a_at,LOC2107,ETF1
11721452_a_at,LOC64431,ACTR6
11721453_at,LOC65080,MRPL44
11721454_a_at,LOC5265,SERPINA1
11721455_s_at,LOC5265,SERPINA1
11721456_x_at,LOC5265,SERPINA1
11721457_a_at,LOC5265,SERPINA1
11721458_s_at,LOC11253,MAN1B1
11721459_a_at,LOC55080,TAPBPL
11721460_s_at,LOC55080,TAPBPL
11721461_a_at,LOC10987,COPS5
11721462_at,LOC9885,OSBPL2
11721463_a_at,LOC9885,OSBPL2
11721464_x_at,LOC9885,OSBPL2
11721465_a_at,LOC9885,OSBPL2
11721466_s_at,LOC1347,COX7A2
11721467_s_at,LOC80381,CD276
11721468_at,LOC114327,EFHC1
11721469_at,LOC114327,EFHC1
11721470_s_at,LOC8661,EIF3A
11721471_a_at,LOC8661,EIF3A
11721472_a_at,LOC3052,HCCS
11721473_a_at,LOC3052,HCCS
11721474_a_at,LOC2824,GPM6B
11721475_a_at,LOC2824,GPM6B
11721476_a_at,LOC1174,AP1S1
11721477_a_at,LOC9675,TTI1
11721478_a_at,LOC55204,GOLPH3L
11721479_at,LOC55204,GOLPH3L
11721480_s_at,LOC55204,GOLPH3L
11721481_at,LOC55204,GOLPH3L
11721482_x_at,LOC55204,GOLPH3L
11721483_at,LOC11007,CCDC85B
11721484_at,LOC11007,CCDC85B
11721485_at,LOC112858,TP53RK
11721486_at,LOC112858,TP53RK
11721487_s_at,LOC112858,TP53RK
11721488_a_at,LOC10395,DLC1
11721489_a_at,LOC9322,TRIP10
11721490_x_at,LOC9322,TRIP10
11721491_a_at,LOC2203,FBP1
11721492_a_at,LOC56311,ANKRD7
11721493_a_at,LOC55959,SULF2
11721494_at,LOC55339,WDR33
11721495_a_at,LOC55339,WDR33
11721496_at,LOC55339,WDR33
11721497_s_at,LOC55339,WDR33
11721498_a_at,LOC8459,TPST2
11721499_x_at,LOC5476,CTSA
11721500_at,LOC23075,SWAP70
11721501_x_at,LOC23075,SWAP70
11721502_at,LOC23075,SWAP70
11721503_a_at,LOC53947,A4GALT
11721504_a_at,,CKLF-CMTM1 || CKLF
11721505_a_at,LOC54938,SARS2
11721506_a_at,LOC1857,DVL3
11721507_at,LOC1857,DVL3
11721508_at,LOC1857,DVL3
11721509_s_at,LOC116150,NUS1
11721510_x_at,LOC116150,NUS1
11721511_at,LOC116150,NUS1
11721512_a_at,LOC29090,TIMM21
11721513_a_at,LOC81565,NDEL1
11721514_a_at,LOC56954,NIT2
11721515_a_at,LOC10548,TM9SF1
11721516_at,LOC64426,SUDS3
11721517_s_at,LOC64426,SUDS3
11721518_at,LOC64426,SUDS3
11721519_at,LOC23390,ZDHHC17
11721520_at,LOC23390,ZDHHC17
11721521_at,LOC23390,ZDHHC17
11721522_a_at,LOC27301,APEX2
11721523_s_at,LOC51123,ZNF706
11721524_s_at,LOC51123,ZNF706
11721525_s_at,,BOLA2 || BOLA2B
11721526_a_at,LOC80209,PROSER1
11721527_a_at,LOC80209,PROSER1
11721528_at,LOC51201,ZDHHC2
11721529_at,LOC51201,ZDHHC2
11721530_at,LOC51201,ZDHHC2
11721531_a_at,LOC362,AQP5
11721532_x_at,LOC8672,EIF4G3
11721533_at,LOC6873,TAF2
11721534_at,LOC6873,TAF2
11721535_a_at,,JPH4 || AP1G2
11721536_a_at,LOC6834,SURF1
11721537_a_at,LOC10087,COL4A3BP
11721538_a_at,LOC10087,COL4A3BP
11721539_at,LOC376267,RAB15
11721540_a_at,LOC5603,MAPK13
11721541_at,LOC10691,GMEB1
11721542_a_at,LOC92979,9-Mar
11721543_a_at,LOC64651,CSRNP1
11721544_at,LOC25880,TMEM186
11721545_x_at,LOC6935,ZEB1
11721546_s_at,LOC6935,ZEB1
11721547_s_at,LOC6935,ZEB1
11721548_a_at,LOC202333,CMYA5
11721549_a_at,LOC10623,POLR3C
11721550_x_at,LOC10623,POLR3C
11721551_a_at,LOC10847,SRCAP
11721552_a_at,LOC2550,GABBR1
11721553_a_at,LOC2550,GABBR1
11721554_a_at,LOC79709,COLGALT1
11721555_a_at,LOC79709,COLGALT1
11721556_at,LOC6094,ROM1
11721557_a_at,LOC10351,ABCA8
11721558_at,LOC150726,FBXO41
11721559_s_at,LOC27332,ZNF638
11721560_a_at,LOC23382,AHCYL2
11721561_a_at,LOC23382,AHCYL2
11721562_a_at,LOC10712,FAM189B
11721563_a_at,LOC9833,MELK
11721564_a_at,LOC8605,PLA2G4C
11721565_x_at,LOC58505,OSTC
11721566_s_at,LOC9920,KBTBD11
11721567_a_at,LOC5424,POLD1
11721568_a_at,LOC84909,C9ORF3
11721569_a_at,LOC283,ANG
11721570_a_at,LOC134145,FAM173B
11721571_a_at,LOC134145,FAM173B
11721572_at,LOC387695,C10ORF99
11721573_a_at,LOC94,ACVRL1
11721574_a_at,LOC2000,ELF4
11721575_at,LOC128061,C1ORF131
11721576_s_at,LOC128061,C1ORF131
11721577_at,LOC7124,TNF
11721578_at,LOC126374,WTIP
11721579_a_at,LOC1734,DIO2
11721580_a_at,LOC1734,DIO2
11721581_at,LOC84254,CAMKK1
11721582_a_at,LOC4033,LRMP
11721583_x_at,LOC4033,LRMP
11721584_a_at,LOC23023,TMCC1
11721585_a_at,LOC23023,TMCC1
11721586_a_at,LOC8573,CASK
11721587_at,LOC7185,TRAF1
11721588_at,LOC7185,TRAF1
11721589_a_at,LOC7185,TRAF1
11721590_a_at,LOC63910,SLC17A9
11721591_a_at,LOC2176,FANCC
11721592_a_at,LOC2176,FANCC
11721593_at,LOC8534,CHST1
11721594_a_at,LOC80728,ARHGAP39
11721595_a_at,LOC80728,ARHGAP39
11721596_s_at,LOC9425,CDYL
11721597_a_at,LOC4188,MDFI
11721598_a_at,LOC10278,EFS
11721599_s_at,LOC10278,EFS
11721600_s_at,LOC27154,BRPF3
11721601_s_at,LOC10472,ZBTB18
11721602_a_at,LOC171024,SYNPO2
11721603_a_at,LOC171024,SYNPO2
11721604_a_at,LOC171024,SYNPO2
11721605_a_at,LOC23503,ZFYVE26
11721606_a_at,LOC120,ADD3
11721607_at,LOC9693,RAPGEF2
11721608_s_at,LOC9693,RAPGEF2
11721609_a_at,LOC80336,PABPC1L
11721610_a_at,LOC9851,KIAA0753
11721611_a_at,LOC51194,IPO11
11721612_a_at,,IPO11-LRRC70* || IPO11
11721613_a_at,LOC3815,KIT
11721614_a_at,LOC3815,KIT
11721615_a_at,LOC9473,THEMIS2
11721616_a_at,LOC9473,THEMIS2
11721617_x_at,LOC9473,THEMIS2
11721618_a_at,LOC388886,FAM211B
11721619_at,LOC2302,FOXJ1
11721620_at,LOC2302,FOXJ1
11721621_a_at,LOC84056,KATNAL1
11721622_a_at,LOC84056,KATNAL1
11721623_a_at,LOC4222,MEOX1
11721624_s_at,LOC26118,WSB1
11721625_s_at,LOC2752,GLUL
11721626_a_at,LOC23157,6-Sep
11721627_a_at,LOC23157,6-Sep
11721628_a_at,LOC23157,6-Sep
11721629_a_at,LOC9935,MAFB
11721630_at,LOC9935,MAFB
11721631_a_at,LOC27346,TMEM97
11721632_a_at,LOC27346,TMEM97
11721633_s_at,LOC27346,TMEM97
11721634_x_at,LOC27346,TMEM97
11721635_a_at,LOC79139,DERL1
11721636_a_at,LOC79139,DERL1
11721637_s_at,LOC79139,DERL1
11721638_s_at,,LOC100653057 || CES1
11721639_a_at,LOC79575,ABHD8
11721640_x_at,LOC79575,ABHD8
11721641_a_at,LOC10486,CAP2
11721642_x_at,LOC10486,CAP2
11721643_at,LOC400,ARL1
11721644_s_at,LOC400,ARL1
11721645_x_at,LOC400,ARL1
11721646_s_at,LOC400,ARL1
11721647_a_at,,TMX2-CTNND1 || CTNND1
11721648_at,LOC54865,GPATCH4
11721649_a_at,LOC54865,GPATCH4
11721650_at,LOC5266,PI3
11721651_at,LOC1003,CDH5
11721652_a_at,LOC56895,AGPAT4
11721653_at,LOC56895,AGPAT4
11721654_at,LOC56895,AGPAT4
11721655_at,LOC493856,CISD2
11721656_s_at,LOC493856,CISD2
11721657_at,LOC8543,LMO4
11721658_at,LOC8543,LMO4
11721659_at,,LMO4
11721660_s_at,LOC8543,LMO4
11721661_a_at,LOC6916,TBXAS1
11721662_s_at,LOC79885,HDAC11
11721663_a_at,LOC79885,HDAC11
11721664_a_at,LOC90313,TP53I13
11721665_a_at,LOC11145,PLA2G16
11721666_at,LOC81620,CDT1
11721667_a_at,LOC81620,CDT1
11721668_at,LOC81620,CDT1
11721669_a_at,LOC54758,KLHDC4
11721670_a_at,LOC8986,RPS6KA4
11721671_x_at,LOC8986,RPS6KA4
11721672_at,LOC29107,NXT1
11721673_at,LOC51218,GLRX5
11721674_s_at,LOC51218,GLRX5
11721675_x_at,LOC51218,GLRX5
11721676_a_at,LOC60314,C12ORF10
11721677_a_at,LOC84991,RBM17
11721678_a_at,LOC84991,RBM17
11721679_a_at,LOC84991,RBM17
11721680_a_at,LOC83941,TM2D1
11721681_a_at,LOC51634,RBMX2
11721682_s_at,LOC51634,RBMX2
11721683_a_at,LOC64965,MRPS9
11721684_a_at,LOC9183,ZW10
11721685_at,LOC6363,CCL19
11721686_at,LOC404203,SPINK6
11721687_at,LOC3400,ID4
11721688_at,LOC3400,ID4
11721689_x_at,LOC3400,ID4
11721690_a_at,LOC1534,CYB561
11721691_x_at,LOC1534,CYB561
11721692_x_at,LOC1534,CYB561
11721693_a_at,LOC1534,CYB561
11721694_x_at,LOC7454,WAS
11721695_s_at,LOC1844,DUSP2
11721696_a_at,LOC29074,MRPL18
11721697_a_at,LOC89910,UBE3B
11721698_a_at,LOC89910,UBE3B
11721699_a_at,LOC5378,PMS1
11721700_a_at,LOC85004,RERG
11721701_a_at,LOC84557,MAP1LC3A
11721702_a_at,LOC112616,CMTM7
11721703_s_at,LOC84629,TNRC18
