Gene symbol,Probe ID / feature ID,LocusLink,limma logFC AD vs CN,Average expression,Moderated t statistic,Raw P value,FDR-adjusted P value,B statistic,Rank by raw P value,Selected for 464-gene panel,Direction in AD,Selected for final GE branch panel,Final GE branch panel,Final GE branch panel size
MLXIP,11723712_x_at,LOC22877,-0.0601636718743352,8.42017549668874,-1.15164505872001,0.250383892059216,0.948374640821088,-5.16841593326854,13029,False,Lower in AD,False,,
KCNJ2,11730466_a_at,LOC3759,0.1125693781759,5.12391390728477,1.15163167297531,0.250389386221708,0.948374640821088,-5.16842985341653,13030,False,Higher in AD,False,,
TTC21A,11730785_a_at,LOC199223,-0.084338705528937,5.46746026490066,-1.15162953910581,0.250390262073644,0.948374640821088,-5.16843207246237,13031,False,Lower in AD,False,,
GMFB,11753719_a_at,LOC2764,0.0453249664958959,2.4603642384106,1.15160427540535,0.250400631784479,0.948374640821088,-5.16845834428873,13032,False,Higher in AD,False,,
FGFR2,11752116_a_at,LOC2263,-0.0281207864020852,2.42411258278146,-1.15159585026567,0.250404090025101,0.948374640821088,-5.16846710549933,13033,False,Lower in AD,False,,
TUBB,11753356_x_at,LOC203068,-0.0455861825658585,7.92170198675497,-1.15152168095403,0.250434535515778,0.948374640821088,-5.16854423061608,13034,False,Lower in AD,False,,
DNAJC18,11743538_at,LOC202052,0.0393329270542903,2.64810927152318,1.15151456088012,0.250437458345642,0.948374640821088,-5.16855163418135,13035,False,Higher in AD,False,,
TNFRSF10B,11719681_a_at,LOC8795,0.0589481320645602,4.39704966887417,1.1515101843869,0.250439254932282,0.948374640821088,-5.16855618490556,13036,False,Higher in AD,False,,
TARDBP,200020_PM_at,,-0.0316353135490577,10.1057582781457,-1.15150158730446,0.250442784132012,0.948374640821088,-5.16856512419351,13037,False,Lower in AD,False,,
NHLRC3,11728757_a_at,LOC387921,0.0920109521164511,6.13949006622517,1.15145977171563,0.250459950402629,0.948374640821088,-5.16860860330264,13038,False,Higher in AD,False,,
NLGN3,11753030_a_at,LOC54413,0.0349329725826158,3.78643377483444,1.15144075309526,0.25046775826127,0.948374640821088,-5.16862837801011,13039,False,Higher in AD,False,,
ACTR2,11743581_s_at,LOC10097,0.0543756049379517,10.1405794701987,1.15138065639856,0.250492431337082,0.948374640821088,-5.16869086173093,13040,False,Higher in AD,False,,
COL11A2,11743769_a_at,LOC1302,-0.0333407467039762,2.40800662251656,-1.15134960492235,0.250505180383669,0.948374640821088,-5.16872314529761,13041,False,Lower in AD,False,,
SP140,11732913_a_at,LOC11262,-0.0623255168371671,6.60196026490066,-1.15134886273276,0.250505485115807,0.948374640821088,-5.16872391692595,13042,False,Lower in AD,False,,
KIAA0319L,11719932_x_at,LOC79932,0.0691550271386804,7.13811920529801,1.15119707864237,0.250567810898359,0.948374640821088,-5.16888171114236,13043,False,Higher in AD,False,,
PRLR,11723503_at,LOC5618,-0.0241120163027669,2.27662251655629,-1.15119294366851,0.250569508958985,0.948374640821088,-5.16888600955862,13044,False,Lower in AD,False,,
RBM23,11747550_a_at,LOC55147,0.0457720019093014,6.36553973509934,1.15118225712872,0.250573897510814,0.948374640821088,-5.16889711843263,13045,False,Higher in AD,False,,
MTNR1A,11715262_at,LOC4543,0.0261547682097344,2.54530794701987,1.15113286946889,0.250594179828153,0.948374640821088,-5.16894845657615,13046,False,Higher in AD,False,,
ATPAF1,11717264_a_at,LOC64756,-0.0466495848368658,7.37894701986755,-1.15111658860014,0.250600866239606,0.948374640821088,-5.16896537995273,13047,False,Lower in AD,False,,
ANKDD1A,11753067_x_at,LOC348094,-0.0405041262024304,4.83191721854305,-1.15108095269083,0.250615502035039,0.948374640821088,-5.16900242136946,13048,False,Lower in AD,False,,
SRSF5,11760894_s_at,LOC6430,0.104604891019213,4.44297682119205,1.15105325699771,0.250626877169448,0.948374640821088,-5.16903120861753,13049,False,Higher in AD,False,,
RMI2,11744297_a_at,LOC116028,-0.0943475776599138,4.52764238410596,-1.15104363592383,0.250630828807558,0.948374640821088,-5.16904120872086,13050,False,Lower in AD,False,,
FAM134B,11719737_a_at,LOC54463,-0.0669342983087222,6.58766225165563,-1.15102641714817,0.250637901138665,0.948374640821088,-5.16905910563662,13051,False,Lower in AD,False,,
RBMX,11754432_x_at,LOC27316,0.034740928870437,9.44680794701987,1.15101742389363,0.250641595026867,0.948374640821088,-5.16906845297387,13052,False,Higher in AD,False,,
CDC37L1,11722605_at,LOC55664,0.081630181948418,6.18285761589404,1.15092736486761,0.250678587965956,0.948434386676818,-5.16916205381827,13053,False,Higher in AD,False,,
DNAJC6,11745301_a_at,LOC9829,-0.0573915703118496,2.56815894039735,-1.15088548002799,0.250695794024201,0.948434386676818,-5.16920558342299,13054,False,Lower in AD,False,,
ZNF277,11733089_at,LOC11179,0.0745149738847033,6.2561821192053,1.15076912575253,0.250743596058666,0.948491791972109,-5.16932649855209,13055,False,Higher in AD,False,,
DEFB135,11738792_at,LOC613209,0.0198153363485901,1.87930794701987,1.15066535550859,0.250786233567191,0.948491791972109,-5.16943432616699,13056,False,Higher in AD,False,,
GNAI2,11757732_x_at,LOC2771,0.0224154533944185,10.9651324503311,1.15066266747281,0.250787338105032,0.948491791972109,-5.16943711917583,13057,False,Higher in AD,False,,
AKAP8L,11730171_a_at,LOC26993,0.0624050847571788,3.70138079470199,1.15064730317814,0.250793651496036,0.948491791972109,-5.16945308335221,13058,False,Higher in AD,False,,
MOXD1,11719602_a_at,LOC26002,-0.0740125415143908,2.86854635761589,-1.15050013592412,0.250854130107449,0.948491791972109,-5.16960598589201,13059,False,Lower in AD,False,,
FER,11761807_at,,0.0264317833050883,2.00838410596026,1.15041390610054,0.250889571140261,0.948491791972109,-5.16969556719671,13060,False,Higher in AD,False,,
RABL6,11751620_a_at,LOC55684,0.0284154222924859,2.07881456953642,1.15040630138054,0.250892696899445,0.948491791972109,-5.16970346716908,13061,False,Higher in AD,False,,
OGG1,11727696_x_at,LOC4968,0.0428422655564487,6.0994701986755,1.15024105357117,0.250960625259672,0.948491791972109,-5.16987511793345,13062,False,Higher in AD,False,,
GPR37L1,11734711_at,LOC9283,-0.0357570769757441,2.58888079470199,-1.15010458981027,0.251016731095268,0.948491791972109,-5.17001685092605,13063,False,Lower in AD,False,,
NUDCD2,11724491_at,LOC134492,-0.0809147509942371,4.99445695364238,-1.15009058254531,0.251022490552826,0.948491791972109,-5.1700313981066,13064,False,Lower in AD,False,,
COL6A6,11756896_a_at,LOC131873,-0.0672345065016739,3.80687086092715,-1.15006513663708,0.251032953548293,0.948491791972109,-5.17005782438851,13065,False,Lower in AD,False,,
C2ORF78,11740460_at,LOC388960,0.0236605929112359,2.30131125827815,1.15006430700226,0.251033294687478,0.948491791972109,-5.1700586859776,13066,False,Higher in AD,False,,
ZNF474,11736719_at,LOC133923,-0.0254660099872059,2.23431456953642,-1.15006361890972,0.251033577625861,0.948491791972109,-5.17005940057224,13067,False,Lower in AD,False,,
SOBP,11734893_s_at,LOC55084,-0.090137965248441,2.98083774834437,-1.14999814579892,0.251060500690557,0.948491791972109,-5.17012739346427,13068,False,Lower in AD,False,,
GUCY1A3,11722138_s_at,LOC2982,0.102490956525531,5.77306622516556,1.14989965368573,0.251101005246522,0.948491791972109,-5.17022966889825,13069,False,Higher in AD,False,,
ACER3,11724859_s_at,LOC55331,0.0784650906938852,5.34635099337748,1.14989329022863,0.251103622354826,0.948491791972109,-5.17023627649283,13070,False,Higher in AD,False,,
ZNF671,11755542_a_at,LOC79891,-0.0452367637659814,6.75604635761589,-1.14982028839374,0.251133647294718,0.948491791972109,-5.17031207649149,13071,False,Lower in AD,False,,
TCP11L1,11741073_a_at,LOC55346,0.0319951869867318,2.41751986754967,1.14978493263932,0.251148189675265,0.948491791972109,-5.17034878572056,13072,False,Higher in AD,False,,
RIMKLB,11728013_s_at,LOC57494,-0.0831169890998656,4.34822847682119,-1.14968731380244,0.251188344911898,0.948491791972109,-5.17045013575759,13073,False,Lower in AD,False,,
ATP2B2,11729862_a_at,LOC491,0.0256334727750453,3.15806953642384,1.14967525872177,0.251193304048063,0.948491791972109,-5.17046265101794,13074,False,Higher in AD,False,,
RD3,11730505_a_at,LOC343035,0.027434368755707,3.17981125827815,1.14964638998888,0.251205180147903,0.948491791972109,-5.1704926212313,13075,False,Higher in AD,False,,
ARMS2,11729447_at,LOC387715,0.0238659139556673,2.38369867549669,1.14958280574998,0.251231338998076,0.948491791972109,-5.17055862888487,13076,False,Higher in AD,False,,
ITPR3,11742963_at,LOC3710,-0.0297478741452578,2.6336821192053,-1.14954011443872,0.251248903472893,0.948491791972109,-5.17060294528043,13077,False,Lower in AD,False,,
LIMA1,11716226_a_at,LOC51474,-0.0655097738774794,5.59165231788079,-1.14951990994544,0.251257216502378,0.948491791972109,-5.17062391830823,13078,False,Lower in AD,False,,
ASS1,11757278_x_at,LOC445,0.0280906527056722,2.94249006622517,1.14945029624367,0.251285860160532,0.948491791972109,-5.17069617716625,13079,False,Higher in AD,False,,
SATB2,11728905_at,LOC23314,0.0282879890407387,2.85601324503311,1.14940472150049,0.251304613849294,0.948491791972109,-5.17074348129456,13080,False,Higher in AD,False,,
CHRNA10,11732891_a_at,LOC57053,0.0478051358365982,4.04337748344371,1.14940161069672,0.251305893959117,0.948491791972109,-5.17074671007359,13081,False,Higher in AD,False,,
,11759903_s_at,,0.0648278405595273,5.88766556291391,1.14938836480715,0.251311344753763,0.948491791972109,-5.17076045820813,13082,False,Higher in AD,False,,
NPTN,11719209_x_at,LOC27020,0.0856285686119893,5.3536357615894,1.14932630515954,0.251336883923301,0.948491791972109,-5.17082486888442,13083,False,Higher in AD,False,,
CYSLTR2,11734945_at,LOC57105,-0.0399015066554029,2.73613907284768,-1.14924474894211,0.251370449208778,0.948491791972109,-5.17090950948874,13084,False,Lower in AD,False,,
BMP7,11724297_a_at,LOC655,0.023090545677109,2.29101655629139,1.14923308003154,0.251375251923848,0.948491791972109,-5.17092161922117,13085,False,Higher in AD,False,,
GALNT15,11726078_a_at,LOC117248,-0.0385925753522071,2.88833112582781,-1.14920577043341,0.251386492317908,0.948491791972109,-5.1709499600306,13086,False,Lower in AD,False,,
DLGAP5,11722367_a_at,LOC9787,-0.0656684474371128,2.30198675496689,-1.1491958164188,0.251390589391741,0.948491791972109,-5.17096028974328,13087,False,Lower in AD,False,,
CCDC14,11733199_a_at,LOC64770,-0.0494608970531852,2.91500993377483,-1.14918538543096,0.25139488283806,0.948491791972109,-5.17097111433667,13088,False,Lower in AD,False,,
LOC101929802 || APBA1,11725860_at,,0.0220763917356722,2.46720198675497,1.14917766333599,0.251398061323758,0.948491791972109,-5.17097912775647,13089,False,Higher in AD,False,,
LIG3,11725377_a_at,LOC3980,-0.0450871852853641,4.62440397350993,-1.1490657720517,0.251444119973079,0.948491791972109,-5.17109523428195,13090,False,Lower in AD,False,,
VIP,11733966_at,LOC7432,0.0219904660956975,2.12066887417219,1.1490410875931,0.251454281818588,0.948491791972109,-5.17112084716197,13091,False,Higher in AD,False,,
KIAA0232,11728702_s_at,LOC9778,0.0475578267796603,9.55189735099338,1.14900146840069,0.251470592444515,0.948491791972109,-5.17116195535548,13092,False,Higher in AD,False,,
POLN,11752374_a_at,LOC353497,-0.0334116551549311,2.71319536423841,-1.1489808124434,0.251479096485779,0.948491791972109,-5.17118338706522,13093,False,Lower in AD,False,,
ZBP1,11751056_a_at,LOC81030,0.076859445693988,6.12066556291391,1.14894790082571,0.251492646589265,0.948491791972109,-5.17121753391893,13094,False,Higher in AD,False,,
MT1DP,11761961_s_at,,-0.0270011011753218,1.77844370860927,-1.14892265382504,0.251503041425912,0.948491791972109,-5.17124372783132,13095,False,Lower in AD,False,,
MKRN2,11749873_s_at,LOC23609,0.0673212901566125,4.80685430463576,1.14886938882247,0.251524972979446,0.948491791972109,-5.17129898871612,13096,False,Higher in AD,False,,
TUBA3E,11733986_x_at,LOC112714,0.0263903548123115,2.57739735099338,1.1487626411265,0.251568929755288,0.948491791972109,-5.17140972869556,13097,False,Higher in AD,False,,
TPCN2,11736835_at,LOC219931,0.0745040406333068,4.48728476821192,1.14862848297617,0.251624181298428,0.948491791972109,-5.17154888980723,13098,False,Higher in AD,False,,
SLC43A3,11749600_a_at,LOC29015,0.0262986176588256,2.53128145695364,1.14861804184182,0.251628481720309,0.948491791972109,-5.17155971963223,13099,False,Higher in AD,False,,
PCDHB9,11735072_at,LOC56127,0.0228103309378194,2.08722847682119,1.14860771328442,0.25163273582547,0.948491791972109,-5.17157043259343,13100,False,Higher in AD,False,,
OLFML2B,11720441_x_at,LOC25903,-0.0980131580589298,4.79085761589404,-1.14854643740906,0.251657975044827,0.948491791972109,-5.17163398704599,13101,False,Lower in AD,False,,
IRF1,11754035_a_at,LOC3659,0.0558625737327282,7.1129701986755,1.14848958120338,0.251681395411978,0.948491791972109,-5.17169295447758,13102,False,Higher in AD,False,,
SIGLEC8,11751436_x_at,LOC27181,-0.039647535160241,2.98843046357616,-1.1484849665456,0.251683296361738,0.948491791972109,-5.17169774036334,13103,False,Lower in AD,False,,
VSIG10,11757885_at,LOC54621,0.102071907966331,4.05138410596027,1.14842126442337,0.251709538671654,0.948491791972109,-5.17176380422183,13104,False,Higher in AD,False,,
SLC3A2,11733071_a_at,LOC6520,-0.0568183426294293,7.17421523178808,-1.14838885918404,0.251722888858195,0.948491791972109,-5.17179740948261,13105,False,Lower in AD,False,,
SPARC,11754059_x_at,LOC6678,0.0921906850956468,4.22861920529801,1.14837043086701,0.251730481107119,0.948491791972109,-5.17181651981285,13106,False,Higher in AD,False,,
PDE7B,11757985_s_at,LOC27115,-0.060250077844875,3.41420198675497,-1.14826814170091,0.251772625953214,0.948491791972109,-5.17192258907471,13107,False,Lower in AD,False,,
IFNA5,11759270_at,LOC3442,-0.022310782531606,1.96384437086093,-1.14817061630797,0.251812812650247,0.948491791972109,-5.17202370980403,13108,False,Lower in AD,False,,
PCDHGB3 || PCDHGA6,11715141_s_at,,-0.0272357865568684,2.57531125827815,-1.1481269921729,0.251830790038098,0.948491791972109,-5.17206893941741,13109,False,Lower in AD,False,,
,11760011_at,,0.0445841802053396,2.9692880794702,1.14812609232108,0.251831160874064,0.948491791972109,-5.17206987236816,13110,False,Higher in AD,False,,
PKNOX2,11741909_a_at,LOC63876,0.0345080783280827,3.48699006622517,1.14805453264623,0.251860652400522,0.948491791972109,-5.17214406187617,13111,False,Higher in AD,False,,
THAP7,11724935_x_at,LOC80764,-0.0501271226998972,5.06638741721854,-1.14801151222525,0.25187838335373,0.948491791972109,-5.17218866110243,13112,False,Lower in AD,False,,
ITPR1,11739563_a_at,LOC3708,-0.0875002052630793,7.4226059602649,-1.14800452084192,0.251881264949092,0.948491791972109,-5.17219590890597,13113,False,Lower in AD,False,,
SNX7,11735236_x_at,LOC51375,-0.0273800080887293,1.96872185430464,-1.1479678199638,0.251896392102735,0.948491791972109,-5.17223395513083,13114,False,Lower in AD,False,,
SMAGP,11719864_a_at,LOC57228,-0.0673672390403303,5.89378145695364,-1.14787259207843,0.251935645545656,0.948491791972109,-5.17233266817342,13115,False,Lower in AD,False,,
C15ORF59,11731209_s_at,LOC388135,-0.0437454264312912,4.21809933774834,-1.14786264277869,0.251939746947461,0.948491791972109,-5.17234298113041,13116,False,Lower in AD,False,,
PXK,11752622_a_at,LOC54899,0.0691437493634263,7.34152649006622,1.14784296527154,0.251947858747917,0.948491791972109,-5.17236337761023,13117,False,Higher in AD,False,,
KDM6A,11743085_a_at,LOC7403,0.0596852629210515,5.76828145695364,1.14778063548939,0.251973554610895,0.948491791972109,-5.17242798249924,13118,False,Higher in AD,False,,
CTNNBL1,11736085_a_at,LOC56259,-0.0458124232679729,7.90780794701987,-1.14774087993866,0.251989945057586,0.948491791972109,-5.17246918735722,13119,False,Lower in AD,False,,
DCUN1D1,11726326_a_at,LOC54165,-0.0977338212770225,6.94575496688742,-1.14769231579095,0.252009968132653,0.948491791972109,-5.17251952001565,13120,False,Lower in AD,False,,
,AFFX-r2-TagQ-5_at,,0.0227886045948704,2.04655629139073,1.14755465328518,0.252066732661304,0.948491791972109,-5.17266218417136,13121,False,Higher in AD,False,,
SLC5A8,11759121_at,,-0.0287120110939251,2.12955629139073,-1.14755120121692,0.252068156221604,0.948491791972109,-5.1726657614447,13122,False,Lower in AD,False,,
VASH2,11749015_a_at,LOC79805,-0.0319954225154459,2.88313907284768,-1.14754618830453,0.252070223451205,0.948491791972109,-5.17267095615443,13123,False,Lower in AD,False,,
TRIM64 || TRIM64B,11735870_x_at,,-0.0798875164395237,2.72590397350993,-1.14750144430848,0.252088675549284,0.948491791972109,-5.17271732183193,13124,False,Lower in AD,False,,
WWC3,11718327_a_at,LOC55841,0.048362388816699,7.86294370860927,1.14743090073713,0.252117769126641,0.948491791972109,-5.17279041851621,13125,False,Higher in AD,False,,
ENSG00000211889 || ENSG00000229164,11761959_x_at,,-0.0402394936052812,10.8892086092715,-1.14742420793626,0.252120529493542,0.948491791972109,-5.17279735331179,13126,False,Lower in AD,False,,
CHTOP,11720299_s_at,LOC26097,0.0196201795384423,10.1213278145695,1.14738187184826,0.252137991005096,0.948491791972109,-5.17284121923697,13127,False,Higher in AD,False,,
,11761354_at,,-0.0439019854540231,4.51913907284768,-1.1473355232275,0.252157108456642,0.948491791972109,-5.1728892408518,13128,False,Lower in AD,False,,
DGCR2,11716929_a_at,LOC9993,0.0218254428899756,1.90493708609272,1.14732671790535,0.252160740509491,0.948491791972109,-5.17289836379262,13129,False,Higher in AD,False,,
SLC39A14,11736570_a_at,LOC23516,0.0879397799897132,5.34498013245033,1.14726063672171,0.252187999097813,0.948491791972109,-5.17296682639168,13130,False,Higher in AD,False,,
SUGP2,11719590_a_at,LOC10147,-0.0414761788712334,8.60326490066225,-1.14721463524432,0.252206975995683,0.948491791972109,-5.1730144833519,13131,False,Lower in AD,False,,
SPHKAP,11730627_a_at,LOC80309,-0.0199552621788257,1.96412582781457,-1.14720114413089,0.25221254164757,0.948491791972109,-5.17302845961925,13132,False,Lower in AD,False,,
SYNE4,11740701_a_at,LOC163183,-0.0641685375427859,4.56134105960265,-1.14709159569706,0.252257738171709,0.948491791972109,-5.17314194149639,13133,False,Lower in AD,False,,
VCPKMT,11721231_a_at,LOC79609,0.0604504620057449,4.07164238410596,1.14708978286547,0.252258486141458,0.948491791972109,-5.17314381932914,13134,False,Higher in AD,False,,
C11ORF42,11738164_at,LOC160298,0.0291181436619947,3.00732781456954,1.1470416310035,0.252278354047223,0.948491791972109,-5.17319369665679,13135,False,Higher in AD,False,,
C1ORF109,11738828_a_at,LOC54955,-0.06747856756658,5.91065231788079,-1.14697680509452,0.252305103551114,0.948491791972109,-5.17326084225123,13136,False,Lower in AD,False,,
AQP6,11755488_a_at,LOC363,-0.0321857174847197,2.5521059602649,-1.14695956267405,0.252312218729079,0.948491791972109,-5.17327870102977,13137,False,Lower in AD,False,,
,11763649_x_at,,0.0339032715904273,3.19583112582781,1.14688632907724,0.252342440534864,0.948491791972109,-5.17335454951615,13138,False,Higher in AD,False,,
ZNF354A,11725475_at,LOC6940,0.0927886067810418,5.80449668874172,1.1468449606951,0.252359513426876,0.948491791972109,-5.17339739288371,13139,False,Higher in AD,False,,
VAV3,11752220_a_at,LOC10451,0.0406977963363565,2.80962913907285,1.14683734546465,0.252362656350251,0.948491791972109,-5.17340527946762,13140,False,Higher in AD,False,,
RPP38,11730118_a_at,LOC10557,-0.0432117048125764,6.47203642384106,-1.14669945761235,0.252419569542546,0.948542403545201,-5.17354807170458,13141,False,Lower in AD,False,,
OR10J1,11741999_at,LOC26476,-0.0235117566024135,2.32924834437086,-1.14664497274173,0.252442060643495,0.948542403545201,-5.17360448980173,13142,False,Lower in AD,False,,
BCL2L11,11735895_at,LOC10018,0.0857247788603715,4.32543377483444,1.14663404773035,0.252446570606285,0.948542403545201,-5.17361580213368,13143,False,Higher in AD,False,,
MAP4K1,11729570_x_at,LOC11184,-0.0593568717946061,8.10322185430464,-1.14661859620122,0.252452949260886,0.948542403545201,-5.17363180127809,13144,False,Lower in AD,False,,
COG4,11754384_x_at,LOC25839,-0.053938508899495,8.00011589403974,-1.14649891817593,0.252502358213215,0.948638124772734,-5.17375571356212,13145,False,Lower in AD,False,,
SNORA62,11757128_at,LOC6044,-0.0376886697851193,3.01247350993377,-1.14639718250898,0.252544365006795,0.948638124772734,-5.17386103860614,13146,False,Lower in AD,False,,
TMEM179,11741776_at,LOC388021,-0.0268353284170101,2.29304635761589,-1.14632544407929,0.25257398884325,0.948638124772734,-5.17393530250304,13147,False,Lower in AD,False,,
IFI27,11757480_x_at,LOC3429,-0.258946939462175,6.34283443708609,-1.14632155405575,0.252575595268315,0.948638124772734,-5.17393932933873,13148,False,Lower in AD,False,,
DMBT1,11753002_a_at,LOC1755,0.0298299930827456,2.59354966887417,1.14630758930019,0.252581362216102,0.948638124772734,-5.17395378512328,13149,False,Higher in AD,False,,
NDST1,11719777_at,LOC3340,0.0859912967832309,6.48311258278146,1.14621112446336,0.252621201284495,0.948638124772734,-5.17405363709481,13150,False,Higher in AD,False,,
ALCAM,11716184_s_at,LOC214,0.0899804328101081,2.92855629139073,1.14619333870921,0.2526285471138,0.948638124772734,-5.17407204644494,13151,False,Higher in AD,False,,
ARHGAP11B || ARHGAP11A,11737986_s_at,,-0.0472441985387056,3.14341390728477,-1.14618474998825,0.252632094460191,0.948638124772734,-5.17408093619837,13152,False,Lower in AD,False,,
ANO6,11717410_a_at,LOC196527,0.0616813058910484,6.19873841059603,1.14609852630993,0.25266770882674,0.948689900087862,-5.17417017833898,13153,False,Higher in AD,False,,
CIB2,11728602_a_at,LOC10518,-0.0640741672102595,4.12577814569536,-1.146039250273,0.252692194610593,0.948689900087862,-5.17423152561573,13154,False,Lower in AD,False,,
IFNB1,11733765_at,LOC3456,0.0227188132271953,2.21684768211921,1.14597345545685,0.252719375121877,0.948689900087862,-5.17429961577268,13155,False,Higher in AD,False,,
OR2T2,11759278_at,,0.053181388202136,4.32081456953642,1.14596535527461,0.252722721531525,0.948689900087862,-5.17430799827302,13156,False,Higher in AD,False,,
TRAF4,11716655_a_at,LOC9618,-0.0477290462968355,4.97023509933775,-1.14567688494042,0.252841916847752,0.948803590511793,-5.1746064844913,13157,False,Lower in AD,False,,
COX6A2,11722364_at,LOC1339,-0.0371853409290887,2.86131456953642,-1.14567436913018,0.252842956548205,0.948803590511793,-5.17460908732481,13158,False,Lower in AD,False,,
SCARNA20,11757263_x_at,LOC677681,-0.0292340873629754,2.25185099337748,-1.14564644211301,0.252854498053918,0.948803590511793,-5.17463797997239,13159,False,Lower in AD,False,,
ABHD17B,11735464_a_at,LOC51104,0.0303398866511472,2.27742052980132,1.1456229101353,0.252864223491157,0.948803590511793,-5.17466232507205,13160,False,Higher in AD,False,,
LARP1B,11759732_a_at,LOC55132,0.0564422972753394,2.84692715231788,1.14547919069407,0.252923626410664,0.948803590511793,-5.17481099983285,13161,False,Higher in AD,False,,
FXYD6,11747154_a_at,LOC53826,0.0631732734315823,4.60226821192053,1.14547659657944,0.252924698714329,0.948803590511793,-5.17481368322052,13162,False,Higher in AD,False,,
SPIRE1,11758521_s_at,LOC56907,-0.0807059794260227,4.22166556291391,-1.14537540750221,0.252966528732183,0.948803590511793,-5.1749183498903,13163,False,Lower in AD,False,,
CPS1,11741247_a_at,LOC1373,-0.0273451899306011,2.42722847682119,-1.14533662519535,0.252982562028915,0.948803590511793,-5.1749584626116,13164,False,Lower in AD,False,,
ARL6IP4,11753949_x_at,LOC51329,-0.0462052140957878,8.56529801324503,-1.14526450919046,0.253012377961913,0.948803590511793,-5.17503304895603,13165,False,Lower in AD,False,,
APOL2,11751299_a_at,LOC23780,0.0861210563905689,5.03151324503311,1.14525410541649,0.253016679543391,0.948803590511793,-5.17504380872816,13166,False,Higher in AD,False,,
KCNT1,11763802_x_at,,-0.0293993234158207,2.14937086092715,-1.14503404518233,0.253107678427812,0.948803590511793,-5.17527137634135,13167,False,Lower in AD,False,,
SRI,11739990_a_at,LOC6717,-0.0427064232984695,6.00414900662252,-1.14502831723164,0.253110047344856,0.948803590511793,-5.1752772991233,13168,False,Lower in AD,False,,
PI4K2A,11732188_at,LOC55361,-0.0525777222126999,5.45366887417219,-1.14499037154285,0.253125740991515,0.948803590511793,-5.17531653476069,13169,False,Lower in AD,False,,
NOX1,11744651_a_at,LOC27035,-0.0325464678883383,2.64658609271523,-1.14498708869279,0.253127098750597,0.948803590511793,-5.17531992914943,13170,False,Lower in AD,False,,
CMTM4,11753282_a_at,LOC146223,-0.0492488738769695,2.8809238410596,-1.14498050132019,0.2531298232477,0.948803590511793,-5.1753267403066,13171,False,Lower in AD,False,,
AGRN,11732450_s_at,LOC375790,-0.116146875738309,6.34633774834437,-1.144963930095,0.253136677096077,0.948803590511793,-5.17534387431366,13172,False,Lower in AD,False,,
CFB,11761555_at,,0.026461843078508,2.54992052980132,1.14495606847236,0.25313992870372,0.948803590511793,-5.17535200284208,13173,False,Higher in AD,False,,
,11760062_at,,0.0325689836037459,2.54728145695364,1.14492511364999,0.253152732062002,0.948803590511793,-5.17538400805774,13174,False,Higher in AD,False,,
EPN2,11719679_a_at,LOC22905,-0.0573773959549248,2.95167218543046,-1.14478300743653,0.253211515046301,0.948803590511793,-5.1755309253781,13175,False,Lower in AD,False,,
FCRL4,11731809_at,LOC83417,0.0223199570114709,2.02629470198675,1.14472770905526,0.253234392095388,0.948803590511793,-5.17558809104349,13176,False,Higher in AD,False,,
SBNO2,11752242_a_at,LOC22904,0.0311304548002019,2.62561920529801,1.14471892200715,0.253238027447681,0.948803590511793,-5.17559717455582,13177,False,Higher in AD,False,,
CCDC117,11719986_at,LOC150275,-0.0699064887049241,7.58771854304636,-1.14468719062942,0.253251155566221,0.948803590511793,-5.17562997593611,13178,False,Lower in AD,False,,
PATE3,11733693_at,LOC100169851,-0.020219816705532,1.94465894039735,-1.14465657345934,0.253263823158863,0.948803590511793,-5.17566162468329,13179,False,Lower in AD,False,,
HK3,11757186_a_at,LOC3101,0.0682196194049196,6.78765562913907,1.14442587526695,0.25335928682679,0.948803590511793,-5.17590006877473,13180,False,Higher in AD,False,,
MIER3,11725771_at,LOC166968,0.0352932602813773,2.21120529801324,1.14442243859481,0.253360709123335,0.948803590511793,-5.17590362047634,13181,False,Higher in AD,False,,
JKAMP,11741235_a_at,LOC51528,0.0528137283895485,6.5682582781457,1.14437553534354,0.253380120998869,0.948803590511793,-5.17595209257924,13182,False,Higher in AD,False,,
G6PD,11716292_a_at,LOC2539,0.0719445959771594,8.49967880794702,1.14434959847922,0.253390855950743,0.948803590511793,-5.17597889615237,13183,False,Higher in AD,False,,
P2RX2,11741867_a_at,LOC22953,-0.034685212973031,3.02850993377483,-1.14430621528392,0.253408812437738,0.948803590511793,-5.1760237276999,13184,False,Lower in AD,False,,
APOBEC3A_B || APOBEC3A,11740441_a_at,,0.0821253082159221,8.11861589403973,1.14427586883648,0.253421373489294,0.948803590511793,-5.17605508626579,13185,False,Higher in AD,False,,
FRMD1,11740625_a_at,LOC79981,-0.035728515989859,2.73366556291391,-1.14420783928537,0.253449533976565,0.948803590511793,-5.17612538175386,13186,False,Lower in AD,False,,
OR51E1,11729043_a_at,LOC143503,0.0253370368573877,2.22714900662252,1.1441653828474,0.253467109713277,0.948803590511793,-5.17616925023845,13187,False,Higher in AD,False,,
RALGDS,11741360_x_at,LOC5900,-0.0471743713541554,4.17769867549669,-1.1441644675033,0.253467488648641,0.948803590511793,-5.176170196008,13188,False,Lower in AD,False,,
C11ORF63,11728525_at,LOC79864,-0.0751337687491578,3.22389735099338,-1.14414740406423,0.253474552666307,0.948803590511793,-5.17618782648693,13189,False,Lower in AD,False,,
