Gene symbol,Probe ID / feature ID,LocusLink,limma logFC AD vs CN,Average expression,Moderated t statistic,Raw P value,FDR-adjusted P value,B statistic,Rank by raw P value,Selected for 464-gene panel,Direction in AD,Selected for final GE branch panel,Final GE branch panel,Final GE branch panel size
SLC2A14 || SLC2A3,11747751_s_at,,0.250569598483441,4.65707947019868,4.30561576173448,2.25796136118254e-05,0.310296698028294,2.36847867243681,1,True,Higher in AD,True,Top 2000,2000
MAPK14,11742204_a_at,LOC1432,0.194035139543118,8.77088741721854,4.26895958200686,2.63757216100178e-05,0.310296698028294,2.23489556475232,2,True,Higher in AD,True,Top 2000,2000
NAB2,11744292_at,LOC4665,-0.144177605398864,4.13349668874172,-4.24767584238358,2.88521730175864e-05,0.310296698028294,2.15779103035766,3,True,Lower in AD,True,Top 2000,2000
EIF3H,11760274_at,,0.239454868581359,3.89272847682119,4.24557253117395,2.91086193641601e-05,0.310296698028294,2.15018967710719,4,True,Higher in AD,True,Top 2000,2000
ANXA3,11756334_x_at,LOC306,0.422467140872147,8.09656622516556,4.22741046463234,3.14154515478369e-05,0.310296698028294,2.08468923018888,5,True,Higher in AD,True,Top 2000,2000
SNX11,11751113_a_at,LOC29916,0.146144969517026,5.06749006622517,4.07651533579414,5.86039434899556e-05,0.345271592270675,1.55005012790387,6,True,Higher in AD,True,Top 2000,2000
CD177,11730765_at,LOC57126,0.576577919345298,3.56375496688742,4.06873263021161,6.0489387465316e-05,0.345271592270675,1.5229401644436,7,True,Higher in AD,True,Top 2000,2000
GM2A,11719922_a_at,LOC2760,0.225910525866744,4.28660264900662,4.05031917312882,6.51827453231769e-05,0.345271592270675,1.45898209036158,8,True,Higher in AD,True,Top 2000,2000
SLC22A1,11731577_a_at,LOC6580,0.388644875362619,6.53481456953642,4.0441927740538,6.6819649347178e-05,0.345271592270675,1.43775937227689,9,True,Higher in AD,True,Top 2000,2000
BCL6,11750749_a_at,LOC604,0.305649405380428,7.19795695364238,3.97338450564979,8.88078164372453e-05,0.345271592270675,1.19453969867753,10,True,Higher in AD,True,Top 2000,2000
PYGL,11719302_a_at,LOC5836,0.185077506386802,10.3437913907285,3.96438664172683,9.2050339824303e-05,0.345271592270675,1.16390647045039,11,True,Higher in AD,True,Top 2000,2000
ANXA3,11724283_a_at,LOC306,0.377456414852731,8.27260264900662,3.94665069152807,9.87736770679063e-05,0.345271592270675,1.10370558369589,12,True,Higher in AD,True,Top 2000,2000
QPCT,11719828_x_at,LOC25797,0.252908797199744,9.00254635761589,3.92994034932874,0.0001055324126061,0.345271592270675,1.04720610083711,13,True,Higher in AD,True,Top 2000,2000
,11762865_a_at,,0.32052238015587,8.34857947019868,3.92246125546691,0.000108697482814,0.345271592270675,1.02198776362647,14,True,Higher in AD,True,Top 2000,2000
HECW2,11730579_a_at,LOC57520,0.326775306716423,4.43147350993377,3.92052277321315,0.0001095323968365,0.345271592270675,1.01545850137184,15,True,Higher in AD,True,Top 2000,2000
TNFAIP8L1,11759187_at,LOC126282,-0.140773931090535,7.09251655629139,-3.91519040168822,0.0001118605571686,0.345271592270675,0.99751269211623,16,True,Lower in AD,True,Top 2000,2000
DNAJC3,11717373_at,LOC5611,0.243343692566701,4.64951655629139,3.88152286716152,0.0001276789334017,0.370914812057695,0.884710497063478,17,True,Higher in AD,True,Top 2000,2000
CC2D2A,11732751_a_at,LOC57545,0.140728693370398,2.85514900662252,3.85749903014165,0.0001402375350999,0.384765050469294,0.804752293618646,18,True,Higher in AD,True,Top 2000,2000
HAL,11751231_a_at,LOC3034,0.296058813668614,6.35745033112583,3.83036973859404,0.0001558231499495,0.403607991981009,0.714993249493872,19,True,Higher in AD,True,Top 2000,2000
TENM1,11737984_at,LOC10178,0.331552861017323,3.57201655629139,3.79331644891896,0.0001797721618045,0.403607991981009,0.593319103125589,20,True,Higher in AD,True,Top 2000,2000
,11762503_at,,-0.0841731214372889,2.33549668874172,-3.76878609860818,0.0001974973940732,0.403607991981009,0.513352570168297,21,True,Lower in AD,True,Top 2000,2000
IGF2BP1,11727103_at,LOC10642,-0.0799300660734536,2.20433443708609,-3.74689224975871,0.0002146995896683,0.403607991981009,0.442375464914405,22,True,Lower in AD,True,Top 2000,2000
ABHD12B,11738864_a_at,LOC145447,0.155922058299965,2.77209271523179,3.73919561701832,0.000221075855421,0.403607991981009,0.417512519920777,23,True,Higher in AD,True,Top 2000,2000
ZNF703,11759097_a_at,,-0.225721262779429,7.92143377483444,-3.73068094749539,0.0002283378227112,0.403607991981009,0.39006075349344,24,True,Lower in AD,True,Top 2000,2000
KREMEN1,11723730_at,LOC83999,0.385355268018929,5.9654238410596,3.72852566311415,0.0002302113832678,0.403607991981009,0.383120954442396,25,True,Higher in AD,True,Top 2000,2000
LIMK2,11734740_a_at,LOC3985,0.178782847227036,5.98095033112583,3.72594840397318,0.0002324707969046,0.403607991981009,0.374827191521832,26,True,Higher in AD,True,Top 2000,2000
CBS,11744286_s_at,LOC875,0.675008604138091,6.0422582781457,3.72072228176081,0.0002371167531246,0.403607991981009,0.358025134648504,27,True,Higher in AD,True,Top 2000,2000
SLC26A8,11729677_a_at,LOC116369,0.411374116930706,5.55382119205298,3.71154893749294,0.0002454841538326,0.403607991981009,0.328584208770248,28,True,Higher in AD,True,Top 2000,2000
RABL5,11748344_x_at,LOC64792,-0.130030575497959,2.95867549668874,-3.7105072312801,0.0002464517451071,0.403607991981009,0.325245108411761,29,True,Lower in AD,True,Top 2000,2000
PELO,11719917_at,LOC53918,0.163849842588358,6.7148642384106,3.70508216546035,0.0002515492168496,0.403607991981009,0.307869214102877,30,True,Higher in AD,True,Top 2000,2000
MXD3,11746877_a_at,LOC83463,0.122294330441039,3.77601324503311,3.70208648291595,0.0002544064275586,0.403607991981009,0.298284216575345,31,True,Higher in AD,True,Top 2000,2000
NR4A1,11717994_a_at,LOC3164,-0.373851016980918,5.34266887417219,-3.69476312393599,0.0002615205876846,0.403607991981009,0.274881880329554,32,True,Lower in AD,True,Top 2000,2000
ADCK2,11745039_a_at,LOC90956,-0.128169330235253,2.61394039735099,-3.67943038233993,0.0002770268339107,0.414583249076176,0.226020721424112,33,True,Lower in AD,True,Top 2000,2000
NANOS1,11734135_at,LOC340719,0.0762947895565836,2.11156953642384,3.66221614682465,0.0002954663067075,0.421974828257304,0.171382951428247,34,True,Higher in AD,True,Top 2000,2000
CD46,11742220_x_at,LOC4179,0.18971368139236,6.12344370860927,3.65898409479766,0.000299054772385,0.421974828257304,0.161150335715481,35,True,Higher in AD,True,Top 2000,2000
MCTP2,11747018_x_at,LOC55784,0.228347812503445,7.40672185430464,3.63015368999384,0.0003329297426127,0.431496676765633,0.0702362661648435,36,True,Higher in AD,True,Top 2000,2000
NR4A1,11717995_x_at,LOC3164,-0.232258732030244,5.40113907284768,-3.62175552927897,0.000343456563689,0.431496676765633,0.0438761501663478,37,True,Lower in AD,True,Top 2000,2000
CREB5,11739552_a_at,LOC9586,0.270831122402357,7.62758609271523,3.61237292595714,0.000355587147015,0.431496676765633,0.0144916348429236,38,True,Higher in AD,True,Top 2000,2000
ZNF326,11746312_x_at,LOC284695,-0.205923078626975,5.78248675496689,-3.61201609492078,0.0003560563416674,0.431496676765633,0.01337547491657,39,True,Lower in AD,True,Top 2000,2000
KREMEN1,11723729_at,LOC83999,0.43589264839091,6.86129470198675,3.6041361892739,0.0003665670694784,0.431496676765633,-0.0112471709327542,40,True,Higher in AD,True,Top 2000,2000
QPCT,11719827_a_at,LOC25797,0.229729447345621,9.16275165562914,3.59814532560078,0.0003747524140142,0.431496676765633,-0.0299343530530622,41,True,Higher in AD,True,Top 2000,2000
TMBIM6,11718407_a_at,LOC7009,0.0681843010823778,10.7758178807947,3.59500285941094,0.000379114335662,0.431496676765633,-0.0397252857195642,42,True,Higher in AD,True,Top 2000,2000
HAL,11735177_at,LOC3034,0.222032210957754,8.84438410596026,3.59459624629495,0.0003796822098755,0.431496676765633,-0.0409915955379967,43,True,Higher in AD,True,Top 2000,2000
CREB5,11750879_a_at,LOC9586,0.255475590429612,8.05608278145695,3.59121324248397,0.0003844379738729,0.431496676765633,-0.0515221897410205,44,True,Higher in AD,True,Top 2000,2000
FCGR3A,11731422_s_at,LOC2214,-0.181239542441733,9.76051986754967,-3.58274950219667,0.0003965823822024,0.435235945054475,-0.0778285648715746,45,True,Lower in AD,True,Top 2000,2000
INTS6,11751762_s_at,LOC26512,0.146627352174632,3.71945364238411,3.57520299578022,0.0004077135870588,0.437724852401873,-0.101236433387941,46,True,Higher in AD,True,Top 2000,2000
FAM228A,11735102_at,LOC653140,0.0804906864004857,2.03637748344371,3.56866171725627,0.0004175987020147,0.438798499951021,-0.12148992298849,47,True,Higher in AD,True,Top 2000,2000
LOC254896,11760084_x_at,LOC254896,0.230675825640218,5.61773841059603,3.56249606223634,0.000427121728472,0.439454868381687,-0.14054946639788,48,True,Higher in AD,True,Top 2000,2000
CDKN1C,11729118_a_at,LOC1028,-0.212425777681204,5.49279139072848,-3.55205356782941,0.0004437167564407,0.447212157828238,-0.172761279555132,49,True,Lower in AD,True,Top 2000,2000
LRRC6,11743089_a_at,LOC23639,0.431134222795606,6.19310264900662,3.5431944008185,0.0004582678798389,0.452640350274569,-0.200021457888857,50,True,Higher in AD,True,Top 2000,2000
BCL6,11739841_a_at,LOC604,0.27193496811802,6.40104304635762,3.53678366180032,0.0004690752615005,0.452674834052308,-0.219708972704605,51,True,Higher in AD,True,Top 2000,2000
CBS,11744835_s_at,LOC875,0.606572981196186,6.16579139072848,3.53056864442341,0.0004797804391626,0.452674834052308,-0.238764378064205,52,True,Higher in AD,True,Top 2000,2000
CREB5,11722970_a_at,LOC9586,0.228780875751664,9.49361258278146,3.5207356527577,0.0004971863761894,0.452674834052308,-0.26885012168701,53,True,Higher in AD,True,Top 2000,2000
ODC1,11752515_a_at,LOC4953,-0.235098762914644,8.44002317880795,-3.50786399997171,0.0005208663250225,0.452674834052308,-0.308117404029779,54,True,Lower in AD,True,Top 2000,2000
SRPK1,11718852_a_at,LOC6732,0.194180210623359,9.08964238410596,3.50739223530985,0.0005217539800496,0.452674834052308,-0.309554111430431,55,True,Higher in AD,True,Top 2000,2000
GCM1,11732725_at,LOC8521,0.299701038420017,4.88026158940397,3.50617002778266,0.0005240602355642,0.452674834052308,-0.313275389087705,56,True,Higher in AD,True,Top 2000,2000
BCL6,11759322_at,LOC604,0.286047327315657,7.47554635761589,3.49421291798168,0.0005471319586297,0.452674834052308,-0.349618910960921,57,True,Higher in AD,True,Top 2000,2000
INTS6,11746393_x_at,LOC26512,0.136018793197824,4.87828476821192,3.49389972816742,0.000547748861987,0.452674834052308,-0.350569323539603,58,True,Higher in AD,True,Top 2000,2000
WLS,11733513_a_at,LOC79971,0.33254333074624,8.12099337748344,3.47835382702028,0.0005792016754398,0.452674834052308,-0.397647352052229,59,True,Higher in AD,True,Top 2000,2000
STX3,11747878_a_at,LOC6809,0.234561645203453,5.36835099337748,3.47661230876923,0.0005828285396887,0.452674834052308,-0.402909273739941,60,True,Higher in AD,True,Top 2000,2000
DBP,11731661_s_at,LOC1628,-0.13746070133857,4.38956291390728,-3.47083051911916,0.0005950225802203,0.452674834052308,-0.420361409446931,61,True,Lower in AD,True,Top 2000,2000
MAPK14,11742487_a_at,LOC1432,0.212274279082925,6.64167880794702,3.46276852246335,0.0006124244831183,0.452674834052308,-0.44465189103589,62,True,Higher in AD,True,Top 2000,2000
CKB,11753004_a_at,LOC1152,-0.234446929271754,4.5306059602649,-3.45905633961469,0.0006205962864336,0.452674834052308,-0.4558191648994,63,True,Lower in AD,True,Top 2000,2000
SEPHS2,11743803_s_at,LOC22928,0.103444574801532,7.60044701986755,3.45287379918032,0.0006344328994601,0.452674834052308,-0.474393610278891,64,True,Higher in AD,True,Top 2000,2000
NFIL3,11743010_at,LOC4783,0.199214084915851,7.79095033112583,3.45041390359332,0.0006400179633939,0.452674834052308,-0.481775505604377,65,True,Higher in AD,True,Top 2000,2000
CDKN1C,11763717_a_at,LOC1028,-0.269989924975722,8.26780463576159,-3.44997227366042,0.0006410255146152,0.452674834052308,-0.48310028162427,66,True,Lower in AD,True,Top 2000,2000
TLR2,11736274_at,LOC7097,0.243522929933676,7.27655960264901,3.44547082810549,0.0006513802031264,0.452674834052308,-0.496594595996311,67,True,Higher in AD,True,Top 2000,2000
C9ORF116,11724109_a_at,LOC138162,-0.0841574096407146,2.31264900662252,-3.44530016037397,0.0006517758497069,0.452674834052308,-0.497105901568863,68,True,Lower in AD,True,Top 2000,2000
ACSL1,11750700_a_at,LOC2180,0.278322081836368,7.39241721854305,3.44486817836387,0.0006527782861195,0.452674834052308,-0.498399978110485,69,True,Higher in AD,True,Top 2000,2000
MBOAT1,11753189_a_at,LOC154141,0.0963633685130867,2.1704238410596,3.44352341067834,0.0006559081210426,0.452674834052308,-0.502427509459691,70,True,Higher in AD,True,Top 2000,2000
SEL1L,11717203_at,LOC6400,0.165872208121694,6.65812913907285,3.42877686149764,0.0006911620056704,0.452674834052308,-0.546498318001717,71,True,Higher in AD,True,Top 2000,2000
ITGB8,11751989_a_at,LOC3696,-0.0783041794978857,2.2081059602649,-3.42106852874537,0.0007102868382729,0.452674834052308,-0.569466028027203,72,True,Lower in AD,True,Top 2000,2000
,11764032_at,,-0.259124604618346,8.24991059602649,-3.41922695455988,0.000714928459772,0.452674834052308,-0.574946154987248,73,True,Lower in AD,True,Top 2000,2000
LPCAT3,11757009_x_at,LOC10162,0.123396807457449,4.81786092715232,3.41063278486575,0.0007369666672376,0.452674834052308,-0.600484740282,74,True,Higher in AD,True,Top 2000,2000
FBXO38,11757866_s_at,LOC81545,0.115292009889784,7.9032880794702,3.41010369854111,0.0007383439255507,0.452674834052308,-0.602055054783321,75,True,Higher in AD,True,Top 2000,2000
KCNH7,11737809_at,LOC90134,0.214968036288143,5.03926821192053,3.40958695212395,0.0007396913808262,0.452674834052308,-0.603588528882328,76,True,Higher in AD,True,Top 2000,2000
MOSPD2,11743736_at,LOC158747,0.187205520917168,7.3166059602649,3.40855924894788,0.000742378019013,0.452674834052308,-0.606637661884041,77,True,Higher in AD,True,Top 2000,2000
EMD,11718429_at,LOC2010,-0.111936448237746,6.78164569536424,-3.40695304591027,0.000746595228851,0.452674834052308,-0.611401478751638,78,True,Lower in AD,True,Top 2000,2000
FAM209A || FAM209B,11729876_s_at,,0.154579089875981,6.62533112582781,3.39856522258276,0.000768983724593,0.452674834052308,-0.636245316795468,79,True,Higher in AD,True,Top 2000,2000
CCR5,11748062_s_at,LOC1234,-0.102295034816714,2.70323509933775,-3.39719122358035,0.0007727103287955,0.452674834052308,-0.640309593849832,80,True,Lower in AD,True,Top 2000,2000
DDR2,11759442_s_at,LOC4921,0.0642967234646638,2.01482119205298,3.39264868072731,0.0007851510405831,0.452674834052308,-0.653735649006687,81,True,Higher in AD,True,Top 2000,2000
ABHD3,11746269_a_at,LOC171586,0.217517099382424,5.20606291390729,3.39215388242648,0.0007865173767816,0.452674834052308,-0.655197090625678,82,True,Higher in AD,True,Top 2000,2000
BCL6,11720746_s_at,LOC604,0.0808636881238044,11.7209536423841,3.39143355643069,0.0007885104505221,0.452674834052308,-0.657324303181161,83,True,Higher in AD,True,Top 2000,2000
SULT1B1,11734451_at,LOC27284,0.278419794846935,6.00743377483444,3.38927250396229,0.0007945181825737,0.452674834052308,-0.663703669930097,84,True,Higher in AD,True,Top 2000,2000
HECW2,11730580_s_at,LOC57520,0.322491623525227,5.78182781456954,3.38891389573799,0.0007955192351016,0.452674834052308,-0.66476190995045,85,True,Higher in AD,True,Top 2000,2000
PISD,11756516_a_at,LOC23761,0.139347023240646,9.59523841059603,3.38708809398745,0.0008006342162782,0.452674834052308,-0.670148189782196,86,True,Higher in AD,True,Top 2000,2000
ARHGEF12,11761978_at,,-0.353854785050864,4.96204966887417,-3.37904490980635,0.0008235345015381,0.452674834052308,-0.693844541459385,87,True,Lower in AD,True,Top 2000,2000
ABCA1,11739502_a_at,LOC19,0.273092119065696,3.04954304635762,3.37783064314357,0.000827044316705,0.452674834052308,-0.697417441925785,88,True,Higher in AD,True,Top 2000,2000
CREB5,11722971_a_at,LOC9586,0.169075806483049,9.82096688741722,3.37376225645768,0.0008389058152863,0.452674834052308,-0.709379798207624,89,True,Higher in AD,True,Top 2000,2000
DUSP13,11728562_a_at,LOC51207,0.308744901241707,3.92420529801324,3.37298752609808,0.0008411824620778,0.452674834052308,-0.711656250189106,90,True,Higher in AD,True,Top 2000,2000
FLOT1,11743045_a_at,LOC10211,0.164365408004241,5.84828145695364,3.37236892317343,0.0008430044418049,0.452674834052308,-0.713473595235353,91,True,Higher in AD,True,Top 2000,2000
LAMP2,11748160_s_at,LOC3920,0.16374548310229,7.92860264900662,3.37115722153155,0.0008465839477635,0.452674834052308,-0.717032470116603,92,True,Higher in AD,True,Top 2000,2000
LIMK2,11733509_a_at,LOC3985,0.238103812468875,7.03697350993377,3.36548886327529,0.0008635178634152,0.452674834052308,-0.733665314651921,93,True,Higher in AD,True,Top 2000,2000
CCPG1,11723009_at,LOC9236,0.206001220448399,4.27806291390729,3.36368261625295,0.0008689799035522,0.452674834052308,-0.738960032560136,94,True,Higher in AD,True,Top 2000,2000
ABCG1,11725515_a_at,LOC9619,0.222652798934807,9.70967218543046,3.36309120301517,0.0008707753054503,0.452674834052308,-0.740693095433818,95,True,Higher in AD,True,Top 2000,2000
PRDM1,11726217_a_at,LOC639,0.244403163396878,5.55043046357616,3.35891919494568,0.0008835391464031,0.454525669627767,-0.75291067897826,96,True,Higher in AD,True,Top 2000,2000
LONRF3,11755304_a_at,LOC79836,0.178925402196913,3.05288410596026,3.3559315754738,0.0008927863421282,0.454547899921067,-0.761651244229177,97,True,Higher in AD,True,Top 2000,2000
ABCG1,11725517_x_at,LOC9619,0.231199422656328,9.73500331125828,3.35184232873894,0.0009055894725088,0.456361649891062,-0.773603118348579,98,True,Higher in AD,True,Top 2000,2000
HAL,11752202_a_at,LOC3034,0.262289714573763,5.8772417218543,3.34881400915007,0.0009151809106135,0.45653661062185,-0.782445513419954,99,True,Higher in AD,True,Top 2000,2000
SH3GLB1,11746324_a_at,LOC51100,0.14006123962125,8.50528145695364,3.34209591563984,0.0009367975102448,0.462646818409522,-0.802035408723026,100,True,Higher in AD,True,Top 2000,2000
BCL7A,11740108_a_at,LOC605,-0.248059206147737,5.71036092715232,-3.33443683721155,0.0009620214199223,0.470399899448349,-0.824324998061733,101,True,Lower in AD,True,Top 2000,2000
USP47,11743614_a_at,LOC55031,-0.153465323159723,6.23440728476821,-3.31880714881503,0.0010154683808015,0.473037532048113,-0.869664559163695,102,True,Lower in AD,True,Top 2000,2000
LIMK2,11739042_x_at,LOC3985,0.15224783223574,5.47538741721854,3.3173667844643,0.0010205303695685,0.473037532048113,-0.873832972370312,103,True,Higher in AD,True,Top 2000,2000
EGLN1,11733857_x_at,LOC54583,0.15213489399326,7.49819867549669,3.31605840380123,0.0010251488516953,0.473037532048113,-0.877617978461411,104,True,Higher in AD,True,Top 2000,2000
RAD23B,11745206_x_at,LOC5887,0.162561949960163,5.61733112582781,3.31296432346735,0.0010361481730075,0.473037532048113,-0.886563344538531,105,True,Higher in AD,True,Top 2000,2000
LIMK2,11750802_x_at,LOC3985,0.197759110823638,4.76617549668874,3.31134008028405,0.001041966123199,0.473037532048113,-0.891256147829446,106,True,Higher in AD,True,Top 2000,2000
CDKN1C,11763718_x_at,LOC1028,-0.261682817781585,8.23253642384106,-3.30960418889356,0.001048217565358,0.473037532048113,-0.896269180921006,107,True,Lower in AD,True,Top 2000,2000
OSBPL8,11755548_a_at,LOC114882,0.119455040284898,9.7515,3.3095019620748,0.0010485867986662,0.473037532048113,-0.896564323331255,108,True,Higher in AD,True,Top 2000,2000
ACSL1,11716302_s_at,LOC2180,0.148802827846723,10.8428145695364,3.3005007520471,0.0010815765799948,0.473037532048113,-0.92251903064648,109,True,Higher in AD,True,Top 2000,2000
FNDC3B,11717715_at,LOC64778,0.245150110337783,3.04614900662252,3.29884889626733,0.0010877344895585,0.473037532048113,-0.927275020195752,110,True,Higher in AD,True,Top 2000,2000
VWA9,11747587_a_at,LOC81556,-0.112680602705769,5.62858940397351,-3.29777659308087,0.0010917493270402,0.473037532048113,-0.930361197302218,111,True,Lower in AD,True,Top 2000,2000
ITCH,11749666_a_at,LOC83737,0.140012140581514,6.4322880794702,3.29519588049123,0.0011014683701987,0.473037532048113,-0.937784904089196,112,True,Higher in AD,True,Top 2000,2000
DGAT2,11722642_a_at,LOC84649,0.244780158238183,7.34795364238411,3.28775932555759,0.0011299262083203,0.473037532048113,-0.959146969048557,113,True,Higher in AD,True,Top 2000,2000
GALK2,11749178_a_at,LOC2585,0.13939872429715,5.81119205298013,3.28530171206826,0.0011394800632748,0.473037532048113,-0.966196849697273,114,True,Higher in AD,True,Top 2000,2000
RICTOR,11722098_a_at,LOC253260,0.152974790276285,3.84221523178808,3.284659230715,0.0011419900234377,0.473037532048113,-0.968039061131576,115,True,Higher in AD,True,Top 2000,2000
MCTP1,11762549_at,LOC79772,0.195206446238503,6.34326158940397,3.28380660292037,0.0011453288866742,0.473037532048113,-0.970483319603008,116,True,Higher in AD,True,Top 2000,2000
KDM5D,11726813_a_at,LOC8284,-0.150843977625424,5.4230761589404,-3.28258474551165,0.0011501294527097,0.473037532048113,-0.973985039835257,117,True,Lower in AD,True,Top 2000,2000
TANC2,11754329_a_at,LOC26115,0.207766262941605,6.5762880794702,3.28169471443918,0.0011536380621023,0.473037532048113,-0.976535021347081,118,True,Higher in AD,True,Top 2000,2000
AQP9,11725702_a_at,LOC366,0.107428014510683,11.2324668874172,3.28143491084144,0.001154664112175,0.473037532048113,-0.977279250602368,119,True,Higher in AD,True,Top 2000,2000
FUT7,11740163_at,LOC2529,0.162364296024145,3.56309271523179,3.27997165119142,0.0011604588557467,0.473037532048113,-0.981469864227171,120,True,Higher in AD,True,Top 2000,2000
C9ORF78,11721829_at,LOC51759,-0.183418024381939,9.97978476821192,-3.27963012784322,0.0011618152253767,0.473037532048113,-0.982447700718657,121,True,Lower in AD,True,Top 2000,2000
SPINK8,11734543_at,LOC646424,0.269202624499761,4.07060264900662,3.27666549306523,0.0011736513758857,0.473037532048113,-0.990931975689925,122,True,Higher in AD,True,Top 2000,2000
UBE2W,11750058_a_at,LOC55284,0.175891834842267,4.75804304635762,3.27136671393737,0.0011950858433039,0.473037532048113,-1.00607850732531,123,True,Higher in AD,True,Top 2000,2000
MEFV,11752332_x_at,LOC4210,0.154747743956509,5.51486092715232,3.26998168120903,0.0012007481524431,0.473037532048113,-1.01003388070825,124,True,Higher in AD,True,Top 2000,2000
C3,11715393_a_at,LOC718,-0.314939763990048,4.43802649006622,-3.26577342254644,0.0012181055861031,0.473037532048113,-1.0220423166228,125,True,Lower in AD,True,Top 2000,2000
PGM1,11756127_a_at,LOC5236,0.122049326306032,7.74551655629139,3.26572096108942,0.0012183234317498,0.473037532048113,-1.02219192728248,126,True,Higher in AD,True,Top 2000,2000
IL1R1,11718025_at,LOC3554,0.282571720533575,6.22482781456954,3.26478369289312,0.0012222215278734,0.473037532048113,-1.02486447347017,127,True,Higher in AD,True,Top 2000,2000
CCNE1,11724407_s_at,LOC898,-0.260526307595053,5.52671523178808,-3.26387023065831,0.0012260317519572,0.473037532048113,-1.02746845632744,128,True,Lower in AD,True,Top 2000,2000
SH3GLB1,11718846_a_at,LOC51100,0.14047641411247,7.98866556291391,3.25917270238756,0.001245800763041,0.476938887469338,-1.04084893433614,129,True,Higher in AD,True,Top 2000,2000
LINC00266-1,11760088_x_at,LOC140849,0.217777764731683,5.84634768211921,3.25544600278429,0.0012616941441482,0.479307900022364,-1.05145141670499,130,True,Higher in AD,True,Top 2000,2000
ARID3B,11748808_a_at,LOC10620,0.109730242749327,8.08605629139073,3.24581572633124,0.001303640099509,0.488464226414318,-1.07879763747087,131,True,Higher in AD,True,Top 2000,2000
ASPH,11759707_at,LOC444,0.0764894576317842,2.11499006622517,3.24537777593669,0.0013055780562647,0.488464226414318,-1.08003946323853,132,True,Higher in AD,True,Top 2000,2000
MAP3K2,11754680_a_at,LOC10746,0.0946920222733249,9.99631125827815,3.23996373022027,0.0013297572510967,0.491490061112817,-1.09537839509825,133,True,Higher in AD,True,Top 2000,2000
LSMEM1,11730513_a_at,LOC286006,0.255745335704189,5.94026490066225,3.23911843826909,0.0013335695984513,0.491490061112817,-1.0977711144105,134,True,Higher in AD,True,Top 2000,2000
IGSF6,11761745_at,,0.215938299349937,6.30306622516556,3.22911692274542,0.0013794533333837,0.496560272399625,-1.126037942565,135,True,Higher in AD,True,Top 2000,2000
NAMPT,11743111_s_at,LOC10135,0.16176489345864,10.5773112582781,3.22530534800976,0.001397321470983,0.496560272399625,-1.13678911637681,136,True,Higher in AD,True,Top 2000,2000
RAD23B,11745264_a_at,LOC5887,0.163758878816349,5.51463245033113,3.22325897045874,0.001407002864941,0.496560272399625,-1.14255640804984,137,True,Higher in AD,True,Top 2000,2000
STXBP5,11739642_a_at,LOC134957,0.178816094580587,5.92148344370861,3.22122380408514,0.0014166928339632,0.496560272399625,-1.14828873991159,138,True,Higher in AD,True,Top 2000,2000
SAP30L,11720378_a_at,LOC79685,0.136589071314026,7.63801655629139,3.21978753063401,0.0014235684912559,0.496560272399625,-1.15233218664896,139,True,Higher in AD,True,Top 2000,2000
DUSP5,11717863_a_at,LOC1847,-0.178756267412914,8.5347119205298,-3.21812235188859,0.0014315786481002,0.496560272399625,-1.15701796382822,140,True,Lower in AD,True,Top 2000,2000
TLR8,11726947_a_at,LOC51311,0.191977618684311,7.77166556291391,3.21759250314802,0.0014341361705201,0.496560272399625,-1.15850847570878,141,True,Higher in AD,True,Top 2000,2000
MCTP2,11752249_a_at,LOC55784,0.20979023971935,3.98836092715232,3.21212001780392,0.0014608000184582,0.496560272399625,-1.17388975907952,142,True,Higher in AD,True,Top 2000,2000
CD177,11730764_a_at,LOC57126,0.36300452083478,3.42596357615894,3.21187847402555,0.0014619874173986,0.496560272399625,-1.1745680967522,143,True,Higher in AD,True,Top 2000,2000
LIMK2,11734741_x_at,LOC3985,0.17816455985132,5.30621523178808,3.21145602097038,0.001464066292857,0.496560272399625,-1.17575437597455,144,True,Higher in AD,True,Top 2000,2000
FAM46C,11739339_s_at,LOC54855,-0.331834803450201,10.1252582781457,-3.20906439753386,0.0014758870950932,0.496560272399625,-1.18246750281211,145,True,Lower in AD,True,Top 2000,2000
CALCRL || ENSG00000213952,11761796_at,,0.159764685827506,2.79386092715232,3.20841593136348,0.0014791073916663,0.496560272399625,-1.18428690492768,146,True,Higher in AD,True,Top 2000,2000
C19ORF59,11725889_at,LOC199675,0.235792890418329,5.65698675496689,3.20730379179502,0.0014846454535068,0.496560272399625,-1.18740644224604,147,True,Higher in AD,True,Top 2000,2000
FBXL13,11740804_a_at,LOC222235,0.305621842300294,4.80282119205298,3.20661356712734,0.0014880921782518,0.496560272399625,-1.18934200936092,148,True,Higher in AD,True,Top 2000,2000
SESN3,11731901_a_at,LOC143686,-0.378318984762036,7.98257947019868,-3.19918663453444,0.0015256512224863,0.500852184641764,-1.21014459182221,149,True,Lower in AD,True,Top 2000,2000
LAT2,11737890_x_at,LOC7462,0.145622421369935,7.21431125827815,3.19604395611967,0.0015418068612645,0.500852184641764,-1.21893365459121,150,True,Higher in AD,True,Top 2000,2000
OTUD7B,11751243_a_at,LOC56957,0.0926617374700204,2.79148675496689,3.19385614018943,0.0015531471460386,0.500852184641764,-1.22504754244659,151,True,Higher in AD,True,Top 2000,2000
SVIL,11728498_a_at,LOC6840,0.162757909689692,9.22272185430464,3.19225022751758,0.0015615202776988,0.500852184641764,-1.22953282007333,152,True,Higher in AD,True,Top 2000,2000
