"Gene symbol","Probe ID / feature ID","LocusLink","limma logFC AD vs CN","Average expression","Moderated t statistic","Raw P value","FDR-adjusted P value","B statistic","Rank by raw P value","Selected for 464-gene panel","Direction in AD"
"BNIP1","11718187_a_at","LOC662",-0.137955589885258,4.88934105960265,-2.91877221322691,0.00378005757934705,0.566772664750279,-1.96263316020151,328,TRUE,"Lower in AD"
"PFDN4","11720950_at","LOC5203",-0.165376636262355,2.82431125827815,-2.91857922297782,0.00378233269687048,0.566772664750279,-1.96312880213485,329,TRUE,"Lower in AD"
"LRRC41","11747650_a_at","LOC10489",-0.11069664887829,4.6001357615894,-2.91799766349105,0.00378919613235384,0.566772664750279,-1.96462219022859,330,TRUE,"Lower in AD"
"HMHA1","11747019_a_at","LOC23526",0.100128768794732,4.60950993377483,2.91719540595578,0.00379868286624433,0.566772664750279,-1.96668185056372,331,TRUE,"Higher in AD"
"CARD6","11728617_at","LOC84674",0.140184962390765,7.42791390728477,2.91605086623581,0.00381225465328949,0.56708436237155,-1.96961934146183,332,TRUE,"Higher in AD"
"DMD","11732965_a_at","LOC1756",-0.0825901613995459,3.23225165562914,-2.91483504835249,0.00382672013715673,0.567526728809676,-1.97273858338431,333,TRUE,"Lower in AD"
"PXDNL","11733408_a_at","LOC137902",-0.0731919430415657,2.42799006622517,-2.91357119613288,0.00384181023687021,0.568058803467282,-1.97597976428369,334,TRUE,"Lower in AD"
"RPL36AP33","11760828_at","LOC100191039",0.0555042269190834,1.95779801324503,2.9122748936832,0.0038573442112912,0.568653137966649,-1.97930279258496,335,TRUE,"Higher in AD"
"ARL17B","11759466_x_at","LOC100506084",-0.124746784006245,3.32311258278146,-2.90930376959968,0.00389316464509592,0.570530248309763,-1.98691392815957,336,TRUE,"Lower in AD"
"HIP1R","11722494_s_at","LOC9026",-0.173165071329711,7.10906622516556,-2.90850000541087,0.00390290702649443,0.570530248309763,-1.98897167812953,337,TRUE,"Lower in AD"
"SVIL","11728499_x_at","LOC6840",0.147309000931059,9.43606291390729,2.90834942969024,0.00390473461970396,0.570530248309763,-1.98935711383768,338,TRUE,"Higher in AD"
"CYP4F3 || CYP4F2","11733296_s_at","",0.232611349294542,6.76345033112583,2.90614848818686,0.00393153757211961,0.571562570101075,-1.99498882616816,339,TRUE,"Higher in AD"
"ABCA1","11739503_at","",0.277718341440738,7.26466556291391,2.90538097272329,0.00394092375466366,0.571562570101075,-1.99695178260669,340,TRUE,"Higher in AD"
"MAPK13","11721540_a_at","LOC5603",0.117565849349774,5.34605960264901,2.90363947904377,0.00396229691244851,0.571562570101075,-2.00140392617404,341,TRUE,"Higher in AD"
"PLIN4","11727310_a_at","LOC729359",0.17807876393254,4.28703311258278,2.9023874457579,0.00397772828461649,0.571562570101075,-2.00460320957631,342,TRUE,"Higher in AD"
"MAPK14","11749297_a_at","LOC1432",0.208781685052449,7.85520529801324,2.90218688402731,0.00398020530782124,0.571562570101075,-2.00511557847223,343,TRUE,"Higher in AD"
"MKRN1","11754758_a_at","LOC23608",-0.229559372004443,9.44581125827815,-2.90210313093977,0.00398124011085671,0.571562570101075,-2.0053295300622,344,TRUE,"Lower in AD"
"KDM5D","11755369_a_at","LOC8284",-0.125407494333931,4.56278145695364,-2.90080118393585,0.00399735779119399,0.572200748396136,-2.00865467454219,345,TRUE,"Lower in AD"
"HCAR2 || HCAR3","11724835_s_at","",0.234473517810797,6.40709602649007,2.89987515367662,0.00400885795458355,0.572200748396136,-2.01101888214547,346,TRUE,"Higher in AD"
"COL13A1","11730533_a_at","LOC1305",0.127722718533136,3.19130794701987,2.89828237661873,0.00402870893425532,0.572749079399989,-2.01508367195127,347,TRUE,"Higher in AD"
"FCRL1","11736880_x_at","LOC115350",-0.254307967443597,5.54292052980132,-2.89691470349852,0.0040458259353466,0.572749079399989,-2.01857231776438,348,TRUE,"Lower in AD"
"APAF1","11741241_a_at","LOC317",0.184293174085454,5.26551324503311,2.89678188265666,0.00404749177318666,0.572749079399989,-2.01891103325382,349,TRUE,"Higher in AD"
"RNF24","11729248_a_at","LOC11237",0.171812873830741,7.39166225165563,2.89451745643247,0.00407598862364287,0.575133640477791,-2.02468345433754,350,TRUE,"Higher in AD"
"GNN*","11748305_s_at","LOC253724",-0.0656635851377301,1.99600993377483,-2.89122624614855,0.00411773349577772,0.579368622286264,-2.03306576013729,351,TRUE,"Lower in AD"
"ABCD4","11718612_a_at","LOC5826",-0.096822321926198,6.16580132450331,-2.88982773953872,0.00413558954523677,0.580227912730292,-2.03662486841835,352,TRUE,"Lower in AD"
"","11762439_at","",0.0593553421018877,2.26334768211921,2.8876475948759,0.00416356637612141,0.580948719753316,-2.0421699642471,353,TRUE,"Higher in AD"
"MKRN1","11718558_s_at","LOC23608",-0.211802896149943,10.0595562913907,-2.88749723378716,0.0041655022401735,0.580948719753316,-2.04255225553126,354,TRUE,"Lower in AD"
"CASP4","11760222_x_at","",0.0912472631158155,9.29180132450331,2.88538694900783,0.00419275839090186,0.580948719753316,-2.04791565393228,355,TRUE,"Higher in AD"
"ATP11B","11760465_a_at","LOC23200",0.0964783997074846,7.88157284768212,2.88364242079749,0.00421541313754876,0.580948719753316,-2.05234667787712,356,TRUE,"Higher in AD"
"IL18BP","11726928_s_at","LOC10068",-0.134537800791162,6.77571854304636,-2.8835563313129,0.00421653399447045,0.580948719753316,-2.05256527605787,357,TRUE,"Lower in AD"
"PLD4","11727925_a_at","LOC122618",-0.186393895788771,3.96753642384106,-2.88316217749113,0.00422166921852201,0.580948719753316,-2.05356603194435,358,TRUE,"Lower in AD"
"DOK3","11726473_a_at","LOC79930",0.136259226753678,10.2816953642384,2.88305465047799,0.00422307112119711,0.580948719753316,-2.05383902050419,359,TRUE,"Higher in AD"
"TENM2","11739857_at","LOC57451",-0.0546861702740151,2.20304966887417,-2.88204468309583,0.00423625947897623,0.581144196190889,-2.05640264859071,360,TRUE,"Lower in AD"
"FAM101B","11724993_at","LOC359845",0.101194781079129,10.8124039735099,2.88059417984764,0.00425526612570686,0.582134550925648,-2.06008302259726,361,TRUE,"Higher in AD"
"ENTPD1","11724008_a_at","LOC953",0.12534559541837,9.00412582781457,2.87844720644703,0.00428354164925283,0.584383944447515,-2.06552735628192,362,TRUE,"Higher in AD"
"MAFG","11758538_s_at","LOC4097",0.12126295455846,5.20555298013245,2.87753976925353,0.00429554394468319,0.584406978655989,-2.06782730341037,363,TRUE,"Higher in AD"
"SNED1","11739511_a_at","LOC25992",-0.103066008929197,3.54056291390728,-2.86867321279404,0.00441444115155497,0.597362243624339,-2.09026413991687,364,TRUE,"Lower in AD"
"PSMB11","11740519_at","LOC122706",0.0684417370627329,2.64786092715232,2.86863499313387,0.00441496008834252,0.597362243624339,-2.09036071375669,365,TRUE,"Higher in AD"
"RASGRP4","11737425_x_at","LOC115727",0.074391195420309,10.912798013245,2.86532417473489,0.00446012498935072,0.601824406349931,-2.0987219271643,366,TRUE,"Higher in AD"
"ENTPD1","11724007_s_at","LOC953",0.216432542784181,7.02564900662252,2.86210610034664,0.0045044275639176,0.606146211639331,-2.1068402101415,367,TRUE,"Higher in AD"
"ACTR3","11751141_a_at","LOC10096",0.0803186499860109,9.27740066225166,2.86115507881454,0.00451759657479816,0.606266370768973,-2.10923772153514,368,TRUE,"Higher in AD"
"GK","11732433_s_at","LOC2710",0.167249327199978,9.30234437086093,2.86000659176853,0.00453354665720774,0.606758090007754,-2.11213204043148,369,TRUE,"Higher in AD"
"INTS2","11733457_at","LOC57508",-0.112370718293063,2.50074834437086,-2.85440635519917,0.00461205919771948,0.60767232630598,-2.12622959859538,370,TRUE,"Lower in AD"
"SORCS1","11740575_a_at","LOC114815",0.0480871983041709,1.88781456953642,2.85336569135493,0.0046267844117085,0.60767232630598,-2.12884640950806,371,TRUE,"Higher in AD"
"GID4","11726409_a_at","LOC79018",-0.173329378697511,7.18065894039735,-2.85330261774906,0.00462767826605425,0.60767232630598,-2.12900498293822,372,TRUE,"Lower in AD"
"ZSWIM7","11725195_a_at","LOC125150",-0.257120640938041,5.1933178807947,-2.85281221887957,0.0046346333688104,0.60767232630598,-2.13023778269988,373,TRUE,"Lower in AD"
"C17ORF105","11743646_at","LOC284067",-0.0591471508372199,2.08242715231788,-2.85168520426233,0.00465065336688389,0.60767232630598,-2.13307019616522,374,TRUE,"Lower in AD"
"KCNJ15","11732454_at","LOC3772",0.239336510275947,8.06185099337748,2.85118966963252,0.00465771310076317,0.60767232630598,-2.13431524024379,375,TRUE,"Higher in AD"
"HLF","11724271_a_at","LOC3131",0.0931640605428926,2.73688741721854,2.84971696869049,0.00467875182599737,0.60767232630598,-2.13801423785222,376,TRUE,"Higher in AD"
"MKRN1","11745175_a_at","LOC23608",-0.156958754720611,10.6898708609272,-2.84966818109271,0.00467945027368579,0.60767232630598,-2.13813674733596,377,TRUE,"Lower in AD"
"CYP4F3","11749605_x_at","LOC4051",0.24384504168432,7.01781456953642,2.84950777240667,0.00468174736781257,0.60767232630598,-2.13853953219602,378,TRUE,"Higher in AD"
"STX3","11719534_a_at","LOC6809",0.130097539661716,9.00362582781457,2.84931759229527,0.00468447212575452,0.60767232630598,-2.13901704517813,379,TRUE,"Higher in AD"
"GBA","11753440_x_at","LOC2629",0.146556068851395,5.861,2.8493098847899,0.00468458258352459,0.60767232630598,-2.13903639690444,380,TRUE,"Higher in AD"
"PXN","11749054_x_at","LOC5829",0.120256222212989,5.59822516556291,2.84850642259808,0.00469611016551826,0.60767232630598,-2.14105343023641,381,TRUE,"Higher in AD"
"IFITM2","11754061_x_at","LOC10581",0.0371109834248832,12.2759039735099,2.846341214522,0.00472730384243881,0.60767232630598,-2.14648635908418,382,TRUE,"Higher in AD"
"KIAA1671","11720295_x_at","LOC85379",-0.053478222419557,2.11191721854305,-2.84631669116002,0.00472765822212675,0.60767232630598,-2.14654787068278,383,TRUE,"Lower in AD"
"IQCD","11738889_at","LOC115811",0.144341546043051,3.19579470198675,2.84351888678601,0.00476824746190883,0.60767232630598,-2.15356228488214,384,TRUE,"Higher in AD"
"A2ML1","11749650_x_at","LOC144568",-0.0606803721011558,2.19672185430464,-2.84268916630693,0.00478034545158426,0.60767232630598,-2.15564123884008,385,TRUE,"Lower in AD"
"FAM46C","11739338_at","LOC54855",-0.391579964675722,8.56154635761589,-2.84053085338879,0.00481194625804472,0.60767232630598,-2.16104644594524,386,TRUE,"Lower in AD"
"LRRC4","11726060_at","LOC64101",0.214851200634575,7.20790728476821,2.84051741514466,0.00481214360697422,0.60767232630598,-2.16108008811646,387,TRUE,"Higher in AD"
"RNF125","11730477_at","LOC54941",-0.199748826386432,5.94300993377483,-2.83900421772661,0.00483441298284368,0.60767232630598,-2.16486736511903,388,TRUE,"Lower in AD"
"FGFR1OP2","11744747_a_at","LOC26127",-0.273351389113732,7.68932450331126,-2.83789575580492,0.0048507853819678,0.60767232630598,-2.16764045063729,389,TRUE,"Lower in AD"
"RCN3","11744298_at","LOC57333",0.211366044691367,6.07404635761589,2.83789132228762,0.00485085096779089,0.60767232630598,-2.16765154010333,390,TRUE,"Higher in AD"
"SLITRK3","11759696_a_at","LOC22865",0.0565692537758773,2.05220198675497,2.83786105622183,0.00485129872071484,0.60767232630598,-2.16772724355747,391,TRUE,"Higher in AD"
"RTN3","11720303_s_at","LOC10313",0.0782915001416983,11.0241125827815,2.83660746343635,0.00486987728283136,0.60767232630598,-2.17086214287576,392,TRUE,"Higher in AD"
"GYG1","11750078_a_at","LOC2992",0.127306208857485,5.53296357615894,2.8357484103503,0.00488264599507959,0.60767232630598,-2.173009650287,393,TRUE,"Higher in AD"
"TNFSF15","11736958_at","LOC9966",-0.0643822255710905,2.43982781456954,-2.83557220716649,0.00488526878624051,0.60767232630598,-2.17345005676172,394,TRUE,"Lower in AD"
"ITLN1","11723027_at","LOC55600",-0.37502058713475,5.3613178807947,-2.83510487281376,0.00489223128086853,0.60767232630598,-2.17461799853353,395,TRUE,"Lower in AD"
"RTN3","11750387_a_at","LOC10313",0.139573443828616,8.96133112582782,2.83484201327366,0.00489615140809956,0.60767232630598,-2.17527484596681,396,TRUE,"Higher in AD"
"PXN","11736018_x_at","LOC5829",0.130232815345893,5.76903973509934,2.83438784434701,0.00490293133718023,0.60767232630598,-2.17640961219503,397,TRUE,"Higher in AD"
"CASP4","11760221_at","",0.180982369150153,8.44691059602649,2.83386903254117,0.0049106867114991,0.60767232630598,-2.17770568250441,398,TRUE,"Higher in AD"
"FRY","11726384_at","LOC10129",0.17243423321093,8.62977814569537,2.83372550404311,0.00491283419242945,0.60767232630598,-2.17806419888802,399,TRUE,"Higher in AD"
"ACTR8","11742953_at","LOC93973",0.17493296262648,5.26504966887417,2.83263412756248,0.00492919137079188,0.60767232630598,-2.18078976195116,400,TRUE,"Higher in AD"
"TTTY6B || TTTY6","11753642_x_at","",-0.0703005111273389,2.28524834437086,-2.8320272277223,0.00493830878218608,0.60767232630598,-2.18230498278225,401,TRUE,"Lower in AD"
"SON","11724655_at","LOC6651",0.14255243805321,5.44749337748344,2.8314876535379,0.00494642763485611,0.60767232630598,-2.1836518574736,402,TRUE,"Higher in AD"
"STAT5B","11720228_at","LOC6777",0.054927999146089,10.3464470198675,2.82964054544271,0.00497431259655445,0.608618844109971,-2.18826074111571,403,TRUE,"Higher in AD"
"RHOBTB2","11720233_a_at","LOC23221",-0.0940441681227441,3.56046357615894,-2.82934551979754,0.00497877967481529,0.608618844109971,-2.18899662318642,404,TRUE,"Lower in AD"
"KDM5D","11726814_x_at","LOC8284",-0.113665348136761,5.65107947019868,-2.827177401986,0.00501171984950757,0.610791648264853,-2.19440233690713,405,TRUE,"Lower in AD"
"UBE2Z","11716650_a_at","LOC65264",-0.0642956943316094,8.27909602649007,-2.82654994847388,0.00502128962044973,0.610791648264853,-2.1959660219002,406,TRUE,"Lower in AD"
"PPFIA1","11717877_a_at","LOC8500",0.119442259149589,7.58562582781457,2.82267575904507,0.00508074650950645,0.614565201747208,-2.20561368921865,407,TRUE,"Higher in AD"
"CARTPT","11729791_at","LOC9607",-0.0434409241957524,1.9419701986755,-2.82211951616113,0.00508933543616529,0.614565201747208,-2.20699784374485,408,TRUE,"Lower in AD"
"MME","11747693_a_at","LOC4311",0.222658585983413,7.42912913907285,2.82190449532334,0.00509265909862331,0.614565201747208,-2.20753283253981,409,TRUE,"Higher in AD"
"EPB41L2","11722358_a_at","LOC2037",-0.101114002830728,2.65329801324503,-2.82062075539605,0.00511254343737301,0.614565201747208,-2.21072607864357,410,TRUE,"Lower in AD"
"CYP4F3 || CYP4F2","11749604_s_at","",0.235220990776011,6.72896026490066,2.81953484550324,0.00512941854166929,0.614565201747208,-2.21342616127295,411,TRUE,"Higher in AD"
"NABP1","11726727_a_at","LOC64859",0.194671548256225,7.48203311258278,2.81949478683366,0.00513004202225728,0.614565201747208,-2.21352574720546,412,TRUE,"Higher in AD"
"TMEM159","11734802_x_at","LOC57146",-0.190914684367642,6.09944701986755,-2.8188470824018,0.00514013257346017,0.614565201747208,-2.21513575645782,413,TRUE,"Lower in AD"
"ERGIC1","11749796_a_at","LOC57222",0.162968272764511,5.92381456953642,2.81809545246121,0.00515186476984053,0.614565201747208,-2.21700365758717,414,TRUE,"Higher in AD"
"BACE2","11758486_s_at","LOC25825",-0.239975382076622,5.79283112582781,-2.81652686380495,0.0051764272540434,0.616007316549849,-2.22090029691412,415,TRUE,"Lower in AD"
"LINC00266-1 || LINC01000","11758331_s_at","",0.33657477007796,6.51618874172185,2.81427035303797,0.00521194844991633,0.616751318724443,-2.22650226081189,416,TRUE,"Higher in AD"
"DPCD","11719122_at","LOC25911",-0.246785755882601,5.32781456953642,-2.81284028550397,0.00523457450193783,0.616751318724443,-2.23005032180829,417,TRUE,"Lower in AD"
"TREML4","11735915_a_at","LOC285852",0.190982351280919,4.23287748344371,2.81165254968475,0.00525343421612051,0.616751318724443,-2.23299585350574,418,TRUE,"Higher in AD"
"IFITM2","11757436_x_at","LOC10581",0.0415193432710428,12.1824933774834,2.81086534360808,0.00526596800515457,0.616751318724443,-2.23494744250906,419,TRUE,"Higher in AD"
"CDHR1","11762000_at","LOC92211",0.0772204454379818,2.16831456953642,2.81035404094332,0.0052741234336342,0.616751318724443,-2.236214753852,420,TRUE,"Higher in AD"
"KAZN","11719884_s_at","LOC23254",0.226880707695592,3.51070529801324,2.81024996941328,0.00527578480903145,0.616751318724443,-2.23647267819765,421,TRUE,"Higher in AD"
"CD63","11757417_x_at","LOC967",0.0690549401722627,10.7154834437086,2.80900269962429,0.00529573295385703,0.616751318724443,-2.23956313197427,422,TRUE,"Higher in AD"
"BLNK","11728530_a_at","LOC29760",-0.229447519780664,6.89596688741722,-2.80891771751758,0.00529709459899363,0.616751318724443,-2.23977365139241,423,TRUE,"Lower in AD"
"IGF2R","11753961_a_at","LOC3482",0.219719901172441,6.64809602649007,2.80770739731674,0.00531652175453771,0.616751318724443,-2.24277122901536,424,TRUE,"Higher in AD"
"CNOT8","11746336_a_at","LOC9337",0.0847893126693108,6.62627152317881,2.80716271209352,0.00532528571741415,0.616751318724443,-2.24411984299705,425,TRUE,"Higher in AD"
"","11760722_at","",0.0925681831653536,2.42620529801325,2.80645762248676,0.00533665005329827,0.616751318724443,-2.24586524364649,426,TRUE,"Higher in AD"
"PGS1","11724793_s_at","LOC9489",0.132062712380672,8.87617218543046,2.80354169930277,0.00538388177678837,0.616751318724443,-2.25307901550224,427,TRUE,"Higher in AD"
"RGL2","11748487_a_at","LOC5863",0.141753003051558,4.67996026490066,2.80309156827507,0.00539120664177246,0.616751318724443,-2.25419197468394,428,TRUE,"Higher in AD"
"GLT1D1","11722945_a_at","LOC144423",0.15607347110857,9.56372185430464,2.80261362303029,0.0053989940177488,0.616751318724443,-2.25537352049599,429,TRUE,"Higher in AD"
"OGN","11742820_s_at","LOC4969",0.0597928074406182,2.05385430463576,2.80239104533634,0.00540262405812974,0.616751318724443,-2.25592369799405,430,TRUE,"Higher in AD"
"MYBPC3","11725151_at","LOC4607",0.183542182289258,5.31264569536424,2.80100891144887,0.00542521502609636,0.616751318724443,-2.25933919499287,431,TRUE,"Higher in AD"
"FCGR3A || FCGR3B","11733005_at","LOC2215",0.0836826000144468,11.5844304635762,2.79995182646404,0.00544255087819273,0.616751318724443,-2.26195036522016,432,TRUE,"Higher in AD"
"WDR27","11755793_a_at","LOC253769",-0.151984396835351,3.45257284768212,-2.79965889618821,0.0054473637251746,0.616751318724443,-2.26267378554333,433,TRUE,"Lower in AD"
"KCNJ15","11732455_at","LOC3772",0.178671784159179,9.93138741721854,2.79881695880749,0.0054612182690527,0.616751318724443,-2.264752635431,434,TRUE,"Higher in AD"
"BASP1","11757817_s_at","LOC10409",0.0449953388875319,12.2057317880795,2.79855302423393,0.00546556803471818,0.616751318724443,-2.2654042017421,435,TRUE,"Higher in AD"
"SKAP2","11749275_a_at","LOC8935",0.194876483155208,6.21080794701987,2.79854153831638,0.0054657573993751,0.616751318724443,-2.26543255531913,436,TRUE,"Higher in AD"
"RMND5A","11751446_a_at","LOC64795",-0.166873893640893,7.01654966887417,-2.79812906058841,0.00547256173408786,0.616751318724443,-2.26645070494222,437,TRUE,"Lower in AD"
"DNAJC4","11759530_s_at","LOC3338",-0.0653749798232756,2.35380132450331,-2.79688697183564,0.00549309797305823,0.616751318724443,-2.26951578970556,438,TRUE,"Lower in AD"
"ZNF630","11746268_a_at","LOC57232",0.137390609667999,2.45055298013245,2.79678131133175,0.00549484814714255,0.616751318724443,-2.26977646732734,439,TRUE,"Higher in AD"
"RFPL3 || RFPL2","11734460_s_at","",0.205883082772213,3.49074834437086,2.7957111399458,0.00551260312995409,0.616751318724443,-2.27241618936783,440,TRUE,"Higher in AD"
"GLRX5","11721675_x_at","LOC51218",-0.272678572450765,9.30701324503311,-2.79533615899859,0.00551883665850932,0.616751318724443,-2.27334090475491,441,TRUE,"Lower in AD"
"CXCR1","11751323_a_at","LOC3577",0.151317416136381,9.51717880794702,2.79527429903278,0.00551986560718025,0.616751318724443,-2.27349344221691,442,TRUE,"Higher in AD"
"ENSA","11758186_s_at","LOC2029",-0.194098381257633,5.47933443708609,-2.79289363850462,0.00555959680428173,0.618936070514303,-2.27936137458482,443,TRUE,"Lower in AD"
"NMI","11718158_a_at","LOC9111",0.134352478215406,8.4731059602649,2.79260185801357,0.00556448417179668,0.618936070514303,-2.28008024018492,444,TRUE,"Higher in AD"
"FCGR2A","11724769_x_at","LOC2212",0.0848969648263695,10.826738410596,2.7911316649301,0.0055891694561521,0.619445946630903,-2.2837013060514,445,TRUE,"Higher in AD"
"TLN2","11724566_a_at","LOC83660",-0.0746929186887947,3.07664569536424,-2.79072375242216,0.00559603608903498,0.619445946630903,-2.28470566994744,446,TRUE,"Lower in AD"
"NCF2","11741153_a_at","LOC4688",0.104117153716785,10.6071589403974,2.78881945477048,0.00562819358062946,0.619445946630903,-2.28939260523579,447,TRUE,"Higher in AD"
"C17ORF82","11738243_at","LOC388407",0.0914707672837157,4.10546026490066,2.7874020246918,0.00565223810326839,0.619445946630903,-2.29287928042854,448,TRUE,"Higher in AD"
"PGM1","11748423_a_at","LOC5236",0.108146634668695,6.53815894039735,2.78712436559037,0.0056569590568441,0.619445946630903,-2.29356208597941,449,TRUE,"Higher in AD"
"PGLYRP1","11732642_at","LOC8993",0.274877468604687,6.7023642384106,2.78690997082186,0.00566060679157404,0.619445946630903,-2.29408927104826,450,TRUE,"Higher in AD"
"STEAP4","11720008_a_at","LOC79689",0.223351190015562,7.75793377483444,2.78675347332581,0.00566327080233004,0.619445946630903,-2.29447406568801,451,TRUE,"Higher in AD"
"TLR8","11726948_at","LOC51311",0.155225701815149,8.73862251655629,2.78639297796693,0.00566941173363237,0.619445946630903,-2.2953603707805,452,TRUE,"Higher in AD"
"RFWD2","11758554_s_at","LOC64326",0.0758409866489992,9.6376821192053,2.78521586182384,0.00568950561613024,0.620225900211872,-2.29825364556491,453,TRUE,"Higher in AD"
"ABCG1","11750659_a_at","LOC9619",0.190263412759595,6.0007119205298,2.78450522914475,0.00570166765269894,0.620225900211872,-2.29999977533509,454,TRUE,"Higher in AD"
"STAT5B","11720229_a_at","LOC6777",0.193555654955359,6.34767218543046,2.78285222765505,0.00573004895558177,0.621943291693102,-2.30405981652789,455,TRUE,"Higher in AD"
"SMAD4","11750827_a_at","LOC4089",0.103399513388749,2.59309602649007,2.78205732183962,0.00574374267556938,0.622062446876468,-2.30601142380183,456,TRUE,"Higher in AD"
"NAIP","11736898_s_at","LOC4671",0.197129496602544,8.99957947019868,2.78016072300871,0.00577653497089601,0.623023340435706,-2.310665716923,457,TRUE,"Higher in AD"
"NXPE2","11742275_at","LOC120406",-0.055617313947262,2.07783774834437,-2.77939098964682,0.0057898920323902,0.623023340435706,-2.31255380310861,458,TRUE,"Lower in AD"
"PROK2","11732808_a_at","LOC60675",0.258894257663302,5.61916225165563,2.77935822988054,0.00579046112784978,0.623023340435706,-2.31263414888699,459,TRUE,"Higher in AD"
"NMI","11718159_at","LOC9111",0.116798881547144,9.48648344370861,2.77704637512247,0.00583075039330065,0.625834314727863,-2.3183018858643,460,TRUE,"Higher in AD"
"MME","11755860_a_at","LOC4311",0.242621609477162,6.98286754966887,2.77640736485796,0.00584193129813196,0.625834314727863,-2.31986769554126,461,TRUE,"Higher in AD"
"UBXN2B","11719878_at","LOC137886",0.133144607945965,8.56127814569536,2.77364892377453,0.00589041959587248,0.629662905112031,-2.32662298075797,462,TRUE,"Higher in AD"
"WDFY3","11743469_a_at","LOC23001",0.234098464072161,7.12158609271523,2.77200947108584,0.00591941058143929,0.629839064111046,-2.33063491214928,463,TRUE,"Higher in AD"
"TXNRD1","11750416_a_at","LOC7296",0.147299647358406,3.87690728476821,2.77189060666776,0.00592151751666272,0.629839064111046,-2.33092570003675,464,TRUE,"Higher in AD"
