"Gene symbol","Probe ID / feature ID","LocusLink","limma logFC AD vs CN","Average expression","Moderated t statistic","Raw P value","FDR-adjusted P value","B statistic","Rank by raw P value","Selected for 464-gene panel","Direction in AD"
"SLC2A14 || SLC2A3","11747751_s_at","",0.250569598483441,4.65707947019868,4.30561576173448,2.25796136118254e-05,0.310296698028294,2.36847867243681,1,TRUE,"Higher in AD"
"MAPK14","11742204_a_at","LOC1432",0.194035139543118,8.77088741721854,4.26895958200686,2.63757216100178e-05,0.310296698028294,2.23489556475232,2,TRUE,"Higher in AD"
"NAB2","11744292_at","LOC4665",-0.144177605398864,4.13349668874172,-4.24767584238358,2.88521730175864e-05,0.310296698028294,2.15779103035766,3,TRUE,"Lower in AD"
"EIF3H","11760274_at","",0.239454868581359,3.89272847682119,4.24557253117395,2.91086193641601e-05,0.310296698028294,2.15018967710719,4,TRUE,"Higher in AD"
"ANXA3","11756334_x_at","LOC306",0.422467140872147,8.09656622516556,4.22741046463234,3.14154515478369e-05,0.310296698028294,2.08468923018888,5,TRUE,"Higher in AD"
"SNX11","11751113_a_at","LOC29916",0.146144969517026,5.06749006622517,4.07651533579414,5.86039434899556e-05,0.345271592270675,1.55005012790387,6,TRUE,"Higher in AD"
"CD177","11730765_at","LOC57126",0.576577919345298,3.56375496688742,4.06873263021161,6.0489387465316e-05,0.345271592270675,1.5229401644436,7,TRUE,"Higher in AD"
"GM2A","11719922_a_at","LOC2760",0.225910525866744,4.28660264900662,4.05031917312882,6.51827453231769e-05,0.345271592270675,1.45898209036158,8,TRUE,"Higher in AD"
"SLC22A1","11731577_a_at","LOC6580",0.388644875362619,6.53481456953642,4.0441927740538,6.6819649347178e-05,0.345271592270675,1.43775937227689,9,TRUE,"Higher in AD"
"BCL6","11750749_a_at","LOC604",0.305649405380428,7.19795695364238,3.97338450564979,8.88078164372453e-05,0.345271592270675,1.19453969867753,10,TRUE,"Higher in AD"
"PYGL","11719302_a_at","LOC5836",0.185077506386802,10.3437913907285,3.96438664172683,9.2050339824303e-05,0.345271592270675,1.16390647045039,11,TRUE,"Higher in AD"
"ANXA3","11724283_a_at","LOC306",0.377456414852731,8.27260264900662,3.94665069152807,9.87736770679063e-05,0.345271592270675,1.10370558369589,12,TRUE,"Higher in AD"
"QPCT","11719828_x_at","LOC25797",0.252908797199744,9.00254635761589,3.92994034932874,0.000105532412606119,0.345271592270675,1.04720610083711,13,TRUE,"Higher in AD"
"","11762865_a_at","",0.32052238015587,8.34857947019868,3.92246125546691,0.000108697482814099,0.345271592270675,1.02198776362647,14,TRUE,"Higher in AD"
"HECW2","11730579_a_at","LOC57520",0.326775306716423,4.43147350993377,3.92052277321315,0.000109532396836535,0.345271592270675,1.01545850137184,15,TRUE,"Higher in AD"
"TNFAIP8L1","11759187_at","LOC126282",-0.140773931090535,7.09251655629139,-3.91519040168822,0.000111860557168647,0.345271592270675,0.99751269211623,16,TRUE,"Lower in AD"
"DNAJC3","11717373_at","LOC5611",0.243343692566701,4.64951655629139,3.88152286716152,0.00012767893340179,0.370914812057695,0.884710497063478,17,TRUE,"Higher in AD"
"CC2D2A","11732751_a_at","LOC57545",0.140728693370398,2.85514900662252,3.85749903014165,0.000140237535099974,0.384765050469294,0.804752293618646,18,TRUE,"Higher in AD"
"HAL","11751231_a_at","LOC3034",0.296058813668614,6.35745033112583,3.83036973859404,0.000155823149949521,0.403607991981009,0.714993249493872,19,TRUE,"Higher in AD"
"TENM1","11737984_at","LOC10178",0.331552861017323,3.57201655629139,3.79331644891896,0.000179772161804563,0.403607991981009,0.593319103125589,20,TRUE,"Higher in AD"
"","11762503_at","",-0.0841731214372889,2.33549668874172,-3.76878609860818,0.00019749739407326,0.403607991981009,0.513352570168297,21,TRUE,"Lower in AD"
"IGF2BP1","11727103_at","LOC10642",-0.0799300660734536,2.20433443708609,-3.74689224975871,0.000214699589668367,0.403607991981009,0.442375464914405,22,TRUE,"Lower in AD"
"ABHD12B","11738864_a_at","LOC145447",0.155922058299965,2.77209271523179,3.73919561701832,0.000221075855421048,0.403607991981009,0.417512519920777,23,TRUE,"Higher in AD"
"ZNF703","11759097_a_at","",-0.225721262779429,7.92143377483444,-3.73068094749539,0.000228337822711249,0.403607991981009,0.39006075349344,24,TRUE,"Lower in AD"
"KREMEN1","11723730_at","LOC83999",0.385355268018929,5.9654238410596,3.72852566311415,0.000230211383267864,0.403607991981009,0.383120954442396,25,TRUE,"Higher in AD"
"LIMK2","11734740_a_at","LOC3985",0.178782847227036,5.98095033112583,3.72594840397318,0.00023247079690465,0.403607991981009,0.374827191521832,26,TRUE,"Higher in AD"
"CBS","11744286_s_at","LOC875",0.675008604138091,6.0422582781457,3.72072228176081,0.000237116753124681,0.403607991981009,0.358025134648504,27,TRUE,"Higher in AD"
"SLC26A8","11729677_a_at","LOC116369",0.411374116930706,5.55382119205298,3.71154893749294,0.000245484153832672,0.403607991981009,0.328584208770248,28,TRUE,"Higher in AD"
"RABL5","11748344_x_at","LOC64792",-0.130030575497959,2.95867549668874,-3.7105072312801,0.00024645174510716,0.403607991981009,0.325245108411761,29,TRUE,"Lower in AD"
"PELO","11719917_at","LOC53918",0.163849842588358,6.7148642384106,3.70508216546035,0.000251549216849673,0.403607991981009,0.307869214102877,30,TRUE,"Higher in AD"
"MXD3","11746877_a_at","LOC83463",0.122294330441039,3.77601324503311,3.70208648291595,0.000254406427558671,0.403607991981009,0.298284216575345,31,TRUE,"Higher in AD"
"NR4A1","11717994_a_at","LOC3164",-0.373851016980918,5.34266887417219,-3.69476312393599,0.000261520587684613,0.403607991981009,0.274881880329554,32,TRUE,"Lower in AD"
"ADCK2","11745039_a_at","LOC90956",-0.128169330235253,2.61394039735099,-3.67943038233993,0.0002770268339107,0.414583249076176,0.226020721424112,33,TRUE,"Lower in AD"
"NANOS1","11734135_at","LOC340719",0.0762947895565836,2.11156953642384,3.66221614682465,0.000295466306707548,0.421974828257304,0.171382951428247,34,TRUE,"Higher in AD"
"CD46","11742220_x_at","LOC4179",0.18971368139236,6.12344370860927,3.65898409479766,0.000299054772385,0.421974828257304,0.161150335715481,35,TRUE,"Higher in AD"
"MCTP2","11747018_x_at","LOC55784",0.228347812503445,7.40672185430464,3.63015368999384,0.000332929742612745,0.431496676765633,0.0702362661648435,36,TRUE,"Higher in AD"
"NR4A1","11717995_x_at","LOC3164",-0.232258732030244,5.40113907284768,-3.62175552927897,0.000343456563689027,0.431496676765633,0.0438761501663478,37,TRUE,"Lower in AD"
"CREB5","11739552_a_at","LOC9586",0.270831122402357,7.62758609271523,3.61237292595714,0.00035558714701506,0.431496676765633,0.0144916348429236,38,TRUE,"Higher in AD"
"ZNF326","11746312_x_at","LOC284695",-0.205923078626975,5.78248675496689,-3.61201609492078,0.000356056341667419,0.431496676765633,0.01337547491657,39,TRUE,"Lower in AD"
"KREMEN1","11723729_at","LOC83999",0.43589264839091,6.86129470198675,3.6041361892739,0.000366567069478442,0.431496676765633,-0.0112471709327542,40,TRUE,"Higher in AD"
"QPCT","11719827_a_at","LOC25797",0.229729447345621,9.16275165562914,3.59814532560078,0.000374752414014207,0.431496676765633,-0.0299343530530622,41,TRUE,"Higher in AD"
"TMBIM6","11718407_a_at","LOC7009",0.0681843010823778,10.7758178807947,3.59500285941094,0.000379114335662002,0.431496676765633,-0.0397252857195642,42,TRUE,"Higher in AD"
"HAL","11735177_at","LOC3034",0.222032210957754,8.84438410596026,3.59459624629495,0.00037968220987552,0.431496676765633,-0.0409915955379967,43,TRUE,"Higher in AD"
"CREB5","11750879_a_at","LOC9586",0.255475590429612,8.05608278145695,3.59121324248397,0.000384437973872916,0.431496676765633,-0.0515221897410205,44,TRUE,"Higher in AD"
"FCGR3A","11731422_s_at","LOC2214",-0.181239542441733,9.76051986754967,-3.58274950219667,0.000396582382202474,0.435235945054475,-0.0778285648715746,45,TRUE,"Lower in AD"
"INTS6","11751762_s_at","LOC26512",0.146627352174632,3.71945364238411,3.57520299578022,0.000407713587058805,0.437724852401873,-0.101236433387941,46,TRUE,"Higher in AD"
"FAM228A","11735102_at","LOC653140",0.0804906864004857,2.03637748344371,3.56866171725627,0.000417598702014701,0.438798499951021,-0.12148992298849,47,TRUE,"Higher in AD"
"LOC254896","11760084_x_at","LOC254896",0.230675825640218,5.61773841059603,3.56249606223634,0.000427121728472057,0.439454868381687,-0.14054946639788,48,TRUE,"Higher in AD"
"CDKN1C","11729118_a_at","LOC1028",-0.212425777681204,5.49279139072848,-3.55205356782941,0.000443716756440766,0.447212157828238,-0.172761279555132,49,TRUE,"Lower in AD"
"LRRC6","11743089_a_at","LOC23639",0.431134222795606,6.19310264900662,3.5431944008185,0.000458267879838992,0.452640350274569,-0.200021457888857,50,TRUE,"Higher in AD"
"BCL6","11739841_a_at","LOC604",0.27193496811802,6.40104304635762,3.53678366180032,0.00046907526150051,0.452674834052308,-0.219708972704605,51,TRUE,"Higher in AD"
"CBS","11744835_s_at","LOC875",0.606572981196186,6.16579139072848,3.53056864442341,0.000479780439162667,0.452674834052308,-0.238764378064205,52,TRUE,"Higher in AD"
"CREB5","11722970_a_at","LOC9586",0.228780875751664,9.49361258278146,3.5207356527577,0.000497186376189436,0.452674834052308,-0.26885012168701,53,TRUE,"Higher in AD"
"ODC1","11752515_a_at","LOC4953",-0.235098762914644,8.44002317880795,-3.50786399997171,0.000520866325022504,0.452674834052308,-0.308117404029779,54,TRUE,"Lower in AD"
"SRPK1","11718852_a_at","LOC6732",0.194180210623359,9.08964238410596,3.50739223530985,0.000521753980049624,0.452674834052308,-0.309554111430431,55,TRUE,"Higher in AD"
"GCM1","11732725_at","LOC8521",0.299701038420017,4.88026158940397,3.50617002778266,0.000524060235564221,0.452674834052308,-0.313275389087705,56,TRUE,"Higher in AD"
"BCL6","11759322_at","LOC604",0.286047327315657,7.47554635761589,3.49421291798168,0.000547131958629722,0.452674834052308,-0.349618910960921,57,TRUE,"Higher in AD"
"INTS6","11746393_x_at","LOC26512",0.136018793197824,4.87828476821192,3.49389972816742,0.000547748861987037,0.452674834052308,-0.350569323539603,58,TRUE,"Higher in AD"
"WLS","11733513_a_at","LOC79971",0.33254333074624,8.12099337748344,3.47835382702028,0.000579201675439894,0.452674834052308,-0.397647352052229,59,TRUE,"Higher in AD"
"STX3","11747878_a_at","LOC6809",0.234561645203453,5.36835099337748,3.47661230876923,0.000582828539688774,0.452674834052308,-0.402909273739941,60,TRUE,"Higher in AD"
"DBP","11731661_s_at","LOC1628",-0.13746070133857,4.38956291390728,-3.47083051911916,0.000595022580220393,0.452674834052308,-0.420361409446931,61,TRUE,"Lower in AD"
"MAPK14","11742487_a_at","LOC1432",0.212274279082925,6.64167880794702,3.46276852246335,0.000612424483118364,0.452674834052308,-0.44465189103589,62,TRUE,"Higher in AD"
"CKB","11753004_a_at","LOC1152",-0.234446929271754,4.5306059602649,-3.45905633961469,0.000620596286433631,0.452674834052308,-0.4558191648994,63,TRUE,"Lower in AD"
"SEPHS2","11743803_s_at","LOC22928",0.103444574801532,7.60044701986755,3.45287379918032,0.000634432899460154,0.452674834052308,-0.474393610278891,64,TRUE,"Higher in AD"
"NFIL3","11743010_at","LOC4783",0.199214084915851,7.79095033112583,3.45041390359332,0.000640017963393976,0.452674834052308,-0.481775505604377,65,TRUE,"Higher in AD"
"CDKN1C","11763717_a_at","LOC1028",-0.269989924975722,8.26780463576159,-3.44997227366042,0.000641025514615203,0.452674834052308,-0.48310028162427,66,TRUE,"Lower in AD"
"TLR2","11736274_at","LOC7097",0.243522929933676,7.27655960264901,3.44547082810549,0.000651380203126413,0.452674834052308,-0.496594595996311,67,TRUE,"Higher in AD"
"C9ORF116","11724109_a_at","LOC138162",-0.0841574096407146,2.31264900662252,-3.44530016037397,0.000651775849706961,0.452674834052308,-0.497105901568863,68,TRUE,"Lower in AD"
"ACSL1","11750700_a_at","LOC2180",0.278322081836368,7.39241721854305,3.44486817836387,0.000652778286119536,0.452674834052308,-0.498399978110485,69,TRUE,"Higher in AD"
"MBOAT1","11753189_a_at","LOC154141",0.0963633685130867,2.1704238410596,3.44352341067834,0.000655908121042623,0.452674834052308,-0.502427509459691,70,TRUE,"Higher in AD"
"SEL1L","11717203_at","LOC6400",0.165872208121694,6.65812913907285,3.42877686149764,0.000691162005670408,0.452674834052308,-0.546498318001717,71,TRUE,"Higher in AD"
"ITGB8","11751989_a_at","LOC3696",-0.0783041794978857,2.2081059602649,-3.42106852874537,0.000710286838272909,0.452674834052308,-0.569466028027203,72,TRUE,"Lower in AD"
"","11764032_at","",-0.259124604618346,8.24991059602649,-3.41922695455988,0.000714928459772088,0.452674834052308,-0.574946154987248,73,TRUE,"Lower in AD"
"LPCAT3","11757009_x_at","LOC10162",0.123396807457449,4.81786092715232,3.41063278486575,0.000736966667237683,0.452674834052308,-0.600484740282,74,TRUE,"Higher in AD"
"FBXO38","11757866_s_at","LOC81545",0.115292009889784,7.9032880794702,3.41010369854111,0.000738343925550777,0.452674834052308,-0.602055054783321,75,TRUE,"Higher in AD"
"KCNH7","11737809_at","LOC90134",0.214968036288143,5.03926821192053,3.40958695212395,0.000739691380826206,0.452674834052308,-0.603588528882328,76,TRUE,"Higher in AD"
"MOSPD2","11743736_at","LOC158747",0.187205520917168,7.3166059602649,3.40855924894788,0.000742378019013046,0.452674834052308,-0.606637661884041,77,TRUE,"Higher in AD"
"EMD","11718429_at","LOC2010",-0.111936448237746,6.78164569536424,-3.40695304591027,0.000746595228851064,0.452674834052308,-0.611401478751638,78,TRUE,"Lower in AD"
"FAM209A || FAM209B","11729876_s_at","",0.154579089875981,6.62533112582781,3.39856522258276,0.000768983724593068,0.452674834052308,-0.636245316795468,79,TRUE,"Higher in AD"
"CCR5","11748062_s_at","LOC1234",-0.102295034816714,2.70323509933775,-3.39719122358035,0.000772710328795595,0.452674834052308,-0.640309593849832,80,TRUE,"Lower in AD"
"DDR2","11759442_s_at","LOC4921",0.0642967234646638,2.01482119205298,3.39264868072731,0.000785151040583156,0.452674834052308,-0.653735649006687,81,TRUE,"Higher in AD"
"ABHD3","11746269_a_at","LOC171586",0.217517099382424,5.20606291390729,3.39215388242648,0.000786517376781664,0.452674834052308,-0.655197090625678,82,TRUE,"Higher in AD"
"BCL6","11720746_s_at","LOC604",0.0808636881238044,11.7209536423841,3.39143355643069,0.000788510450522181,0.452674834052308,-0.657324303181161,83,TRUE,"Higher in AD"
"SULT1B1","11734451_at","LOC27284",0.278419794846935,6.00743377483444,3.38927250396229,0.000794518182573722,0.452674834052308,-0.663703669930097,84,TRUE,"Higher in AD"
"HECW2","11730580_s_at","LOC57520",0.322491623525227,5.78182781456954,3.38891389573799,0.000795519235101627,0.452674834052308,-0.66476190995045,85,TRUE,"Higher in AD"
"PISD","11756516_a_at","LOC23761",0.139347023240646,9.59523841059603,3.38708809398745,0.000800634216278244,0.452674834052308,-0.670148189782196,86,TRUE,"Higher in AD"
"ARHGEF12","11761978_at","",-0.353854785050864,4.96204966887417,-3.37904490980635,0.000823534501538175,0.452674834052308,-0.693844541459385,87,TRUE,"Lower in AD"
"ABCA1","11739502_a_at","LOC19",0.273092119065696,3.04954304635762,3.37783064314357,0.000827044316705058,0.452674834052308,-0.697417441925785,88,TRUE,"Higher in AD"
"CREB5","11722971_a_at","LOC9586",0.169075806483049,9.82096688741722,3.37376225645768,0.000838905815286378,0.452674834052308,-0.709379798207624,89,TRUE,"Higher in AD"
"DUSP13","11728562_a_at","LOC51207",0.308744901241707,3.92420529801324,3.37298752609808,0.000841182462077816,0.452674834052308,-0.711656250189106,90,TRUE,"Higher in AD"
"FLOT1","11743045_a_at","LOC10211",0.164365408004241,5.84828145695364,3.37236892317343,0.000843004441804998,0.452674834052308,-0.713473595235353,91,TRUE,"Higher in AD"
"LAMP2","11748160_s_at","LOC3920",0.16374548310229,7.92860264900662,3.37115722153155,0.000846583947763517,0.452674834052308,-0.717032470116603,92,TRUE,"Higher in AD"
"LIMK2","11733509_a_at","LOC3985",0.238103812468875,7.03697350993377,3.36548886327529,0.000863517863415288,0.452674834052308,-0.733665314651921,93,TRUE,"Higher in AD"
"CCPG1","11723009_at","LOC9236",0.206001220448399,4.27806291390729,3.36368261625295,0.000868979903552203,0.452674834052308,-0.738960032560136,94,TRUE,"Higher in AD"
"ABCG1","11725515_a_at","LOC9619",0.222652798934807,9.70967218543046,3.36309120301517,0.000870775305450314,0.452674834052308,-0.740693095433818,95,TRUE,"Higher in AD"
"PRDM1","11726217_a_at","LOC639",0.244403163396878,5.55043046357616,3.35891919494568,0.000883539146403142,0.454525669627767,-0.75291067897826,96,TRUE,"Higher in AD"
"LONRF3","11755304_a_at","LOC79836",0.178925402196913,3.05288410596026,3.3559315754738,0.000892786342128204,0.454547899921067,-0.761651244229177,97,TRUE,"Higher in AD"
"ABCG1","11725517_x_at","LOC9619",0.231199422656328,9.73500331125828,3.35184232873894,0.00090558947250889,0.456361649891062,-0.773603118348579,98,TRUE,"Higher in AD"
"HAL","11752202_a_at","LOC3034",0.262289714573763,5.8772417218543,3.34881400915007,0.000915180910613599,0.45653661062185,-0.782445513419954,99,TRUE,"Higher in AD"
"SH3GLB1","11746324_a_at","LOC51100",0.14006123962125,8.50528145695364,3.34209591563984,0.00093679751024485,0.462646818409522,-0.802035408723026,100,TRUE,"Higher in AD"
"BCL7A","11740108_a_at","LOC605",-0.248059206147737,5.71036092715232,-3.33443683721155,0.00096202141992231,0.470399899448349,-0.824324998061733,101,TRUE,"Lower in AD"
"USP47","11743614_a_at","LOC55031",-0.153465323159723,6.23440728476821,-3.31880714881503,0.0010154683808015,0.473037532048113,-0.869664559163695,102,TRUE,"Lower in AD"
"LIMK2","11739042_x_at","LOC3985",0.15224783223574,5.47538741721854,3.3173667844643,0.00102053036956858,0.473037532048113,-0.873832972370312,103,TRUE,"Higher in AD"
"EGLN1","11733857_x_at","LOC54583",0.15213489399326,7.49819867549669,3.31605840380123,0.00102514885169536,0.473037532048113,-0.877617978461411,104,TRUE,"Higher in AD"
"RAD23B","11745206_x_at","LOC5887",0.162561949960163,5.61733112582781,3.31296432346735,0.00103614817300753,0.473037532048113,-0.886563344538531,105,TRUE,"Higher in AD"
"LIMK2","11750802_x_at","LOC3985",0.197759110823638,4.76617549668874,3.31134008028405,0.00104196612319906,0.473037532048113,-0.891256147829446,106,TRUE,"Higher in AD"
"CDKN1C","11763718_x_at","LOC1028",-0.261682817781585,8.23253642384106,-3.30960418889356,0.00104821756535803,0.473037532048113,-0.896269180921006,107,TRUE,"Lower in AD"
"OSBPL8","11755548_a_at","LOC114882",0.119455040284898,9.7515,3.3095019620748,0.00104858679866621,0.473037532048113,-0.896564323331255,108,TRUE,"Higher in AD"
"ACSL1","11716302_s_at","LOC2180",0.148802827846723,10.8428145695364,3.3005007520471,0.00108157657999482,0.473037532048113,-0.92251903064648,109,TRUE,"Higher in AD"
"FNDC3B","11717715_at","LOC64778",0.245150110337783,3.04614900662252,3.29884889626733,0.00108773448955858,0.473037532048113,-0.927275020195752,110,TRUE,"Higher in AD"
"VWA9","11747587_a_at","LOC81556",-0.112680602705769,5.62858940397351,-3.29777659308087,0.00109174932704024,0.473037532048113,-0.930361197302218,111,TRUE,"Lower in AD"
"ITCH","11749666_a_at","LOC83737",0.140012140581514,6.4322880794702,3.29519588049123,0.0011014683701987,0.473037532048113,-0.937784904089196,112,TRUE,"Higher in AD"
"DGAT2","11722642_a_at","LOC84649",0.244780158238183,7.34795364238411,3.28775932555759,0.00112992620832035,0.473037532048113,-0.959146969048557,113,TRUE,"Higher in AD"
"GALK2","11749178_a_at","LOC2585",0.13939872429715,5.81119205298013,3.28530171206826,0.00113948006327489,0.473037532048113,-0.966196849697273,114,TRUE,"Higher in AD"
"RICTOR","11722098_a_at","LOC253260",0.152974790276285,3.84221523178808,3.284659230715,0.00114199002343775,0.473037532048113,-0.968039061131576,115,TRUE,"Higher in AD"
"MCTP1","11762549_at","LOC79772",0.195206446238503,6.34326158940397,3.28380660292037,0.00114532888667427,0.473037532048113,-0.970483319603008,116,TRUE,"Higher in AD"
"KDM5D","11726813_a_at","LOC8284",-0.150843977625424,5.4230761589404,-3.28258474551165,0.00115012945270974,0.473037532048113,-0.973985039835257,117,TRUE,"Lower in AD"
"TANC2","11754329_a_at","LOC26115",0.207766262941605,6.5762880794702,3.28169471443918,0.00115363806210238,0.473037532048113,-0.976535021347081,118,TRUE,"Higher in AD"
"AQP9","11725702_a_at","LOC366",0.107428014510683,11.2324668874172,3.28143491084144,0.001154664112175,0.473037532048113,-0.977279250602368,119,TRUE,"Higher in AD"
"FUT7","11740163_at","LOC2529",0.162364296024145,3.56309271523179,3.27997165119142,0.00116045885574671,0.473037532048113,-0.981469864227171,120,TRUE,"Higher in AD"
"C9ORF78","11721829_at","LOC51759",-0.183418024381939,9.97978476821192,-3.27963012784322,0.00116181522537679,0.473037532048113,-0.982447700718657,121,TRUE,"Lower in AD"
"SPINK8","11734543_at","LOC646424",0.269202624499761,4.07060264900662,3.27666549306523,0.00117365137588574,0.473037532048113,-0.990931975689925,122,TRUE,"Higher in AD"
"UBE2W","11750058_a_at","LOC55284",0.175891834842267,4.75804304635762,3.27136671393737,0.00119508584330396,0.473037532048113,-1.00607850732531,123,TRUE,"Higher in AD"
"MEFV","11752332_x_at","LOC4210",0.154747743956509,5.51486092715232,3.26998168120903,0.00120074815244317,0.473037532048113,-1.01003388070825,124,TRUE,"Higher in AD"
"C3","11715393_a_at","LOC718",-0.314939763990048,4.43802649006622,-3.26577342254644,0.00121810558610319,0.473037532048113,-1.0220423166228,125,TRUE,"Lower in AD"
"PGM1","11756127_a_at","LOC5236",0.122049326306032,7.74551655629139,3.26572096108942,0.00121832343174985,0.473037532048113,-1.02219192728248,126,TRUE,"Higher in AD"
"IL1R1","11718025_at","LOC3554",0.282571720533575,6.22482781456954,3.26478369289312,0.00122222152787349,0.473037532048113,-1.02486447347017,127,TRUE,"Higher in AD"
"CCNE1","11724407_s_at","LOC898",-0.260526307595053,5.52671523178808,-3.26387023065831,0.0012260317519572,0.473037532048113,-1.02746845632744,128,TRUE,"Lower in AD"
"SH3GLB1","11718846_a_at","LOC51100",0.14047641411247,7.98866556291391,3.25917270238756,0.00124580076304104,0.476938887469338,-1.04084893433614,129,TRUE,"Higher in AD"
"LINC00266-1","11760088_x_at","LOC140849",0.217777764731683,5.84634768211921,3.25544600278429,0.00126169414414829,0.479307900022364,-1.05145141670499,130,TRUE,"Higher in AD"
"ARID3B","11748808_a_at","LOC10620",0.109730242749327,8.08605629139073,3.24581572633124,0.00130364009950903,0.488464226414318,-1.07879763747087,131,TRUE,"Higher in AD"
"ASPH","11759707_at","LOC444",0.0764894576317842,2.11499006622517,3.24537777593669,0.00130557805626473,0.488464226414318,-1.08003946323853,132,TRUE,"Higher in AD"
"MAP3K2","11754680_a_at","LOC10746",0.0946920222733249,9.99631125827815,3.23996373022027,0.00132975725109679,0.491490061112817,-1.09537839509825,133,TRUE,"Higher in AD"
"LSMEM1","11730513_a_at","LOC286006",0.255745335704189,5.94026490066225,3.23911843826909,0.00133356959845133,0.491490061112817,-1.0977711144105,134,TRUE,"Higher in AD"
"IGSF6","11761745_at","",0.215938299349937,6.30306622516556,3.22911692274542,0.00137945333338377,0.496560272399625,-1.126037942565,135,TRUE,"Higher in AD"
"NAMPT","11743111_s_at","LOC10135",0.16176489345864,10.5773112582781,3.22530534800976,0.00139732147098308,0.496560272399625,-1.13678911637681,136,TRUE,"Higher in AD"
"RAD23B","11745264_a_at","LOC5887",0.163758878816349,5.51463245033113,3.22325897045874,0.00140700286494109,0.496560272399625,-1.14255640804984,137,TRUE,"Higher in AD"
"STXBP5","11739642_a_at","LOC134957",0.178816094580587,5.92148344370861,3.22122380408514,0.00141669283396328,0.496560272399625,-1.14828873991159,138,TRUE,"Higher in AD"
"SAP30L","11720378_a_at","LOC79685",0.136589071314026,7.63801655629139,3.21978753063401,0.00142356849125594,0.496560272399625,-1.15233218664896,139,TRUE,"Higher in AD"
"DUSP5","11717863_a_at","LOC1847",-0.178756267412914,8.5347119205298,-3.21812235188859,0.00143157864810029,0.496560272399625,-1.15701796382822,140,TRUE,"Lower in AD"
"TLR8","11726947_a_at","LOC51311",0.191977618684311,7.77166556291391,3.21759250314802,0.00143413617052011,0.496560272399625,-1.15850847570878,141,TRUE,"Higher in AD"
"MCTP2","11752249_a_at","LOC55784",0.20979023971935,3.98836092715232,3.21212001780392,0.00146080001845827,0.496560272399625,-1.17388975907952,142,TRUE,"Higher in AD"
"CD177","11730764_a_at","LOC57126",0.36300452083478,3.42596357615894,3.21187847402555,0.00146198741739866,0.496560272399625,-1.1745680967522,143,TRUE,"Higher in AD"
"LIMK2","11734741_x_at","LOC3985",0.17816455985132,5.30621523178808,3.21145602097038,0.00146406629285701,0.496560272399625,-1.17575437597455,144,TRUE,"Higher in AD"
"FAM46C","11739339_s_at","LOC54855",-0.331834803450201,10.1252582781457,-3.20906439753386,0.00147588709509327,0.496560272399625,-1.18246750281211,145,TRUE,"Lower in AD"
"CALCRL || ENSG00000213952","11761796_at","",0.159764685827506,2.79386092715232,3.20841593136348,0.00147910739166637,0.496560272399625,-1.18428690492768,146,TRUE,"Higher in AD"
"C19ORF59","11725889_at","LOC199675",0.235792890418329,5.65698675496689,3.20730379179502,0.00148464545350686,0.496560272399625,-1.18740644224604,147,TRUE,"Higher in AD"
"FBXL13","11740804_a_at","LOC222235",0.305621842300294,4.80282119205298,3.20661356712734,0.00148809217825182,0.496560272399625,-1.18934200936092,148,TRUE,"Higher in AD"
"SESN3","11731901_a_at","LOC143686",-0.378318984762036,7.98257947019868,-3.19918663453444,0.00152565122248634,0.500852184641764,-1.21014459182221,149,TRUE,"Lower in AD"
"LAT2","11737890_x_at","LOC7462",0.145622421369935,7.21431125827815,3.19604395611967,0.00154180686126455,0.500852184641764,-1.21893365459121,150,TRUE,"Higher in AD"
"OTUD7B","11751243_a_at","LOC56957",0.0926617374700204,2.79148675496689,3.19385614018943,0.00155314714603861,0.500852184641764,-1.22504754244659,151,TRUE,"Higher in AD"
"SVIL","11728498_a_at","LOC6840",0.162757909689692,9.22272185430464,3.19225022751758,0.00156152027769881,0.500852184641764,-1.22953282007333,152,TRUE,"Higher in AD"
"SVIL","11745431_a_at","LOC6840",0.163100111987687,9.26483443708609,3.19186040107576,0.00156355910040852,0.500852184641764,-1.23062128077958,153,TRUE,"Higher in AD"
"LRRC4","11726061_a_at","LOC64101",0.252845642808734,6.90241390728477,3.18958773325086,0.00157549445696409,0.500852184641764,-1.23696449432217,154,TRUE,"Higher in AD"
"FAM209A","11729875_at","LOC200232",0.164141855969571,6.07100993377483,3.18949642361973,0.00157597574421627,0.500852184641764,-1.2372192598398,155,TRUE,"Higher in AD"
"PTPRB","11733229_a_at","LOC5787",0.0650845349330775,2.00690397350993,3.18089746714325,0.00162191482027552,0.500852184641764,-1.26118110968843,156,TRUE,"Higher in AD"
"TGFBR1","11746441_a_at","LOC7046",0.22357079870209,4.27878476821192,3.17735555584118,0.00164119481961861,0.500852184641764,-1.27103353719973,157,TRUE,"Higher in AD"
"LINC01000","11745798_x_at","LOC402483",0.134139694363552,10.1999304635762,3.17464637402875,0.00165608477486385,0.500852184641764,-1.27856270704857,158,TRUE,"Higher in AD"
"FASTKD5","11719477_a_at","LOC60493",0.0975046492217064,7.42809602649007,3.17424628344015,0.00165829427222205,0.500852184641764,-1.27967410561861,159,TRUE,"Higher in AD"
"SNORA5B","11757174_x_at","LOC677795",-0.0822208839968258,2.67588741721854,-3.17328160916398,0.00166363289335132,0.500852184641764,-1.28235330783778,160,TRUE,"Lower in AD"
