epoch,train_loss,train_accuracy,train_balanced_accuracy,train_auc,train_f1,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_auc,validation_f1
15,0.5727898267099552,0.734225621414914,0.7087798204681321,0.8255879762373268,0.6342105263157894,0.5872067308851651,0.6830357142857143,0.6554467564259486,0.7911056711546308,0.5590062111801242
16,0.5281129414447179,0.7581261950286807,0.7647851427072205,0.8396469331534266,0.7378238341968912,0.5629749761096069,0.7232142857142857,0.7250101999184007,0.8035087719298246,0.693069306930693
17,0.5131332780275473,0.762906309751434,0.781825677929574,0.8626337587376547,0.7624521072796935,0.5457863318068641,0.7544642857142857,0.7674010607915136,0.8203998368013057,0.7465437788018433
18,0.47885648886286736,0.8030592734225621,0.8103896103896104,0.8736455463728192,0.7858627858627859,0.5197666883468628,0.7544642857142857,0.7549163606691147,0.8402284781721746,0.7236180904522613
19,0.4697227426172442,0.8202676864244742,0.8175821292704409,0.8840726373193906,0.7897091722595079,0.5097568341131721,0.7678571428571429,0.7609955120359038,0.8571195430436557,0.723404255319149
20,0.500873186335281,0.7992351816443595,0.7769644496917224,0.8991435692734394,0.7272727272727273,0.5380998948322875,0.7410714285714286,0.7127702978376174,0.872297021623827,0.6329113924050633
21,0.4174541250925447,0.8632887189292543,0.8627630666591706,0.9120931017034912,0.8412874583795783,0.47367944328912664,0.8080357142857143,0.8014279885760913,0.8801305589555284,0.7700534759358288
22,0.47581255926000915,0.8260038240917782,0.8087104814377541,0.9085586851820618,0.7719298245614035,0.5444323292800358,0.7767857142857143,0.7507139942880456,0.8761321909424725,0.6875
23,0.39168937438760615,0.8709369024856597,0.8699893180412661,0.9242930229943217,0.8494983277591973,0.47076691075095106,0.8169642857142857,0.8077927376580987,0.8893512851897186,0.7759562841530054
24,0.38191935243387753,0.8623326959847036,0.8699274751222803,0.9345551994902646,0.8490566037735849,0.4475121415619339,0.8169642857142857,0.8202774377804978,0.89906160750714,0.7960199004975125
25,0.35637104579641077,0.8747609942638623,0.8763685088360413,0.9409568786192162,0.8565169769989047,0.4283927141555718,0.8392857142857143,0.8368829049367605,0.9087719298245613,0.8125
26,0.3459627371616163,0.8776290630975143,0.8853019995877138,0.9511590862240215,0.865546218487395,0.4216393860323088,0.84375,0.844920440636475,0.9126070991432068,0.8223350253807107
27,0.32406004288912277,0.8957934990439771,0.897316392121587,0.9540713254998969,0.8800880088008801,0.4260817249970777,0.8392857142857143,0.8354957160342718,0.906079151366789,0.8105263157894737
28,0.35164812925212924,0.8910133843212237,0.8775097917955061,0.9610502052060494,0.8596059113300493,0.48189388774335384,0.8080357142857143,0.7847817217462261,0.909751121991024,0.7361963190184049
29,0.3158663640058747,0.9053537284894837,0.8982046813215645,0.9641798317122993,0.8836662749706228,0.43612079029636724,0.8348214285714286,0.8191350469196246,0.9191350469196247,0.7861271676300579
30,0.3131532599832542,0.8948374760994264,0.9054028222859392,0.9737598620715504,0.8863636363636364,0.41734475469482796,0.8482142857142857,0.8543451652386781,0.9219094247246021,0.8333333333333334
31,0.2582002299237662,0.9426386233269598,0.9448810929330409,0.9771331121980473,0.9337748344370861,0.42494778734232697,0.84375,0.8365973072215422,0.9050183598531212,0.8108108108108109
32,0.35272828718900223,0.8384321223709369,0.856335151140346,0.9740896909728078,0.8351219512195122,0.49554171905453714,0.7857142857142857,0.801468788249694,0.9046919624643002,0.7818181818181819
33,0.23320105458194848,0.9483747609942639,0.952298495155638,0.986488259215532,0.9410480349344978,0.4078238043668015,0.8616071428571429,0.8673602611179111,0.9215830273357812,0.8472906403940886
34,0.2198630089143266,0.9560229445506692,0.9564513408669253,0.9855400011244168,0.9484304932735426,0.4540899648730244,0.84375,0.8365973072215422,0.9090167278661769,0.8108108108108109
35,0.27180112379800747,0.9263862332695985,0.9179232023387867,0.9811435317928824,0.9082240762812872,0.4745549112558365,0.8348214285714286,0.8191350469196246,0.9114647082823337,0.7861271676300579
36,0.21059752003526597,0.9560229445506692,0.9610614493731378,0.990704821873653,0.9501084598698482,0.4376046040228435,0.8482142857142857,0.8515707874337006,0.9072215422276623,0.83
37,0.2797334533377086,0.9244741873804971,0.9285639324600363,0.9784261914132044,0.9142236699239956,0.568842224909791,0.8035714285714286,0.805875152998776,0.9011015911872704,0.78
38,0.17570397950153277,0.9751434034416826,0.9772830344258916,0.9931035775191619,0.9711111111111111,0.47455432412347626,0.8571428571428571,0.8537739698082416,0.9058343533251734,0.8315789473684211
39,0.1846671238627078,0.9760994263862333,0.9787241618410449,0.9928487097318266,0.9723145071982281,0.45132804063281845,0.8482142857142857,0.8487964096287229,0.901672786617707,0.826530612244898
40,0.168742715201232,0.9789674952198852,0.981510841251101,0.9939206536609133,0.975609756097561,0.49846755620092154,0.8348214285714286,0.8288453692370461,0.911954304365565,0.8021390374331551
41,0.183547044318903,0.9760994263862333,0.9738067127677517,0.9937257547647158,0.9712973593570609,0.5724068080474224,0.8125,0.7914320685434517,0.9120359037127703,0.7469879518072289
42,0.15748362057979431,0.988527724665392,0.9897753040610183,0.9942392383950825,0.9865470852017937,0.46839694891657147,0.8392857142857143,0.8327213382292942,0.912280701754386,0.8064516129032258
43,0.1851002887945558,0.9722753346080306,0.9686568842412999,0.9950788028710106,0.966396292004635,0.5626513610727021,0.8125,0.7942064463484292,0.9040391676866586,0.7529411764705882
44,0.1622084912845783,0.9875717017208413,0.9874121549446224,0.9939356458836979,0.9852774631936579,0.4955995503280844,0.7991071428571429,0.7839657282741739,0.912688698490412,0.7428571428571429
45,0.1636038513330611,0.9866156787762906,0.9875077303648732,0.9944378853469763,0.9842696629213483,0.4138258807361126,0.8571428571428571,0.8496124031007752,0.9246022031823745,0.8260869565217391
46,0.153905214218291,0.9837476099426387,0.985028391521898,0.99394314199509,0.9809630459126539,0.5463927461366568,0.8303571428571429,0.8152590779273765,0.907547939616483,0.7816091954022989
47,0.2065507165845448,0.9617590822179732,0.9558778883454209,0.9942317422836904,0.9529411764705882,0.6394096707393017,0.8169642857142857,0.7897592819257446,0.9197878416972665,0.7388535031847133
48,0.1521027252277498,0.988527724665392,0.9894679634939376,0.9945165945165946,0.9865168539325843,0.5023082276540143,0.8303571428571429,0.8221950224398205,0.9101591187270501,0.7934782608695652
49,0.1468020708480027,0.9913957934990439,0.9919473023369128,0.9964543393114821,0.9898534385569335,0.5616132385496583,0.8169642857142857,0.8147286821705426,0.8984088127294981,0.7875647668393783
50,0.14517490474603373,0.9952198852772467,0.9955604280279604,0.9953449148254342,0.9943502824858758,0.5217239049130252,0.8035714285714286,0.7906160750713994,0.8975112199102407,0.7528089887640449
51,0.1460794937827163,0.9933078393881453,0.9932928543318154,0.9944004047900151,0.9920724801812004,0.5852441018713372,0.8214285714285714,0.7991840065279479,0.9070583435332518,0.7560975609756098
52,0.16051759412708064,0.9866156787762906,0.9862783680965499,0.9950488184254418,0.9841269841269841,0.5600350158555167,0.8258928571428571,0.8044471644226846,0.918890248878009,0.7636363636363637
53,0.1561990227856554,0.9875717017208413,0.9867974738104608,0.9958733906785855,0.9852104664391353,0.633105858628239,0.8125,0.7886576907384741,0.9072215422276622,0.7407407407407407
54,0.1399827488692723,0.994263862332696,0.9947339817469687,0.9968891137722307,0.9932279909706546,0.5390650012663433,0.8258928571428571,0.8238678090575275,0.9135862913096696,0.7979274611398963
55,0.1429225802991404,0.994263862332696,0.9944266411798879,0.9965630329266694,0.9932126696832579,0.4964919884556106,0.8348214285714286,0.8191350469196246,0.924031007751938,0.7861271676300579
56,0.14095264745886876,0.9933078393881453,0.9932928543318154,0.9964318509773056,0.9920724801812004,0.5383376315502184,0.8214285714285714,0.8088943288453693,0.926234190126479,0.7752808988764045
57,0.14175985246383893,0.9952198852772467,0.9955604280279604,0.9969378384962801,0.9943502824858758,0.5665644737226623,0.8348214285714286,0.8191350469196246,0.9110567115463076,0.7861271676300579
58,0.15361353054101334,0.9913957934990439,0.9910252806356703,0.995652255392515,0.9897843359818388,0.5672654949926904,0.8169642857142857,0.7980824153406773,0.9093431252549979,0.757396449704142
59,0.14181555638064847,0.9933078393881453,0.9932928543318154,0.9970427840557711,0.9920724801812004,0.5931771283171007,0.8303571428571429,0.8152590779273765,0.9019991840065279,0.7816091954022989
60,0.1377446807023444,0.9952198852772467,0.9955604280279604,0.996484323757051,0.9943502824858758,0.5021369579647269,0.8571428571428571,0.8454508363933089,0.9250101999184006,0.8202247191011236
61,0.13745882421959882,0.9952198852772467,0.9955604280279604,0.9980585071494162,0.9943502824858758,0.5427014058721917,0.8258928571428571,0.8169318645450836,0.9168502651978784,0.7868852459016393
62,0.1404807847954803,0.9952198852772467,0.9955604280279604,0.9967879162684358,0.9943502824858758,0.523764583814357,0.8348214285714286,0.8371685026519788,0.9100775193798449,0.8140703517587939
63,0.162364108213731,0.9799235181644359,0.9826446280991736,0.997110249058301,0.9767441860465116,0.5661704556218216,0.8169642857142857,0.8244390044879641,0.8997960016319869,0.8019323671497585
64,0.13474311619769092,0.9961759082217974,0.996694214876033,0.9968516332152696,0.9954853273137697,0.6025505784366813,0.8214285714285714,0.8088943288453693,0.9011831905344757,0.7752808988764045
65,0.13668055020372452,0.9952198852772467,0.9958677685950413,0.9988043702329417,0.9943630214205186,0.5911363711846727,0.8214285714285714,0.8199918400652795,0.9015095879232967,0.7938144329896907
66,0.13357327010902803,0.997131931166348,0.9975206611570249,0.9987706377316767,0.9966101694915255,0.5992529460095933,0.8080357142857143,0.8083639330885353,0.9116279069767442,0.7817258883248731
67,0.14929563630493375,0.9894837476099426,0.988757706939525,0.9965630329266693,0.987485779294653,0.6284585905128292,0.8169642857142857,0.7980824153406773,0.8947368421052632,0.757396449704142
68,0.13301176496605116,0.9961759082217974,0.9963868743089522,0.9984445568861153,0.995475113122172,0.5895847167287555,0.8169642857142857,0.8105671154630762,0.9147286821705426,0.7807486631016043
69,0.13340783939762735,0.9961759082217974,0.9963868743089522,0.9983920841063699,0.995475113122172,0.5258848848087447,0.84375,0.8352101183190535,0.9212566299469604,0.8087431693989071
70,0.13223141334936678,0.997131931166348,0.9975206611570249,0.9982796424354866,0.9966101694915255,0.5306154558701175,0.8392857142857143,0.8313341493268054,0.9162790697674419,0.8043478260869565
71,0.1324671457591066,0.997131931166348,0.9975206611570249,0.9976424729671484,0.9966101694915255,0.5693348600928273,0.8348214285714286,0.8260709914320685,0.9190534475724194,0.7978142076502732
72,0.13358476134034916,0.9952198852772467,0.9958677685950413,0.9985082738329492,0.9943630214205186,0.5385447048715183,0.8392857142857143,0.8368829049367605,0.9113015095879233,0.8125
73,0.13375179324277728,0.9952198852772467,0.9952530874608797,0.9971889582279192,0.9943374858437146,0.5855855654392924,0.8258928571428571,0.8099959200326396,0.9082007343941249,0.7745664739884393
74,0.13326531075952613,0.9980879541108987,0.9983471074380166,0.9978223796405615,0.997737556561086,0.5961953446801219,0.7946428571428571,0.7759281925744594,0.9148102815177479,0.7294117647058823
75,0.12995112674528053,0.997131931166348,0.9975206611570249,0.9989992691291393,0.9966101694915255,0.551869203602629,0.8125,0.8039167686658506,0.9135046919624643,0.7717391304347826
76,0.14727259303370124,0.9913957934990439,0.9904105995015086,0.9972714154532336,0.9897377423033067,0.6010744720697403,0.8258928571428571,0.8030599755201959,0.9149734802121584,0.7607361963190185
77,0.1350092852833622,0.9961759082217974,0.9960795337418714,0.9982159254886528,0.9954648526077098,0.6079106985458306,0.8258928571428571,0.8058343533251734,0.9185638514891882,0.7664670658682635
78,0.1488086825404067,0.9866156787762906,0.9884297520661157,0.9994040591443188,0.984375,0.5595696273126772,0.8303571428571429,0.8388412892696858,0.900530395756834,0.8173076923076923
79,0.13062877361849662,0.997131931166348,0.9972133205899439,0.9989018196810404,0.9966024915062288,0.5614743280623641,0.8214285714285714,0.8088943288453693,0.9079559363525092,0.7752808988764045
80,0.13187286679421054,0.9961759082217974,0.996694214876033,0.9993403421974851,0.9954853273137697,0.5418354820992265,0.8303571428571429,0.8208078335373317,0.8970216238270095,0.7912087912087912
81,0.13109303970979688,0.9961759082217974,0.996694214876033,0.9995652255392515,0.9954853273137697,0.54134591948241,0.8392857142857143,0.8410444716442269,0.9001223990208078,0.8181818181818182
82,0.13366740172725336,0.9952198852772467,0.9958677685950413,0.9989580405164821,0.9943630214205186,0.516557132160025,0.8348214285714286,0.8302325581395349,0.914483884128927,0.8042328042328042
83,0.1529545405341836,0.982791586998088,0.9851239669421488,0.9991154588557186,0.98,0.639728539357228,0.8035714285714286,0.8072623419012648,0.8843737250101998,0.7821782178217822
84,0.13133596980776888,0.997131931166348,0.9972133205899439,0.9977211821367665,0.9966024915062288,0.5744897337364299,0.8080357142857143,0.7931048551611588,0.901999184006528,0.7542857142857143
85,0.13553457355294127,0.994263862332696,0.9950413223140495,0.9988306066228145,0.9932432432432432,0.6155141669192484,0.8125,0.8177886576907385,0.9042839657282741,0.7941176470588235
86,0.1307547706291507,0.9980879541108987,0.9983471074380166,0.9988755832911677,0.997737556561086,0.5036254362868411,0.8348214285714286,0.8302325581395349,0.919624643002856,0.8042328042328042
