config,epoch,train_loss,train_mri_auc,train_mri_balanced_accuracy,train_alignment_cosine_mean,val_mri_auc,val_mri_balanced_accuracy,val_alignment_cosine_mean,val_alignment_subject_r,selection_score
agfv_h256_align050_contrast010,26,0.3808041413625081,0.9995258978309826,0.993006993006993,0.910282552242279,0.8974358974358975,0.8179487179487179,0.6212871670722961,0.6240889851696331,2.046864856119723
agfv_h256_align050_contrast010,27,0.36657535367541844,0.9997629489154913,0.993006993006993,0.9047396779060364,0.8974358974358975,0.8179487179487179,0.6196114420890808,0.6226520926625873,2.0458477467147342
agfv_h256_align050_contrast010,28,0.3658609290917714,0.9997629489154913,0.993006993006993,0.897339940071106,0.8948717948717949,0.7794871794871795,0.6185890436172485,0.6217002323748355,1.9980618742705556
agfv_h256_align050_contrast010,29,0.37004656593004864,0.999644423373237,0.993006993006993,0.9052330851554871,0.8974358974358975,0.7794871794871795,0.6168860793113708,0.6198854696395979,1.999995412624149
agfv_h256_align050_contrast010,30,0.3821985059314304,0.9997629489154913,0.993006993006993,0.9017333984375,0.8974358974358975,0.7794871794871795,0.6170639395713806,0.6201996203119483,2.000097978990051
agfv_h256_align050_contrast010,31,0.36575689084000057,0.9997629489154913,0.993006993006993,0.9073854684829712,0.9012820512820514,0.8179487179487179,0.6139624118804932,0.6168741840323111,2.04686851767049
agfv_h256_align050_contrast010,32,0.3667496144771576,0.999644423373237,0.993006993006993,0.9004526138305664,0.9025641025641027,0.7794871794871795,0.6149333119392395,0.618070226301498,2.0047349405017094
agfv_h256_align050_contrast010,33,0.3600836594899495,0.999644423373237,0.993006993006993,0.8957818746566772,0.8999999999999999,0.7794871794871795,0.6139346957206726,0.6171136929560295,2.001191261109161
agfv_h256_align050_contrast010,34,0.3607157833046383,0.999644423373237,0.993006993006993,0.9033462405204773,0.8999999999999999,0.7794871794871795,0.6099684834480286,0.6129821555426187,1.998795001231498
agfv_h256_align050_contrast010,35,0.3709538413418664,0.999644423373237,0.993006993006993,0.9030048847198486,0.894871794871795,0.7794871794871795,0.6073759198188782,0.6104303808023779,1.9913461060454631
agfv_h256_align050_contrast010,36,0.36977433661619824,0.9997629489154913,0.993006993006993,0.8938028812408447,0.8948717948717948,0.7794871794871795,0.6081958413124084,0.6114363400764187,1.9918388838882939
agfv_h256_align050_contrast010,37,0.36970597340001,0.999644423373237,0.993006993006993,0.8919760584831238,0.8948717948717948,0.7794871794871795,0.6066498160362244,0.6098346808336375,1.9909234841572618
agfv_h256_align050_contrast010,38,0.36135660608609516,0.999644423373237,0.993006993006993,0.8982040882110596,0.9025641025641027,0.7794871794871795,0.603705883026123,0.606640307706598,1.9979782341856616
agfv_h256_align050_contrast010,39,0.3633132841851976,0.9996444233732369,0.993006993006993,0.8976109623908997,0.9025641025641027,0.7794871794871795,0.6016130447387695,0.6044658368498655,1.9967143679563113
agfv_h256_align050_contrast010,40,0.3585420134994719,0.9997629489154913,0.993006993006993,0.8905905485153198,0.9025641025641027,0.7794871794871795,0.6014196872711182,0.6045307077895573,1.996606397485117
agfv_h256_align050_contrast010,41,0.3624362217055427,0.9997629489154912,0.993006993006993,0.8937631845474243,0.9025641025641027,0.7794871794871795,0.5989866852760315,0.6018563370401129,1.995122459412629
agfv_h256_align050_contrast010,42,0.3623296750916375,0.9997629489154913,0.993006993006993,0.8938465714454651,0.9025641025641027,0.7794871794871795,0.5981484055519104,0.6010347809735722,1.9946211639439142
agfv_h256_align050_contrast010,43,0.350274372431967,0.9997629489154913,0.9965034965034965,0.880083441734314,0.9025641025641027,0.7794871794871795,0.5986742377281189,0.6019744110283994,1.994453567513026
agfv_h256_align050_contrast010,44,0.35906854271888733,0.999644423373237,0.993006993006993,0.8943257927894592,0.9076923076923077,0.7794871794871795,0.5931535363197327,0.5959375685397977,1.9975292228132218
agfv_h256_align050_contrast010,45,0.37183742721875507,0.9995258978309827,0.993006993006993,0.8924344778060913,0.8948717948717949,0.8179487179487179,0.5874506831169128,0.5901899835708967,2.0236079960334394
agfv_h256_align050_contrast010,46,0.365661879380544,0.999644423373237,0.993006993006993,0.8875532746315002,0.8846153846153847,0.8179487179487179,0.5871761441230774,0.590003222099504,2.011639399763173
agfv_h256_align050_contrast010,47,0.3641376992066701,0.9997629489154913,0.9965034965034965,0.8676233291625977,0.8923076923076924,0.7794871794871795,0.5873103737831116,0.5904707496009124,1.9758263976029016
agfv_h256_align050_contrast010,48,0.3504618439409468,0.9995258978309826,0.993006993006993,0.8799540996551514,0.8923076923076922,0.7794871794871795,0.588088870048523,0.5912353779384724,1.9768521417565148
agfv_h256_align050_contrast010,49,0.365597696767913,0.9995258978309826,0.993006993006993,0.8818495273590088,0.8923076923076924,0.7794871794871795,0.5876986980438232,0.5908463091602758,1.9766181488763455
agfv_h256_align050_contrast010,50,0.36313507623142666,0.9997629489154913,0.993006993006993,0.8746420741081238,0.8923076923076924,0.7794871794871795,0.5876118540763855,0.5910625875181477,1.9765607970657375
agfv_h256_align050_contrast010,51,0.393129449751642,0.9997629489154913,0.993006993006993,0.8795223236083984,0.8820512820512821,0.8179487179487179,0.5839534401893616,0.5870176282928643,2.0067629916355947
agfv_h256_align050_contrast010,52,0.42034053802490234,0.9994073722887282,0.993006993006993,0.8802137970924377,0.882051282051282,0.8012820512820513,0.574256956577301,0.5769695526462898,1.9817966120922546
agfv_h256_align050_contrast010,53,0.3773852851655748,0.9994073722887282,0.993006993006993,0.8762508630752563,0.8846153846153847,0.7794871794871795,0.5785672664642334,0.5814987666246771,1.9622893038181748
agfv_h256_align050_contrast010,54,0.3713608317905002,0.9995258978309826,0.993006993006993,0.8697462677955627,0.9153846153846154,0.7794871794871795,0.5747694969177246,0.5779363766013594,1.9954010165958658
agfv_h256_align050_contrast010,55,0.3661685453520881,0.999644423373237,0.993006993006993,0.8622732758522034,0.917948717948718,0.7410256410256411,0.5719209909439087,0.5754831114544912,1.9524316069808816
agfv_h256_align050_contrast010,56,0.36857203642527264,0.9997629489154913,0.993006993006993,0.8538318276405334,0.9153846153846155,0.7576923076923077,0.5700741410255432,0.5737186725337647,1.9675319080162368
agfv_h256_align050_contrast010,57,0.3897411823272705,0.9998814744577457,0.993006993006993,0.8508601188659668,0.9153846153846155,0.7576923076923077,0.5702537298202515,0.5742140570660544,1.9676534620354822
agfv_h256_align050_contrast010,58,0.3595213227801853,0.9997629489154913,0.993006993006993,0.8485665917396545,0.9153846153846155,0.7576923076923077,0.5706607103347778,0.5749657403725603,1.967949899454734
agfv_h256_align050_contrast010,59,0.35951777961519027,0.9997629489154913,0.993006993006993,0.8538727760314941,0.9153846153846155,0.7743589743589744,0.5764002203941345,0.5806629512165369,1.9905560422354767
agfv_h256_align050_contrast010,60,0.36123764514923096,0.9998814744577457,0.993006993006993,0.8581228852272034,0.9153846153846155,0.7743589743589744,0.5804714560508728,0.5846898208993474,1.9929765682007887
agfv_h256_align050_contrast010,61,0.35819974541664124,0.9997629489154913,0.993006993006993,0.8613149523735046,0.9153846153846155,0.7743589743589744,0.5821462869644165,0.586174256989458,1.99398020609791
agfv_h256_align050_contrast010,62,0.35720956325531006,0.9997629489154913,0.993006993006993,0.8513616323471069,0.9128205128205129,0.7743589743589744,0.5802760720252991,0.584643177212954,1.9899432727019828
agfv_h256_align050_contrast010,63,0.34922992520862156,0.9997629489154913,0.993006993006993,0.8596391081809998,0.9128205128205129,0.7743589743589744,0.5823248624801636,0.5864921416640866,1.9911525643745283
agfv_h256_align050_contrast010,64,0.36477433310614693,0.9997629489154913,0.993006993006993,0.8632314205169678,0.9128205128205129,0.7743589743589744,0.5826857686042786,0.5865456916476641,1.9913383724349438
agfv_h256_align050_contrast010,65,0.3572092917230394,0.9997629489154913,0.9965034965034965,0.8484794497489929,0.9076923076923078,0.7743589743589744,0.5791929960250854,0.5838600129763482,1.982901506856304
agfv_h256_align050_contrast010,66,0.34710458914438885,0.9997629489154913,0.993006993006993,0.8610637187957764,0.9076923076923078,0.7743589743589744,0.5820631384849548,0.5859356703520124,1.9850686193482805
agfv_h256_align050_contrast010,67,0.3529436919424269,0.9997629489154913,0.9965034965034965,0.8526845574378967,0.9064102564102565,0.7743589743589744,0.5815749764442444,0.5858503740442288,1.9828171741983127
agfv_h256_align050_contrast010,68,0.3519589304924011,0.9997629489154913,0.993006993006993,0.8599686026573181,0.9128205128205129,0.7743589743589744,0.5841132998466492,0.5881569544367359,1.9922132643350359
agfv_h256_align050_contrast010,69,0.34737636314498055,0.9998814744577457,0.9965034965034965,0.8558728694915771,0.9128205128205129,0.7743589743589744,0.5817825794219971,0.5860131262799111,1.9902912669512136
agfv_h256_align050_contrast010,70,0.3449782133102417,0.9998814744577457,0.9965034965034965,0.8452953696250916,0.9076923076923077,0.7743589743589744,0.5757461786270142,0.5805617885166151,1.9808304968799566
agfv_h256_align050_contrast010,71,0.3592793941497803,0.9997629489154913,0.993006993006993,0.852664589881897,0.9102564102564104,0.7743589743589744,0.5758172869682312,0.5803716909839531,1.984338013601831
agfv_h256_align050_contrast010,72,0.35690683126449585,0.9997629489154913,0.9965034965034965,0.8458701968193054,0.9128205128205129,0.7743589743589744,0.5757960081100464,0.5808596165437597,1.9868004091529614
agfv_h256_align050_contrast010,73,0.349313595228725,0.9997629489154913,0.9965034965034965,0.8393048048019409,0.9128205128205129,0.7743589743589744,0.5713070631027222,0.576775345751431,1.9841475095700667
agfv_h256_align050_contrast010,74,0.3449256718158722,0.9997629489154913,0.9965034965034965,0.8453195691108704,0.9102564102564104,0.7743589743589744,0.5691671371459961,0.574199576699133,1.979871251737756
agfv_h256_align050_contrast010,75,0.34469983809524113,0.9997629489154913,0.993006993006993,0.8478109240531921,0.9153846153846155,0.7576923076923077,0.5685581564903259,0.573205007636691,1.966722549258921
agfv_h256_align050_contrast010,76,0.3578666713502672,0.9997629489154913,0.9965034965034965,0.837497353553772,0.9102564102564104,0.7743589743589744,0.5668888092041016,0.572503047961055,1.9785624348930007
agfv_h256_align050_contrast010,77,0.3501364721192254,0.9997629489154913,0.9965034965034965,0.8436185717582703,0.9153846153846155,0.7576923076923077,0.5698679089546204,0.5746923567850325,1.967001684881427
agfv_h256_align050_contrast010,78,0.39745989110734725,0.9997629489154913,0.993006993006993,0.8448294401168823,0.917948717948718,0.7794871794871795,0.569467306137085,0.5740860235652874,1.9952780461879809
agfv_h256_align050_contrast010,79,0.35681673222117954,0.9997629489154913,0.9965034965034965,0.825135350227356,0.9153846153846155,0.7576923076923077,0.562706470489502,0.5684911405862508,1.9628008440289895
agfv_h256_align050_contrast010,80,0.3480464683638679,0.9997629489154913,0.9965034965034965,0.8298569321632385,0.9153846153846155,0.7576923076923077,0.5628576874732971,0.5683301896454347,1.9628603574268055
agfv_h256_align050_contrast010,81,0.35422245330280727,0.9997629489154913,0.993006993006993,0.8350697755813599,0.9128205128205128,0.7410256410256411,0.5660901069641113,0.5716031039041866,1.9432129495071784
agfv_h256_align050_contrast010,82,0.34377906885412,0.9997629489154913,0.9965034965034965,0.8264307975769043,0.9102564102564102,0.7743589743589744,0.5657793283462524,0.5718358118038924,1.9779409708483595
agfv_h256_align050_contrast010,83,0.3527831766340468,0.9997629489154913,0.9965034965034965,0.8275076746940613,0.9128205128205129,0.7743589743589744,0.5655266046524048,0.5718899265712856,1.9807687384268933
agfv_h256_align050_contrast010,84,0.3704274296760559,0.9997629489154913,0.993006993006993,0.8333900570869446,0.9128205128205128,0.7576923076923077,0.5677364468574524,0.5737216518671232,1.9634146409168092
agfv_h256_align050_contrast010,85,0.33940627839830184,0.9997629489154913,0.9965034965034965,0.8203244209289551,0.9102564102564102,0.7743589743589744,0.5641984939575195,0.5706366170092789,1.9770306341745318
agfv_h256_align050_contrast010,86,0.3481350541114807,0.9998814744577457,0.9965034965034965,0.8300427794456482,0.9128205128205128,0.7743589743589744,0.5700762271881104,0.5760116333079633,1.9834379415370753
agfv_h256_align050_contrast010,87,0.3631835944122738,0.9998814744577457,0.9965034965034965,0.8317052125930786,0.9128205128205128,0.7743589743589744,0.5713857412338257,0.577213757275964,1.984212910956733
agfv_h256_align050_contrast010,88,0.3862539761596256,0.9997629489154913,0.9965034965034965,0.8215363621711731,0.9102564102564102,0.7743589743589744,0.567554771900177,0.5733263122645617,1.978977742671389
agfv_h256_align050_contrast010,89,0.3432210352685716,0.9997629489154913,0.9965034965034965,0.8238022327423096,0.9128205128205128,0.7576923076923077,0.5672904849052429,0.5729695762126107,1.9625919768507776
agfv_h256_align050_contrast010,90,0.3484150701098972,0.9997629489154913,0.993006993006993,0.8258963227272034,0.9128205128205128,0.7576923076923077,0.5673851370811462,0.5731173059198247,1.9631785514339262
agfv_h256_align050_contrast010,91,0.3547624349594116,0.9997629489154913,0.9965034965034965,0.8169595003128052,0.9128205128205128,0.7743589743589744,0.5642256736755371,0.570349042044577,1.9799641844857883
agfv_h256_align050_contrast010,92,0.3471237123012543,0.9997629489154913,0.9965034965034965,0.8254227042198181,0.9102564102564104,0.7576923076923077,0.5676262378692627,0.5731588109967922,1.9598300588624882
agfv_h256_align050_contrast010,93,0.35585520995987785,0.9997629489154913,0.993006993006993,0.8277556896209717,0.9102564102564104,0.7576923076923077,0.567787230014801,0.5734870190097308,1.960467851261027
agfv_h256_align050_contrast010,94,0.34395386775334674,0.9997629489154913,0.9965034965034965,0.8173502087593079,0.9102564102564102,0.7743589743589744,0.5613736510276794,0.5680531477137939,1.975359865780063
agfv_h256_align050_contrast010,95,0.34756553504202103,0.9997629489154913,0.9965034965034965,0.8206749558448792,0.9128205128205128,0.7743589743589744,0.5599738955497742,0.5666886804084719,1.9774722592592964
agfv_h256_align050_contrast010,96,0.3502296772268083,0.9997629489154913,0.993006993006993,0.8186737895011902,0.9128205128205128,0.7576923076923077,0.5560300350189209,0.5625890098713963,1.9564481707979708
agfv_h256_align050_contrast010,97,0.3444615867402818,0.9997629489154913,0.9965034965034965,0.8144046068191528,0.9128205128205128,0.7576923076923077,0.5554765462875366,0.5619917522879686,1.9555872251494602
agfv_h256_align050_contrast010,98,0.34824197822146946,0.9997629489154913,0.9965034965034965,0.8175095915794373,0.9128205128205128,0.7576923076923077,0.5577322244644165,0.5641658112679561,1.956932470135899
agfv_h256_align050_contrast010,99,0.33750444816218483,0.9998814744577457,0.9965034965034965,0.8148525953292847,0.9102564102564102,0.7576923076923077,0.554579496383667,0.5608041071631731,1.9520534389049897
agfv_h256_align050_contrast010,100,0.3384675582249959,0.9997629489154913,0.9965034965034965,0.812721312046051,0.9102564102564102,0.7743589743589744,0.5538416504859924,0.5602019612457471,1.9708087468624151
agfv_h256_align050_contrast010,101,0.34684472613864475,0.9998814744577458,0.9965034965034965,0.8059879541397095,0.9102564102564102,0.7743589743589744,0.5491546988487244,0.5557781027303897,1.9680051063609072
agfv_h256_align050_contrast010,102,0.32919671800401473,0.9998814744577457,0.9965034965034965,0.8126223087310791,0.9128205128205128,0.7576923076923077,0.5521993041038513,0.557994554048095,1.9535311054022921
agfv_h256_align100_contrast010,1,1.038542674647437,0.9920587886689581,0.993006993006993,0.3111521005630493,0.9076923076923078,0.8012820512820513,0.15913482010364532,0.159534844491915,1.7630815400701345
agfv_h256_align100_contrast010,2,0.5718599127398597,0.9971553869858955,0.993006993006993,0.5699832439422607,0.8743589743589745,0.8012820512820513,0.33295968174934387,0.33584215129704,1.8285268784926225
agfv_h256_align100_contrast010,3,0.48536169197824264,0.9978665402394217,0.993006993006993,0.7171617150306702,0.8641025641025641,0.8179487179487179,0.44361597299575806,0.4479410648375106,1.9023300373536423
agfv_h256_align100_contrast010,4,0.44420404566658866,0.997985065781676,0.993006993006993,0.8005079030990601,0.8564102564102565,0.8179487179487179,0.5120446681976318,0.5167820423880858,1.9345645500321447
agfv_h256_align100_contrast010,5,0.42034346527523464,0.997985065781676,0.993006993006993,0.849177896976471,0.8641025641025641,0.8179487179487179,0.5572046041488647,0.562158825558776,1.9705283501709838
agfv_h256_align100_contrast010,6,0.4245755904250675,0.997985065781676,0.993006993006993,0.8768723011016846,0.8692307692307694,0.8179487179487179,0.5849762558937073,0.590145214916283,1.9931102508765923
agfv_h256_align100_contrast010,7,0.4131104350090027,0.9984591679506934,0.993006993006993,0.8929058909416199,0.8641025641025641,0.8179487179487179,0.6013050079345703,0.6066600813527052,1.9969575623178768
agfv_h256_align100_contrast010,8,0.3960471385055118,0.9988147445774564,0.993006993006993,0.8999723196029663,0.8615384615384616,0.8179487179487179,0.6109245419502258,0.616421334666528,1.9997414002143545
agfv_h256_align100_contrast010,9,0.40337549646695453,0.9988147445774564,0.993006993006993,0.9030411243438721,0.858974358974359,0.8179487179487179,0.6175109148025513,0.622907395092005,2.0007344747343474
agfv_h256_align100_contrast010,10,0.3948948449558682,0.9990517956619651,0.993006993006993,0.9050242900848389,0.8615384615384616,0.7794871794871795,0.6215377449989319,0.6267940593837737,1.9618189473169867
agfv_h256_align100_contrast010,11,0.3892480168077681,0.9989332701197108,0.993006993006993,0.9071898460388184,0.8615384615384616,0.7794871794871795,0.6273605227470398,0.6321971848685212,1.9652884275708533
agfv_h256_align100_contrast010,12,0.3879079355133904,0.9988147445774564,0.993006993006993,0.9103139638900757,0.8641025641025641,0.7794871794871795,0.6319203972816467,0.6361682453129317,1.9709319676626542
agfv_h256_align100_contrast010,13,0.3878656592633989,0.9990517956619651,0.993006993006993,0.9089438319206238,0.8743589743589745,0.7794871794871795,0.6328096389770508,0.6366897124928433,1.983188049360543
agfv_h256_align100_contrast010,14,0.3917989962630802,0.9991703212042196,0.993006993006993,0.9085209965705872,0.8897435897435898,0.7794871794871795,0.6330119967460632,0.6365952636791326,2.0009543122246476
agfv_h256_align100_contrast010,15,0.3834436933199565,0.9992888467464739,0.993006993006993,0.9079803824424744,0.9025641025641026,0.7794871794871795,0.6340504288673401,0.637519496358276,2.016291762465452
agfv_h256_align100_contrast010,16,0.3790683713224199,0.9994073722887282,0.993006993006993,0.9068936109542847,0.9,0.7794871794871795,0.6368034482002258,0.6402382885745893,2.0149736545734704
agfv_h256_align100_contrast010,17,0.37793126702308655,0.9994073722887282,0.993006993006993,0.9138497710227966,0.8923076923076924,0.7794871794871795,0.6379665732383728,0.6413148148069643,2.0068167158696273
agfv_h256_align100_contrast010,18,0.37840720017751056,0.9990517956619651,0.993006993006993,0.918856680393219,0.8897435897435898,0.7794871794871795,0.6380149722099304,0.6410335833309757,2.0039174107531035
agfv_h256_align100_contrast010,19,0.38166776961750454,0.999288846746474,0.993006993006993,0.9107511639595032,0.8846153846153847,0.7794871794871795,0.6371247172355652,0.6402940874980277,1.9974653401225142
agfv_h256_align100_contrast010,20,0.39653663171662223,0.9994073722887282,0.993006993006993,0.9108861088752747,0.8897435897435897,0.7794871794871795,0.6363758444786072,0.6394889083419883,2.0028900428945287
agfv_h256_align100_contrast010,21,0.3785451253255208,0.9995258978309826,0.993006993006993,0.8989167213439941,0.905128205128205,0.7794871794871795,0.6336411237716675,0.6367041898112706,2.0189187395489565
agfv_h256_align100_contrast010,22,0.41946863134702045,0.9992888467464739,0.993006993006993,0.918108344078064,0.8999999999999999,0.8179487179487179,0.6294256448745728,0.6317577782612354,2.0546852499414157
agfv_h256_align100_contrast010,23,0.3877047366566128,0.9994073722887282,0.993006993006993,0.9064169526100159,0.9051282051282052,0.7794871794871795,0.6305078864097595,0.633097121529859,2.0170091928711997
agfv_h256_align100_contrast010,24,0.36604391866260105,0.9994073722887282,0.993006993006993,0.9033292531967163,0.9051282051282051,0.7794871794871795,0.6277903318405151,0.6304356476638506,2.0153842681999765
agfv_h256_align100_contrast010,25,0.369931740893258,0.9995258978309826,0.993006993006993,0.9007076025009155,0.9051282051282052,0.7794871794871795,0.6272751688957214,0.6299570555488359,2.015061048684741
agfv_h256_align100_contrast010,26,0.3818708293967777,0.9994073722887282,0.993006993006993,0.9116247296333313,0.9025641025641027,0.8179487179487179,0.6231451034545898,0.6253498729703153,2.053835127819712
agfv_h256_align100_contrast010,27,0.3689284026622772,0.9995258978309826,0.993006993006993,0.9067315459251404,0.8974358974358975,0.8179487179487179,0.6230263710021973,0.6254586868047524,2.047871428248185
agfv_h256_align100_contrast010,28,0.36771515674061245,0.999644423373237,0.993006993006993,0.8988105058670044,0.8948717948717949,0.7794871794871795,0.6225784420967102,0.6251806244244157,2.0004223915465826
agfv_h256_align100_contrast010,29,0.37339044941796196,0.999644423373237,0.993006993006993,0.9070106148719788,0.8974358974358975,0.8179487179487179,0.6197978258132935,0.6221700560575801,2.0459105137476783
agfv_h256_align100_contrast010,30,0.38195236523946124,0.9997629489154913,0.993006993006993,0.9038337469100952,0.8948717948717949,0.7794871794871795,0.6192036867141724,0.6216962516114066,1.998368797742675
agfv_h256_align100_contrast010,31,0.36548597779538894,0.9997629489154913,0.993006993006993,0.9082626700401306,0.8974358974358975,0.8179487179487179,0.6157985329627991,0.6181758115061634,2.0434936640359513
agfv_h256_align100_contrast010,32,0.3674652874469757,0.999644423373237,0.993006993006993,0.9020175933837891,0.8974358974358975,0.7794871794871795,0.6160928010940552,0.6187436975418529,1.9994845963057168
agfv_h256_align100_contrast010,33,0.36228307750489974,0.999644423373237,0.993006993006993,0.8989503979682922,0.9000000000000001,0.7794871794871795,0.6152421236038208,0.6179385893662591,2.0019274646917586
agfv_h256_align100_contrast010,34,0.3590035074286991,0.9997629489154913,0.993006993006993,0.9035887122154236,0.9025641025641027,0.7794871794871795,0.6126657724380493,0.6152741526155535,2.003303784551182
agfv_h256_align100_contrast010,35,0.37111765808529323,0.9997629489154913,0.993006993006993,0.9025639295578003,0.8999999999999999,0.7794871794871795,0.6104356050491333,0.6130757838325447,1.9990201460297046
agfv_h256_align100_contrast010,36,0.3686612645785014,0.9997629489154913,0.993006993006993,0.8973516821861267,0.9025641025641027,0.7794871794871795,0.6105644106864929,0.6132542042601412,2.0020511088398627
agfv_h256_align100_contrast010,37,0.36953596770763397,0.9997629489154913,0.993006993006993,0.8955757021903992,0.9025641025641027,0.7794871794871795,0.610515832901001,0.6131113583322679,2.0020125353543294
agfv_h256_align100_contrast010,38,0.36083079212241703,0.9997629489154913,0.993006993006993,0.9014539122581482,0.9076923076923078,0.7794871794871795,0.6078711748123169,0.6101459387315423,2.0062911002473505
agfv_h256_align100_contrast010,39,0.3588240709569719,0.9997629489154912,0.993006993006993,0.8984470367431641,0.9076923076923078,0.7794871794871795,0.6072799563407898,0.6095460921852528,2.0059355063569577
agfv_h256_align100_contrast010,40,0.3667687922716141,0.9997629489154913,0.993006993006993,0.8994778394699097,0.9076923076923078,0.7794871794871795,0.603453516960144,0.6055917235398737,2.0036268498020973
agfv_h256_align100_contrast010,41,0.36561668912569684,0.9997629489154913,0.993006993006993,0.8956291079521179,0.9025641025641027,0.7794871794871795,0.6027761697769165,0.604848796968199,1.9973164476558802
